"","bucket","level","acp_outreach_per_1k_median","ag_rcpp_per_1k_median","ag_reap_per_1k_median","ag_reconnect_per_1k_median","ag_urban_forest_per_1k_median","airport_infrastructure_comp_per_1k_median","airport_infrastructure_formula_per_1k_median","airport_terminal_per_1k_median","asap_per_1k_median","bric_per_1k_median","bridge_per_1k_median","brownfield_per_1k_median","buses_per_1k_median","capital_investment_per_1k_median","carbon_capture_dem_per_1k_median","cdbg_entitlement_per_1k_median","charge_fuel_infra_per_1k_median","clean_hydrogen_per_1k_median","clean_school_bus_per_1k_median","climate_coasts_per_1k_median","coc_per_1k_median","crisi_per_1k_median","culvert_restore_per_1k_median","dac_hubs_per_1k_median","dhs_flood_per_1k_median","doe_battery_per_1k_median","doe_carbon_storage_per_1k_median","doe_grid_innovation_per_1k_median","doe_grid_resilience_per_1k_median","doe_hydrogen_electro_per_1k_median","doe_rural_energy_per_1k_median","doi_aging_infra_per_1k_median","doi_drought_per_1k_median","doi_rural_water_per_1k_median","doi_water_recycle_per_1k_median","doi_water_storage_per_1k_median","dot_tc_per_1k_median","elderly_per_1k_median","epa_great_lakes_per_1k_median","ferry_rural_comms_per_1k_median","fhwa_carbon_per_1k_median","fhwa_protect_comp_per_1k_median","fhwa_stp_per_1k_median","fhwa_tap_per_1k_median","fra_intercity_rail_per_1k_median","fra_rail_cross_per_1k_median","fs_wildfire_per_1k_median","fta_5307_5340_per_1k_median","fta_5310_per_1k_median","fta_5337_combined_per_1k_median","fta_5339_per_1k_median","fta_rail_vehicle_per_1k_median","grrp_comp_per_1k_median","grrp_elements_per_1k_median","grrp_leading_per_1k_median","hcv_per_1k_median","home_per_1k_median","hud_disability_per_1k_median","hud_esg_per_1k_median","hud_hopwa_per_1k_median","indian_health_per_1k_median","indian_water_per_1k_median","infra_per_1k_median","land_port_per_1k_median","low_no_emission_per_1k_median","mega_per_1k_median","motor_carrier_safety_per_1k_median","national_lab_per_1k_median","natural_gas_per_1k_median","ntia_middle_mile_per_1k_median","ports_per_1k_median","public_hsg_per_1k_median","public_hsg_cap_per_1k_median","raise_per_1k_median","reconnect_community_per_1k_median","rural_surface_per_1k_median","s8_project_per_1k_median","safe_streets_per_1k_median","smart_grid_per_1k_median","tribal_broadband_per_1k_median","ttp_per_1k_median","acp_outreach_per_1k_funded_median","ag_rcpp_per_1k_funded_median","ag_reap_per_1k_funded_median","ag_reconnect_per_1k_funded_median","ag_urban_forest_per_1k_funded_median","airport_infrastructure_comp_per_1k_funded_median","airport_infrastructure_formula_per_1k_funded_median","airport_terminal_per_1k_funded_median","asap_per_1k_funded_median","bric_per_1k_funded_median","bridge_per_1k_funded_median","brownfield_per_1k_funded_median","buses_per_1k_funded_median","capital_investment_per_1k_funded_median","carbon_capture_dem_per_1k_funded_median","cdbg_entitlement_per_1k_funded_median","charge_fuel_infra_per_1k_funded_median","clean_hydrogen_per_1k_funded_median","clean_school_bus_per_1k_funded_median","climate_coasts_per_1k_funded_median","coc_per_1k_funded_median","crisi_per_1k_funded_median","culvert_restore_per_1k_funded_median","dac_hubs_per_1k_funded_median","dhs_flood_per_1k_funded_median","doe_battery_per_1k_funded_median","doe_carbon_storage_per_1k_funded_median","doe_grid_innovation_per_1k_funded_median","doe_grid_resilience_per_1k_funded_median","doe_hydrogen_electro_per_1k_funded_median","doe_rural_energy_per_1k_funded_median","doi_aging_infra_per_1k_funded_median","doi_drought_per_1k_funded_median","doi_rural_water_per_1k_funded_median","doi_water_recycle_per_1k_funded_median","doi_water_storage_per_1k_funded_median","dot_tc_per_1k_funded_median","elderly_per_1k_funded_median","epa_great_lakes_per_1k_funded_median","ferry_rural_comms_per_1k_funded_median","fhwa_carbon_per_1k_funded_median","fhwa_protect_comp_per_1k_funded_median","fhwa_stp_per_1k_funded_median","fhwa_tap_per_1k_funded_median","fra_intercity_rail_per_1k_funded_median","fra_rail_cross_per_1k_funded_median","fs_wildfire_per_1k_funded_median","fta_5307_5340_per_1k_funded_median","fta_5310_per_1k_funded_median","fta_5337_combined_per_1k_funded_median","fta_5339_per_1k_funded_median","fta_rail_vehicle_per_1k_funded_median","grrp_comp_per_1k_funded_median","grrp_elements_per_1k_funded_median","grrp_leading_per_1k_funded_median","hcv_per_1k_funded_median","home_per_1k_funded_median","hud_disability_per_1k_funded_median","hud_esg_per_1k_funded_median","hud_hopwa_per_1k_funded_median","indian_health_per_1k_funded_median","indian_water_per_1k_funded_median","infra_per_1k_funded_median","land_port_per_1k_funded_median","low_no_emission_per_1k_funded_median","mega_per_1k_funded_median","motor_carrier_safety_per_1k_funded_median","national_lab_per_1k_funded_median","natural_gas_per_1k_funded_median","ntia_middle_mile_per_1k_funded_median","ports_per_1k_funded_median","public_hsg_per_1k_funded_median","public_hsg_cap_per_1k_funded_median","raise_per_1k_funded_median","reconnect_community_per_1k_funded_median","rural_surface_per_1k_funded_median","s8_project_per_1k_funded_median","safe_streets_per_1k_funded_median","smart_grid_per_1k_funded_median","tribal_broadband_per_1k_funded_median","ttp_per_1k_funded_median"
"1","percent_poc_bucket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8362.1277772656,0,0,0,0,4759.96049702902,139881.650637465,5601.28029263832,313740.706405859,29347.6784689369,NA,12856.4749883123,35721.3247716004,NA,268171.958684009,9632.75135460566,9742.6199801251,37512.916151893,NA,109606.844924482,12955.3946559942,32031.7755213171,2399543.43822148,57910.7306099426,NA,8440.78182657551,171358.249158249,122816.989554409,NA,4024.74613874904,NA,NA,NA,NA,NA,NA,104895.104895105,NA,886367.66530757,NA,543617.995155831,28805.9916462624,7189.56339851136,NA,41795.1970659901,1315.62632449829,181597.038603913,11516.9840901173,1435.6002580021,NA,48879.4453902245,4339.45464663328,11379.488587776,1007.24330436012,4272.03317216476,702.98273155416,NA,NA,NA,NA,66088.5376548589,8582.25793072393,4127.31876635939,NA,77969.955189892,12971.6499383694,NA,145703.040669578,3442818.7022874,NA,NA,10616.3367804955,NA,117063.120434538,102289.9846747,NA,32600.5385996409,29833.4065934066,194855.374424209,3088.09476898828,1451235.0790306,36044.840391909,2858.00005839943,42804.8761196686,46613.9398492901,30369.2235264121
"2","percent_poc_bucket",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23016.7729395673,0,0,0,0,2965.99486882888,110343.932120456,4961.9778650482,207309.492303032,15302.2188217291,2437.82825143561,11227.8184892897,77397.1355358287,NA,226574.500678689,1001058.39125285,13422.4356186863,42800.8719763168,NA,NA,10905.8709524312,16748.9224859867,5143342.20440009,50107.8269694279,NA,7585.63970847849,105368.090743382,75029.8303952907,NA,NA,NA,NA,NA,NA,NA,391725.973475444,545713.963496783,NA,1203032.92137226,239330.543933054,18227386.8762816,7556.17768309881,4736.25424251774,NA,634740.046570218,934.401519687803,673.739205164752,7463.80062044102,727.251578883882,66704.1936391782,22006.1500217944,8205.15157916423,9491.27891230161,458.871474974798,8617.24127591656,495.386126500263,NA,NA,15340.4282989423,NA,74378.0881692148,6559.57424969064,2173.56110642102,1874.30215384264,16429.2518847079,NA,NA,654001.868576767,1038098.20409011,31659.3591905565,NA,1857.39736931883,NA,1660.36301387113,57205.2065631501,1177178.14471741,24560.1756718643,26135.6783919598,162234.32391098,NA,385951.370127364,36555.2153364841,2491.9013207077,54496.6644009768,5648.76009715867,1980.89678959936
"3","percent_poc_bucket",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.662029478105,302.939429711043,0,0,0,18449.6713265275,0,0,0,0,10973.1384438858,212152.087576375,2813.57981393975,210502.574897568,23645.7331656681,16348.0887320205,9670.34271037867,71567.925804649,NA,304871.540320605,2352.91810864599,14265.1388710575,12550.3048236435,NA,89305909.7498855,11201.8510648364,NA,1644941.58234489,38897.7622404402,6045.66176148632,6558.64561736935,116955.79329032,250556.477499849,NA,36101.3333333333,13739244.4072257,202523.381837398,NA,NA,NA,522038.553347189,35638.6369003175,27841.0253510612,493580.214952538,NA,67996.3735267452,11938.4864427357,4481.71345487082,20175.801819496,NA,2306.24962550183,4000,17959.8852315844,2322.25869353817,NA,81842.0984238717,7950.73200080219,16201.9755576649,1290.92136250096,527.669697431839,1281.94934195223,NA,NA,4970.11305350492,NA,61646.3900271253,5863.28641698843,2289.31931045864,2953.94555753546,13538.1109827422,NA,84.4891284598147,321074.370337485,8800602.89463787,20557.0973378559,NA,1065.03705275417,9204777.70902477,11483.9671280428,68490.349524277,81432.2825468729,26132.6850326084,25161.383504371,86092.1377405087,3286.53119907552,231566.686930021,35301.5321974157,2136.90179017189,47904.9705628062,15473.695969025,16135.4166666667
"4","percent_poc_bucket",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5992.83254497808,6885.60681840103,0,0,0,22478.1217718585,0,0,0,0,2367.06600346033,111899.914198279,1573.52399373676,206428.827743754,6076.2470034521,4821.51305645407,13304.1969278231,13193.1978246037,NA,81298.6210723597,1257706.37700283,4616.19212067105,20208.0348279227,663431.991828006,NA,10801.9524559163,18156.3600270012,949536.01051162,28414.6009626137,154807.185425737,5096.46087440656,44165.5093247437,241800.337531723,NA,443621.37669516,2653589.33922685,3521870.48794855,5303774.71696148,112765.854628811,129948.3973031,54329.4334044447,53472.5687935989,241974.290852294,1296454.77312698,NA,191327.87139119,4284.54723497886,4855.25396899297,160282.043140525,46642.1057090458,3047.03103664612,10963.0592568519,16255.4612203254,2200.95069944316,46672.5519489339,32646.3383947223,11296.0436562074,24945.461282321,1243.33457943925,8586.02301723689,1517.50262571407,NA,77477.3378786705,17104.7864626986,NA,64902.6740647629,6906.15813609716,1659.84906290352,3305.66053221008,6654.99941733084,123771.913165061,21737.4248772694,393840.915170789,956083.880425776,19703.0330633447,1873977.45388104,100553.041729512,NA,33738.7418201531,69561.671219799,597207.75589594,26264.6454438268,24383.1798491629,89147.0338078733,49939.1007783934,332578.872003326,34172.6160886694,2138.80419090684,29111.6570654016,21382.8528605887,9133.25557661467
"5","percent_poc_bucket",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666.56578113502,4381.95466217548,0,0,0,21491.2348090715,0,0,0,0,2778.75034039692,63816.9952131097,3292.81613449802,304671.86201687,5484.50415959355,7135.27147218904,10417.5435863989,36108.78917157,17859.7602554217,186213.129294214,4798.46449136276,5029.32094108653,15078.7323729198,NA,NA,10008.4411894426,16244.0859489436,1023754.33037412,52442.2471455486,31944.6933783878,5145.1845596757,35166.9929792421,35696.0186988703,NA,14771.252910501,556758.42870399,NA,4779346.52749475,101697.655805076,81640.8526526405,583542.715381146,147911.851946209,17428.9913842686,532191.992145045,9380.44255535062,NA,3562.23511887509,3990.8032300246,NA,NA,3513.51988508768,51182.4339580041,24565.6455761479,2809.08700974917,4241445.848383,5475.90860969288,4763.70150561411,29214.0120747763,2010.92201560224,8480.73825260953,1838.94821922991,148485.455913889,147061.781389612,3996.16368286445,206338.72565203,66194.3597999691,7364.10959164835,1546.57268696121,1536.78163232435,4923.03728585016,37112.27154047,34.4716813284571,426920.958180425,15734912.995187,24193.0045514059,664794.327752351,1487.99559553304,251656.309383185,761.123721656782,46734.9315483624,250211.115628812,23383.7657534636,23701.4843166081,61006.7661905273,10440.6817829948,268947.714138812,36208.2892863071,1984.05458209833,21951.8025037186,18785.7303877367,29918.0716104713
"6","percent_poc_bucket",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.067312772419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2386.12072858648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6093.65250399757,5166.3614819569,0,0,0,19449.643316517,0,0,0,0,2027.46718059223,61096.4815107268,1188.76898996409,197795.29639717,4841.02184268619,5412.75019971182,6901.91175818635,25918.5868551119,22392.779643985,75056.4950298147,2391.87631825002,5036.6669352889,21127.672152967,95081.1206971453,NA,10584.6746048075,12398.1095711138,636227.021706793,39765.0659202994,16690.2209874009,4328.64739534588,18454.2032552468,27866.4634032981,NA,20146.8859594806,NA,124172.540504426,168325.459292845,91121.6148717615,38215.5285066184,483639.401496259,110391.521931116,5141.35536930741,158583.911535126,11203.2089751022,74385.2685264428,3375.59094787345,3743.12703137361,6721.95225679999,54570.7799826557,3652.43438812429,10669.5037101355,30394.2343180334,3591.75828058064,76383.7369597615,37477.1467043481,14317.2399454064,30984.8911483697,2114.6331144921,12800.7691833314,1978.67599668539,43906.7297205842,313898.031833945,2019.22408310367,6968.26856960618,92783.3285836421,6032.04204754795,1316.2307097862,1007.11619217083,3816.32119122076,31544.9104511449,229.593912122614,405039.290075004,683272.706867944,27245.3711187386,NA,574.08796558534,NA,60559.5206878678,22667.6710116354,112549.35801888,22687.993372976,19462.5279939204,74897.2105476365,21396.3232292565,116599.898823145,34641.7615869671,2672.7167044244,28885.9181555868,22356.8642465552,19633.5346277804
"7","percent_poc_bucket",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.201283802443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7465.4804207697,6198.18390366871,0,0,0,19922.6304973403,0,0,0,0,1131.08523288021,18576.4862672671,854.672568889318,290473.804313748,6895.02032257707,854.50093714472,5311.1719437957,15890.235209922,13552.0684736091,21545.2077489994,567089.787722318,1852.15139732475,14522.8497360099,58652.2484874129,614123.450789793,11682.355313941,6424.06944160715,711741.240066761,41118.5866250644,3650.15552669008,4317.93695890261,16860.4005278531,10537.4818228439,NA,5080.18374283412,1214497.31718433,843531.362427655,350850.070457717,37107.0861940665,20585.763877443,NA,113960.684856089,785.370354836004,4112166.60577274,14596.7335371914,NA,1198.65770912925,3548.43885785227,3643.13809693484,7532.83846769511,3680.72129213069,5104.23811270796,29060.5614443686,3464.05145290607,4175235.48097235,2209.296173267,9624.749498998,30538.853208355,1961.9259057622,9303.0019447572,1955.57180995545,7478.02899107061,54162.407572117,2267.19030547869,8823.91994285078,81889.4850338472,6581.72172437683,1736.51473341504,1101.31801745415,4419.31211555601,12194.4299757295,50.1027944871697,162123.421320684,24598466.2132832,15751.5608794687,NA,1206.62511037125,115478.294043045,28116.9906222512,15767.7012772554,31321.4909972896,27207.3159637568,22986.908623815,31902.1339669992,6480.65205113397,3941.63376796133,33388.3793494705,2242.18136797063,38047.5950574231,81805.917644117,51037.0208658884
"8","percent_poc_bucket",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7845.40047609191,7530.0408059743,0,0,0,24695.4537161333,0,0,0,0,710.453320430178,237727.258626057,1521.27406703114,477637.034065073,3493.70051253977,5128.24038359426,7685.29373453172,14200.0561149514,13285.2878131148,45875.774434186,394554.208761618,3552.14543263879,13027.7817150957,34852.2176064207,82765.2090995525,11889.9926619614,3354.79799758857,7931835.47979996,62949.2535568667,9632.92351581315,5789.3486708051,69905.1867788816,25747.0117960412,2957733.98140571,9424.26543697313,975647.830159226,94467.8324776877,423230.511364628,88444.2306059491,10439.5659625189,357045.131509313,334680.294746851,73057.4743168529,366591.814494668,14637.6301477838,2215759.61778147,1008.61889850832,3895.91131586525,NA,281353.309418302,3682.0631107231,15965.8424232718,33897.2664816623,3820.30280028479,568295.331837546,1451.73044277138,17488.2886684955,30372.1974109644,2025.12760728464,19352.2620202666,2127.88405160426,82160.8501618085,7943.22068179311,1323.19259248771,111975.724345956,98948.5799993479,6437.62813976925,1485.55783195646,981.617096986488,4322.82916703242,84057.4050571122,8753.52555370408,173688.032624235,NA,16265.6930394587,153225.707596318,819.023572650383,89889.2227878113,42003.0731963217,21927.6592485417,32768.3158703831,32836.7176186645,27302.5688023936,42295.101381358,5030.33289416864,4667.28877894721,38226.5420412153,2133.65109973611,14868.632902347,78727.097871704,69548.4975150578
"9","percent_poc_bucket",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15804.4897026547,13644.3520601564,0,0,0,26742.7878668346,0,0,0,0,660.804886784299,89813.3857843401,2197.73277819612,247007.840038896,3778.57547704515,738.743598200074,8150.40049835936,18137.1622898167,19529.546052455,28162.1373958363,8947.38762665364,2759.49611600922,21439.603651896,52714.5606137239,2803301.6664071,13184.3829138337,9277.08885857129,NA,48872.4429239684,5492.95662343185,8712.64794842351,15158.8864511133,504733.750058466,NA,18273.7747811211,2567202.63540377,49483.4004739337,NA,18827.9614563533,23216.4487380831,41931.7584035814,21781.0257643398,27068.370567756,13457477.8300655,15680.5093540224,137127.812262883,6400.77968812475,4986.00912448403,14770.3962045773,239800.717327953,3952.32167745465,4235.21315033683,32376.357938055,3939.8047359258,446130.03115961,1547.53335756513,5268.09312882088,33894.7849083647,2124.01812815594,17754.6685294728,2398.31750138139,67944.9778605788,42280.7929904768,577.662748679835,6576.94237035712,131282.575833616,7410.09222103995,1993.0066242568,1194.97780526177,6360.99597000597,70622.9650187794,172.912633483704,49526.6302330779,2649436.10509166,14979.530001461,109821.722736757,199.231591465865,425989.241683465,43279.935675471,17246.2308148902,199920.031987205,35961.8893426142,29310.3782735209,19059.6780882615,6425.45945212964,11277.5065715359,53185.1652667221,2368.22518438325,23176.0350855671,39765.7772496842,25086.1304901057
"10","percent_poc_bucket",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34295.7438256442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25367.31008985,0,0,0,0,581.336123879757,559995.987158909,2565.66890653635,474595.523670739,4749.38255189036,2099.25824811171,11369.2407713276,10207.3938277931,28232.5181893103,23333.6273515385,37330.9756912514,1879.32575523799,25211.672669627,29688.031865474,NA,20017.8963093628,4902.79951674575,NA,31992.9440822733,15601.6321276475,11680.1711342991,42900.5590024263,3879815.1504436,NA,6346.12568564086,51964.8156626112,143462.176765728,249134.803819372,132009.984087059,15251.8422318936,4914231.85673893,144077.259475219,51303.6002008315,407873.495759833,6775.21165004726,412931.026284728,10572.6970808268,7513.33344175333,NA,6936.27440098735,3670.30428523594,6759.95994514329,30018.3275900657,3726.12949916401,920810.942501829,2547.47839023435,4680.05582688012,39606.4751746326,2199.82674465149,18012.2265913001,2516.22368363881,56287.5492993717,90962.0659759235,2401.09817126424,32689.4924600975,83283.7294790109,8542.05984628958,1821.07335166838,1427.52150414615,9338.28878798135,298266.796166673,886.932644295235,121038.478116021,776661.907123185,17081.8124203453,24659.6494156612,211.690090496787,95166.7278668632,7331.6631150287,31786.3117039305,22022.8859931246,31936.7374391846,26830.4448811863,47422.4027224253,9654.93806468346,318208.909752973,62969.8204127908,4714.20750585141,2390.27587966634,248343.154868847,220335.681035153
