"","state","GEOID","year","total_state_pop","acp_outreach","ag_acep","ag_csp","ag_eqip","ag_rcpp","ag_reap","ag_reconnect","ag_urban_forest","airport_infrastructure_comp","airport_infrastructure_formula","airport_terminal","asap","bric","bridge","brownfield","buses","capital_investment","carbon_capture_dem","cdbg_entitlement","charge_fuel_infra","clean_hydrogen","clean_school_bus","climate_coasts","coc","crisi","culvert_restore","cwsrf_emerging_combined","cwsrf_general_combined","dac_hubs","dhs_flood","doe_battery","doe_bead_initial","doe_carbon_storage","doe_grid_innovation","doe_grid_resilience","doe_hydrogen_electro","doe_nuclear","doe_rural_energy","doe_weatherization","doi_aging_infra","doi_drought","doi_rural_water","doi_water_recycle","doi_water_storage","dot_tc","dwsrf_emerging_combined","dwsrf_general_combined","dwsrf_lead_combined","elderly","epa_great_lakes","ferry_rural_comms","fhwa_app","fhwa_bridge","fhwa_carbon","fhwa_cmaq","fhwa_ev","fhwa_highway_freight","fhwa_metro_plan","fhwa_nhpp","fhwa_protect","fhwa_protect_comp","fhwa_railway","fhwa_safety","fhwa_spr","fhwa_stp","fhwa_tap","fmcsa_21","fra_intercity_rail","fra_rail_cross","fs_wildfire","fta_5305_combined","fta_5307_5340","fta_5310","fta_5311_combined","fta_5329_e","fta_5337_combined","fta_5339","fta_rail_vehicle","grrp_comp","grrp_elements","grrp_leading","hcv","home","hud_disability","hud_esg","hud_hopwa","hud_htf","indian_health","indian_water","infra","land_port","low_no_emission","mega","motor_carrier_safety","national_lab","natural_gas","nhtsa","ntia_middle_mile","ports","public_hsg","public_hsg_cap","raise","reconnect_community","rural_surface","s8_project","safe_streets","smart_grid","tribal_broadband","ttp","usace"
"11","GA",13,"2022-2023",10516579,95.0879558837527,0,499.153669648657,491.232462571717,3359.38787698928,287.63441039144,4370.76001616115,1667.75716704073,0,10498.3717613874,4706.85381624576,0,0,73.4079019422571,380.351823535011,0,1547.00497186395,0,15719.8679342398,581.944660901611,0,16107.5141450466,39.9369414711761,9168.30235383579,0,0,646.027572274216,7648.40733854612,0,147.208231878446,16946.4393316496,9508.79558837527,0,23689.2036849626,0,570.527735302516,0,602.329331620102,862.415144696769,0,0,0,0,0,312.958234802401,5355.73402719649,12708.980743643,12189.6978095253,2357.41071312258,0,380.351823535011,2626.32962677312,8557.91602953774,7785.31393146003,14220.5556578808,4633.38895661793,8601.13493180625,1968.70579301501,179474.526269427,8852.45972097961,142.631933825629,1699.32399119524,18651.591168573,6165.19468926159,74851.1000582984,10714.5930249751,2625.67855953918,0,306.036782493623,131.182678321534,997.074714125192,26342.0177797362,2248.95167905837,3217.11204755843,345.827098336826,16147.0972642339,2424.1264198177,0,0,71.3159669128145,0,131142.917387869,8107.35629903983,470.907697265432,1378.15243911542,7398.6233546099,2710.80957029848,0,0,1433.27093344708,0,5069.38273368174,0,560.535797810296,0,799.397123342106,3912.42608456609,1423.65668531563,0,21065.4070111583,15907.7407206279,9520.05095953732,21750.9097777899,1141.05547060503,50684.3093176973,4113.41958254676,0,0,0,5134.74961772265
"12","HI",15,"2022-2023",1420074,767.565633903585,0,400.495326299897,950.815239205844,4565.66347950881,49.9882400494622,0,29988.2259656891,704.188654957418,68835.5522317851,7886.91293552308,0,5865.41123913261,0,704.188654957418,8450.26385948901,88023.5818696772,0,18496.5875017781,0,0,3513.90138823751,16880.8104366392,23008.9403791633,0,0,2191.43509422748,25946.9929031867,0,0,0,70418.8654957418,0,12622.5816401117,67118.8374690333,0,0,0,407.692838542217,0,0,0,760.695569385821,0,0,16020.2919002813,37181.921505499,49920.9900329138,4721.75745770995,0,0,0,102600.658838906,7459.17818367212,16054.8760135035,4494.68478403238,8343.65321807173,3281.76700650811,171956.12693423,8481.6192677283,3701.15078509993,1725.26220464567,17773.1294284664,5955.64245243558,73242.8401618507,8738.40447751314,2054.0133824012,0,0,4269.09231490753,1092.53461439333,64114.5567061998,2644.77344138404,2762.66659343105,644.031226541715,2004.78003258985,11109.6604824819,0,0,0,0,278434.116813631,8843.32154521525,1594.47465413774,1623.38300680105,4459.84645870567,4796.11344197556,0,0,52556.4160740919,0,44495.3446088021,0,0,0,0,11308.4444895125,26306.3438947548,33326.6435411112,42610.7435246332,21075.1101703151,70304.0897868703,13482.1319170691,0,49432.8851876733,13119.3163173187,0,12171.7340082277,1247.61737768595,0
"13","IA",19,"2022-2023",3150011,26.4233997913023,3051.03950430649,1623.54036224,1223.96334488991,19449.6349377828,30.321481417049,4842.53483559264,4993.86922775825,0,6919.07234609657,12386.9453154291,0,4403.9027165302,95.2377626617812,1315.04302683387,11673.4246324854,0,0,24057.2229747769,0,0,5536.48860273821,0,8181.1349230209,5153.54676539225,0,1726.02571864035,20439.9667175765,0,0,0,31745.9208872604,0,18412.634114611,0,0,0,3009.51330011229,3807.55146569329,0,0,14338.5743732323,0,0,93.6504666174182,11245.992474312,25889.1032444014,30552.0742625978,902.203516114706,0,0,0,59307.8436868951,10175.0108174225,7892.14450362237,5887.80515369629,10929.7548484751,1678.00493395102,234564.114538013,11569.7167406717,22069.5737252981,3651.74089868258,22945.8741572648,7808.88352453372,100594.457289197,11235.5687011887,3751.49832810108,0,2462.48727385396,0,535.080988606072,21288.3323264585,2432.15785595669,5891.50799790858,0,79.5397222422398,3946.62304353858,0,0,0,2380.94406654453,78180.2603229005,8409.67983921326,376.517097876801,2091.59841029127,1176.19335297559,2523.97404326525,1529.02386690078,0,10793.6131016685,0,9687.14426711526,0,1269.34794830875,7777.7506173788,0,6068.28515836929,19361.8593712847,0,6229.08904127636,7449.53462067275,18997.3939773544,621.585130972559,18190.4126684002,36657.0256421327,7884.02929386596,0,134.809687966169,156.808976222623,0
"14","ID",16,"2022-2023",1754367,159.967099244343,0,980.513769353847,1417.09744882342,5256.91659726842,4098.97301989835,12975.9759503,3258.09251998014,855.009242649913,5718.51214711631,3511.23795648231,0,4037.27156290559,0,0,218.882366118378,0,0,14447.6902495316,3535.66614055098,0,2926.98164067154,0,4254.64854275075,0,4007.11481691117,1124.05215100375,13312.8473118794,0,0,0,57000.6161766609,0,0,3542.17504091219,0,0,0,2820.12999560525,38806.0194930707,0,0,2280.02464706643,0,309.432974970459,12967.6401801903,30096.9409479316,40408.5918168775,1016.75077107584,0,0,0,51300.5545589948,10413.886034108,16075.6990983073,6152.57297931391,11421.2527937427,2459.295004979,240070.245849358,11841.3028744841,0,2235.42622495749,24986.5375944714,8186.89305031387,103779.424715581,10675.9452269679,3510.15038472566,0,20520.2218235979,503.796526040446,884.353159857658,17524.2819774882,2820.43266887715,6721.64490098138,0,0,6013.62998734016,0,0,0,0,62234.2126818391,7822.72922370291,611.205637132937,1265.49290997836,0,3447.8794915773,0,3.18120438881944,0,25650.2772794974,9910.38363124705,0,587.676352781374,0,0,6038.47199588228,3539.58607292545,0,1335.70512897244,1955.07553436653,23660.1076057632,6213.06716325604,0,35414.7153930734,1432.04472040343,11961.4749935447,285.003080883304,4293.76749562663,3477.03758677631
"15","IL",17,"2022-2023",12716164,127.396909948629,73.1245680694272,385.735509545174,222.34150172961,1612.41369645752,2765.67068496443,9579.98324022874,1835.44243374024,0,782.391922595525,6491.69073314877,14554.7037612915,2208.01336000385,11327.9444964692,566.22193611218,5073.83633932371,20877.0610382188,0,25232.7897784269,1176.65248733816,26213.3559302947,42569.9796731153,0,20395.7011721459,1147.04473770549,0,1429.04731332499,16920.0444410752,0,532.723233201459,0,7864.00678695242,1394.83668187985,0,0,0,0,0,2654.97881279291,0,0,0,0,0,97.7385161122489,6306.61888286436,14157.4652544588,30634.5026692012,8902.29789423917,0,0,0,46754.4402541521,6887.4369660536,19055.615042398,4219.33878801815,7832.51812417644,3575.73502512236,158775.805109151,7831.50932938581,709.821924284714,1782.41661557684,16221.4359613481,5582.55327628678,67995.8666780328,7701.57116564398,2186.4094391988,7360.71035258746,1887.36162886858,4.63583200090845,1374.62791451888,84230.2356276626,2387.73682063239,1962.15195085562,575.912201195266,61201.1977826017,3258.08978242181,31310.5430222511,0,272.339991840307,438.811578711945,202334.825345128,9580.15915806056,2011.86065231622,2228.75514974484,3335.87621235461,3793.50297778481,0,0,7470.8064476048,0,4099.20719801978,9200.88794073433,67.8270585374646,24921.0375078522,0,4177.14367320208,1144.82166162689,629.120542956193,42557.5561938333,26506.1859850188,11890.3606464969,9477.93933768077,4156.96415994635,103317.058823714,2232.72623725205,5706.84154435253,0,0,87249.5038598118
"16","IN",18,"2022-2023",6696893,107.321260769733,649.82507559849,609.434554202971,555.709341630514,4800.47389140009,325.712983617925,0,3877.57875181819,223.984465632048,1526.7291862062,3765.92548216016,0,929.525826379487,0,1018.70374814112,6253.41109675785,35532.9834297786,1968.85943974318,19963.6371672655,633.915906973577,49774.3256462362,6691.85471531351,45.8421539660257,8952.91174579017,1613.07310718568,0,1445.74506416632,17120.1137602169,0,0,29864.5954176063,14932.2977088032,14669.5742339022,0,0,0,0,0,2559.47437117481,0,0,0,0,0,89.2740857588736,5406.23838547219,12778.9080697571,19371.4697248411,3226.77172832237,206.969709684775,0,0,22261.8960762849,9052.68428209918,15484.7165693106,5369.4523714206,9967.51732482511,2082.71059430097,208691.163947222,10293.5506062289,525.616879349872,2361.8324198998,21302.0057211605,7139.41659214206,85526.3321364101,11430.4546899585,2668.06651980254,0,3161.49757805597,7.46614885440159,903.979800782243,33326.1366129039,2769.12636949702,3602.9288507372,0,9020.23415933329,3043.02024834502,0,0,52.841369871073,0,85713.7554683941,8741.37678472689,1043.64680755688,1748.53368569574,2201.66605618456,2558.93830168707,0,0,0,0,3894.39341497617,0,658.484613685779,0,1123.65749310912,5121.17798507457,1744.70295404152,0,13185.2218633327,12444.5316656545,12112.8290387796,353.596809744459,0,57835.8356628962,1772.01248399818,378.055465422547,0,15.4190906141102,0
"17","KS",20,"2022-2023",2912619,274.666889146847,649.139142469372,2185.22951336924,1138.39056876303,10296.8661537949,1446.85281528411,21049.5238134476,429.167014291948,0,3557.64348169122,4844.82316430676,0,700.280400560458,21630.0175203142,171.666805716779,1783.2747777859,0,0,17820.0780809299,0,0,18397.5315686672,0,9276.23146041415,16125.1529980406,0,1245.27100866952,14743.3804421382,0,0,0,34333.3611433559,0,19913.3494631464,35417.2591746466,1716.66805716779,0,0,2183.7507755048,17166.6805716779,0,0,0,0,186.38174096921,8944.18391145564,20631.860878474,26662.4608299266,1187.58581194451,0,0,0,30900.0250290203,8435.53035944626,7191.11287813476,4896.29539599927,9089.17781556736,1782.08821682479,194463.94670913,9591.80277269358,0,4547.66071360518,17502.9294940396,6457.02476019006,80493.5503064424,12218.4504736116,3754.14429419021,0,9425.61316808,116.802094609697,757.326996768201,20142.234188543,2308.70670005243,5744.17525944863,0,178.240271041286,4020.13067963918,0,0,257.500208575169,0,56274.9182093504,8273.92528854615,606.027084215272,1557.82338850361,1019.7379059877,2648.24544507881,122.003598822915,0,0,0,4990.78629920357,0,677.112591794533,0,199.408161520611,7089.89503948165,14596.5603465472,0,20042.5754278194,21486.4354040127,30244.2121678119,343.333611433559,0,38050.3268707648,4957.74902244337,4076.38348853729,1531.03341013706,893.774640624126,0
"18","KY",21,"2022-2023",4461952,20.2153676238561,0,568.118393026191,799.588386428182,10249.2604133796,135.859148641671,17376.9040993718,3255.35774477179,0,10628.6856066583,3641.44437232852,0,0,310402.263403999,1008.22689262457,4986.0531892768,0,0,19730.2691736711,0,0,7575.83676381996,0,11768.8946452136,7752.32454315959,0,1146.13514443903,13569.9532401962,0,614.99249655756,70862.8364895006,22411.7157692418,2017.05195394303,0,0,0,0,1419.65758484179,2557.24960734674,0,0,0,0,0,595.311200120485,7665.03091023839,16993.0133717261,22021.3776392036,2348.49299140824,0,0,6172.07244721593,42380.5052138616,9733.5666094122,6757.53593942741,5619.55440130239,10431.7915118764,1512.92730177286,224387.51828796,11067.7627190969,5488.62919188732,1775.88553171347,23667.7882236295,7488.12246299377,97001.5668030494,9976.69853911472,2728.94038304312,0,0,184.250077096302,563.18467791675,21171.5334454517,2453.09205477782,6767.69898017729,0,0.877642789523509,3093.46940531857,0,1649.5022806162,336.175736538627,0,118476.073028128,9549.35866634155,1073.29617172036,1722.22897063886,2754.20152435526,2482.17596244872,0,0,3884.36495955134,0,2118.14918672366,28014.6447115523,591.076282308729,0,0,4437.0687985886,0,1101.00489651166,31695.7685784159,28743.6476232824,12154.4427192404,7011.5052784073,0,61096.7381540635,12330.0851286612,567.419147494191,0,0,104772.978283944
"19","LA",22,"2022-2023",4664616,195.042850258199,0,1060.49608370764,502.09749312698,1786.49925310036,11.0118389166439,0,5560.44441814717,300.131886526136,3421.56824913348,3773.08657347143,0,10905.9896891834,12.8627951368344,1366.22178545887,0,0,3244.12041634295,21647.0318242702,0,128627.951368344,75995.1192123853,5166.48465811548,24647.2828631553,16744.0243741393,0,946.91610198996,11211.394464196,128627.951368344,28919.5878074422,68563.1164494569,21437.991894724,14659.4669314687,53451.2343566973,11754.0603556649,0,0,0,845.075135873993,0,0,0,0,0,1044.51256009069,7084.3988015305,16209.4157375441,27595.4483713129,3130.95804670738,0,1120.12757320217,0,93930.8358930296,9847.89744750693,5400.88444579361,5678.16772055835,10540.597125251,2456.06455065111,227023.178971216,11197.7648320891,0,1940.11854351998,23802.417390842,7544.21542952303,99516.6103704999,8718.2241796538,2304.70718275631,0,0,18.3639982369395,791.725835524296,21782.8852364268,2789.84079289699,3734.23793083932,261.701499115897,3180.36704414683,3436.59520955208,0,0,0,0,188152.658225243,9124.97706134867,2244.65465110097,1878.77372971323,6128.06241714216,2876.30728874574,0,0,61278.2754250296,0,16790.0768251878,32156.987842086,1247.00039617409,0,5872.05784999237,5950.71341349427,586.896756346074,2143.7991894724,37780.173544832,23507.6625814429,23565.6692855318,16860.4914102254,5359.49797368101,42045.9632690022,1629.75901982071,542.766435650866,0,1552.10032294191,27708.6045239308
"20","MA",25,"2022-2023",6873003,36.3742020773161,0,22.8856294693891,175.293390676535,0,293.11568756772,0,3318.31107886902,0,8886.78995193222,12294.4803021329,9690.51388454217,8947.50722500776,57412.0948295818,907.900083849811,7856.82764870028,7043.50529164617,0,28976.175188633,358.302186104095,0,21756.4686062264,0,29624.304834437,15726.0632652132,290.993616618529,1985.0129557633,23500.8947326227,0,0,0,14549.6808309265,0,0,0,14476.9324267718,0,0,2395.14677936267,0,0,0,0,0,86.9865763189686,7488.13873644461,17170.878581022,19164.3550861247,9193.71503257019,0,1577.05940183643,0,70865.0832831006,5292.13722153184,20309.2950781485,3334.78248154409,6190.4828209736,3485.22559934864,121999.424123633,6017.53920375126,538.647807952361,748.307544751545,13085.4099729041,4418.71362488857,52349.6158811512,5814.4339526696,1798.19039799633,0,0,0,1433.00097497411,115479.996153064,2630.71891573451,820.915835479775,663.952132714041,63820.687987478,3708.81636454982,0,2909.93616618529,109.122606231948,1108.6856793166,467916.807252958,11125.3415719446,2356.29869505368,2554.83403688315,3366.2466028314,3973.91402273504,0,0,0,0,24176.8928370903,0,414.118544688544,0,3095.45318109129,3591.51581921323,0,4923.02316760228,57360.9323319079,33190.5626987214,10983.424567107,50201.9997663321,0,352422.220534459,7693.57833831878,10862.3186982459,1328.48654365494,315.762411277865,0
"21","MD",24,"2022-2023",6037624,452.164626349703,1330.16911950794,1.8624876275833,231.63085346156,5767.76990418748,0,0,5690.87591410131,19.0472278498959,2977.58041905226,6293.86659387865,1177.53275129422,0,92.7517182255801,379.543840424644,4140.70170649911,17040.0543326315,0,17145.6584576979,2484.42102389947,0,2339.496464172,0,19013.8537941415,2647.45154716491,0,1609.40793928208,19057.2549731484,0,0,0,16562.8068259964,0,0,5559.64001733132,3561.00346758924,0,0,1194.1180835375,0,0,0,0,0,497.919380206518,7213.76488499449,17079.1357659901,17561.8190201973,6958.0137815803,0,1335.16926526064,3685.46467948319,29193.8520848599,6067.56399537301,19574.2273781872,3756.1335386238,6972.65248713732,3060.63875458293,139875.308896347,6899.25523682826,0,799.602459510562,15061.0915817216,4990.61468551205,59852.9797483248,6833.51878156043,1959.77523608625,1151152.61500219,254.119832569898,0,1365.17875243639,93341.0753965467,2640.69889082195,1682.05356941737,431.595442180566,50990.403344097,4882.26693149491,35394.1121540527,0,363.738947639005,3312.56136519929,262164.5708643,6940.6771604194,2171.16335830121,1491.80737323159,5101.6487611683,2756.66089839314,0,0,0,0,9379.37357477047,0,298.244143722762,0,0,3707.70736965402,2557.10607351501,0,31953.8563514389,11665.8445441452,9772.05602733791,2378.87602805342,0,119699.510767812,11807.1873968965,0,0,0,6212.21195622649
"22","ME",23,"2022-2023",1340825,916.747524844778,0,452.824194059627,735.720918091474,8866.28158037029,124.141480058919,0,0,0,9376.42496224339,11339.1568623795,0,7001.34021964089,0,7512.42705050995,5856.33471929596,0,0,26544.6594447448,11187.1422445136,0,9949.09850278746,4366.71452277516,25428.4996177726,2400.21106408368,26192.2853467082,2320.21330151213,27464.9786512035,0,0,0,74580.9482967576,0,0,0,0,0,7458.09482967576,5702.21318964071,0,0,0,0,0,3962.11287826525,16967.1657375124,39379.5461749296,52871.5529617959,5515.32079130386,0,29900.601495348,0,67122.8534670818,8667.96338075439,16902.6629127589,5195.45876605821,9644.52631775213,3661.11684970074,199822.207968974,9856.09531445192,0,1900.98707885071,20757.1860608208,6886.74883001137,86681.5483004866,8585.03906177167,3018.2067010982,20503.7943057446,0,192.606044785859,1157.10849663453,25996.3559748662,2643.17192773106,7888.25536516697,0,19623.5996494695,6734.38368168851,0,0,172.746629873399,0,182792.969254004,9205.16771390748,2323.62687151567,2317.89457982958,1096.75386422538,4511.28670781049,0,0,57501.9111368001,137974.754349002,1526.9755560942,0,400.425111405292,0,0,12476.2702067757,22386.5694628307,0,28014.8669662335,18002.5118863386,58628.3057073071,16706.1324184737,20644.0064885425,333644.52930099,1670.72809650775,22603.0951093543,745.809482967576,5333.1754703261,0
"23","MI",26,"2022-2023",9973907,126.74321106062,0,396.253343850108,273.152135868121,2963.70880538589,817.992487798412,12021.181869853,3303.58975675229,372.070844454435,980.995311065162,7571.04212020425,0,2068.43657154614,0,656.209748095706,3020.52204818032,0,0,24319.5521073136,802.092901006596,33420.537508521,22939.3190652369,147.885878623091,16536.8415807366,2043.83297337743,0,1732.11961972375,20509.1866206493,0,0,0,10026.1612625825,0,0,10026.1612625825,8020.92901006596,0,0,3915.67286520719,0,0,0,0,0,360.35116429299,5466.76442842308,12544.6647938466,17703.6511369115,2455.94950905397,2702.68291051842,1667.17866930181,0,24390.2667229602,6561.0114471691,16330.9814298449,3983.7304478576,7395.1494634951,2766.74085691796,151250.733438762,7460.3402658557,5102.32930786301,1610.07577070851,15540.4965175633,5281.97595987209,63092.3736305141,9017.43549443563,2269.77572580133,0,2445.22031336366,0,1045.45620888585,26617.5496723601,2800.88364569672,3180.81399796489,128.921294333304,718.2090228032,2928.59588524337,0,0,0,1339.49514468102,95942.6311073484,9046.57322351211,557.669426835442,2134.59329428277,2205.01013293988,2741.42800810154,0,0,10493.0847059232,0,1072.72275548589,0,131.99982714898,2977.76989498699,0,4282.86287409738,6141.69612770602,2715.24348482495,15368.8459296843,12932.2662623584,8388.82325652325,3619.2205321345,1443.76722181187,94273.8763254961,9931.06302274525,2553.94831734445,300.76979863558,2228.6386869258,51796.0514370146
"24","MN",27,"2022-2023",5600166,159.532949558995,167.401287747542,1063.49008225828,530.947832617819,6249.81473763456,165.180639288193,23555.7431690418,5970.97853885046,97.5685363612436,11561.9695916157,6114.90802236934,0,622.358694367274,48.1414300933222,357.132270721975,1972.73473679173,129967.322932927,0,18731.6022417907,0,55057.8916767824,17827.9777778016,31.2490736881728,13194.6360161467,468.37897305187,0,1318.88947577625,15613.8889454348,0,0,0,17856.6135360988,0,20713.6717018746,4680.98177804015,4089.16449976661,0,1347.5791610463,4247.49177077965,0,0,8065.23717332665,0,0,526.993306984114,6182.49530460347,14328.6556148514,18281.1080957243,3464.92336120036,17856.2205120348,0,0,23273.0736910299,7396.5319956587,12665.3445630005,4394.19188645479,8157.10445011808,2175.71032715816,170511.954109932,8410.38694210136,2909.91374184265,2322.49919020258,17012.1349974269,5825.96623028675,71130.3641713478,10162.3621514077,2470.70622549403,0,1518.62694784405,164.2888800082,946.795862836923,46575.6747210708,2219.88116066559,4207.06279063871,300.086640288877,11210.6092926531,3712.9331523387,0,0,127.558897361257,0,121886.446937466,7176.07192358227,1572.92015986669,1628.47369167271,1662.72214073654,2746.17734545726,411.464588728263,0,105163.150520895,50891.3485778814,6001.88244419898,0,0,0,0,8239.46575869358,886.287835039176,0,17310.6690051688,16740.8714313111,27106.9312945366,1607.09521824889,9162.15697891812,100952.346948287,4279.95134429944,4464.15338402469,9374.99495550668,4169.88014283862,17.8566135360988
"25","MO",29,"2022-2023",6124160,273.506897272442,224.364647559829,834.947976538823,746.980483854112,3382.02888232835,10.9665652105758,37633.8276596301,3429.04169714704,434.345281638625,6080.62003605392,1963.76923529104,0,1530.82218622636,0,491.659264290939,848.116313094367,3987.82837156443,0,20934.3300958825,589.584204201066,0,20711.4118507681,0,10928.6669518758,2090.87613648239,0,1818.69840108684,21534.7263951301,0,1157.19739523461,32222.9484533389,16328.7699864145,0,9470.68659212039,0,0,0,0,2473.08626815759,0,0,0,0,0,531.355973717212,6380.63015989132,14627.2794962901,20607.9201065942,4222.76491796426,0,0,0,34187.5346169924,10049.294923712,8471.30202346118,5833.60967055074,10829.149956892,2261.72046452085,231665.989784721,11426.7684057895,0,1979.23078430348,24289.7612080677,7759.17170681367,99549.8355692862,10898.4904052148,2828.7309606542,0,326.575399728289,40.8219249660362,932.629781063852,29715.4114196886,2450.02351342878,4347.1135633295,436.824478785662,7550.42895678754,2801.66030933222,16026.6877416658,2965.30462953287,302.039463371303,0,97238.8332440694,8839.35037621486,1619.27496995506,1827.34693411015,2605.06420472359,2745.60494827046,0,0,15166.7508686906,0,1356.86118586059,0,49.3479922144425,0,1632.87699864145,6668.89548934058,5511.33951431707,1431.83718256871,18621.4591062284,15593.0815001568,16229.418728446,2141.42347685234,0,47509.8919688578,2011.98580703313,9634.58400825583,0,0,2088.44968126241
"26","MS",28,"2022-2023",2981835,603.655131823189,0,3442.46043124452,1771.00946229419,15370.8481522284,75.960943512971,24496.0582996712,5638.30661320965,561.399272595566,6080.5312835888,5316.309587888,0,105.639648069058,0,1706.70409328484,0,0,0,18934.0895790679,0,0,26327.7478465442,1180.14578271434,4523.11647022723,37385.8526712578,0,1213.68217892673,14374.0850851908,0,741.106063883481,0,33536.3962123994,3018.27565911595,0,0,0,0,4248.68881074909,1410.30942355965,0,0,0,0,0,1898.99843552712,8663.79259751126,20594.8082305024,24857.7872350415,2789.96959925683,0,0,4520.70620943144,30182.7565911595,10581.7894014927,8281.06082328499,6120.98791515963,11362.6213388735,1519.69575781356,243941.56115278,12032.2526229654,1609.74701819517,2559.99242077446,25100.9465647831,8147.20935263018,104164.689863792,12136.0977384731,3439.64069105098,0,0,83.8409905309985,520.310479956134,8903.05633946882,2222.98014477662,7404.79738147818,0,119.494874800249,3304.73584219113,0,0,0,0,127865.808134924,8839.75404407018,1258.39290235711,1677.784652739,4452.00656642638,2492.95215865398,0,0,0,0,5677.61965366964,20121.8377274396,1176.6539731407,0,1626.8505802635,9140.66271272555,918.108480180828,2053.50899697669,19843.4853035128,16766.539731407,14714.5070065916,3416.68804611925,11737.7386743398,79667.3025167389,834.255081183231,0,0,1898.60069386804,12416.4164013099
"27","MT",30,"2022-2023",1061705,470.940609679713,6186.04037844787,4613.81645560678,2654.47935160897,29458.1395020274,1078.35886616339,88455.3034976759,2249.59004619927,423.846548711742,36340.4081171323,26655.2385078718,0,5868.61510494911,226.051492646262,5131.55631743281,1295.95320734102,0,0,16026.235159484,0,313960.406139182,93535.0450454693,0,7953.69994489995,0,0,1857.38976457679,21998.2198444954,0,0,0,94188.1219359427,0,0,5853.1089144348,0,0,7108.06391605955,5689.61434673473,21212.9791232028,0,206328.499912876,0,2825.64365807828,2831.53041569928,21427.797740427,49732.3456138946,66771.3724622188,3357.39871244837,0,0,0,84769.3097423484,24903.9478951309,30862.0040406704,14583.8034105519,27072.4655153739,4512.37584828177,574109.699963738,28317.5731488502,2767.15283435606,3913.59746822328,61185.6570327916,19450.529101775,254794.329875059,18916.3477613838,7057.08836258659,14034.0301684555,376.752487743771,13733.1292590691,1461.30987421176,14507.3217136587,2657.62806052529,14215.3093373395,0,0,8406.85689527694,0,0,0,0,81810.5255226263,8536.16211659547,1461.94093462873,1396.90968771928,1424.6085306182,5697.29444619739,3604.14333548396,1289.98638981638,32441.8562595071,0,50797.1300879246,0,941.881219359427,0,0,12673.3876170876,11073.2265553991,0,10135.0054864581,8578.94895474732,80771.6145256922,93241.4917514752,46424.9692711252,46152.6770618957,15724.8435299824,1294.64964373343,120257.723190528,50484.9294295496,2481.85701301209
"28","NC",37,"2022-2023",10386227,115.537624971994,336.214488668503,491.304012515806,290.390052133465,2455.01788089168,207.561899041875,6455.2611838736,885.647694778864,0,4724.22468717466,6932.25749831965,0,8977.24679038885,23300.0877026855,433.266093644978,4672.17267637228,2349.63091024296,0,15036.8989624432,547.526739016969,0,35555.5113517161,1940.91174783682,6135.2909964321,1222.87843314035,45.444799155651,698.328661601561,8266.79216620241,0,475.489222409639,14409.3049381647,9628.13541433285,0,0,0,953.185406018952,0,1336.49216409385,1129.08922556767,0,0,0,0,0,109.829873735669,6494.75502509237,14823.1364479132,20894.2458122666,2670.26726837378,0,168.034166786457,3167.99478771261,19004.5530489561,6390.131565582,10860.9181178112,3789.51894658185,7034.62730017359,1492.41298115283,147311.444184688,7266.03751294864,353.217775810215,1380.64149762951,15323.2481824247,5043.90516402155,62574.4413250356,7657.28507570651,2264.09214818817,105483.540846931,117.463252054861,346.956021662149,721.36599748879,22267.6933596772,2376.22969341995,4265.76571068589,163.315417619892,783.968807922261,2310.74335271124,0,0,0,0,91670.9796541131,8050.92705946057,905.2181316661,1317.07837696981,3190.08115266497,2793.21027741835,0,0,9628.13541433285,0,1818.74322600498,10590.9489557661,464.9244619822,0,0,3864.28892801977,1077.018921308,0,22560.4897716948,16117.4788496342,12068.9425524784,120.351692679161,1001.32608309062,32541.4157614695,1224.1227733613,2340.97098012589,48.1406770716642,568.765250364738,9.62813541433285
"29","ND",38,"2022-2023",760394,1052.08615533526,0,9396.64700142295,3993.74666291423,13151.0769416908,0,74571.6352312091,657.553847084538,0,25741.2657122492,2406.64708032941,0,10211.4824682993,0,3945.32308250723,10216.7323782145,0,460287.692959176,14610.8491124338,0,405491.538597096,21031.6954105372,0,6729.13778909355,15482.3788720058,0,2593.39237290142,30715.1555640891,0,83909.9335344571,151035.310641588,131510.769416908,50169.4121731629,76276.2462618064,8172.44086618253,5523.45231551012,0,0,7690.56041999279,105461.430521545,0,101697.277990095,0,0,193.978384889939,29918.7000423465,69439.1065684369,93229.957101187,434.889018061689,0,0,0,118359.692475217,20875.2791316081,30451.0543218384,12321.3768125472,22872.6383953582,5883.95226685113,481236.974515843,23736.6891374735,0,10356.0509420116,44212.2110379619,16257.7624231648,210184.05458223,19248.9235843523,8436.74331991047,0,39453.2308250723,327.361867663343,2040.36328534944,18348.7494640936,2561.08280707107,10180.2184130858,0,0,11879.8912142915,0,0,0,0,128425.090150632,9297.97578623714,1139.56843425908,1271.34485543021,0,7954.88391544384,4694.40842510593,0,0,92057.5385918353,0,0,1798.56363937643,0,0,16450.0548399908,25921.5275238889,0,12965.5875769667,11763.2122294495,67984.2029263776,0,72330.9231792991,33246.6247761029,6415.87782123478,32877.6923542269,12017.3909841477,14212.4398667007,678875.030576254
