"","program","percent_poc_concentration","poverty_rate_concentration","med_hh_income_concentration","pop_density_concentration","access_to_car_concentration","age_over_64_concentration","age_under_18_concentration","airports_primary_concentration","annual_vehicle_mi_per_hh_concentration","avg_hh_person_trips_concentration","bridges_concentration","bridges_poor_condition_concentration","broadband_speed_concentration","capacity_environment_concentration","capacity_housing_concentration","capacity_transport_concentration","cnw_500_concentration","commute_time_concentration","contaminated_sites_concentration","diesel_pm_concentration","docks_concentration","employment_access_index_concentration","energy_cost_hh_concentration","freq_bus_use_concentration","freq_fatal_accidents_concentration","freq_train_use_concentration","ghg_per_acre_concentration","green_commute_concentration","grid_disturbances_concentration","hh_int_access_concentration","highway_miles_concentration","homelessness_concentration","housing_cost_burden_concentration","housing_units_concentration","hud_202_concentration","hud_hcv_concentration","hud_pbs8_concentration","hud_ph_concentration","incomplete_kitchen_concentration","incomplete_plumbing_concentration","intercity_km_concentration","overcrowded_housing_concentration","ozone_concentration","permits_concentration","pm25_concentration","power_generation_concentration","pub_transit_commute_concentration","pub_transit_stops_concentration","rail_transit_km_concentration","rr_freight_route_miles_concentration","rr_incident_killed_concentration","rr_incident_number_concentration","rr_pax_route_miles_concentration","stations_elevated_concentration","stations_subway_concentration","superfund_site_concentration","transport_costs_concentration","transport_trade_jobs_concentration","vacancy_rate_concentration","water_system_violations_concentration"
"13","bric",0.274393595313558,-0.731567033968334,-0.348674705153454,0.281277088534859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.161140986598711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","bridge",-0.713881793736014,0.693260627909479,0.711713108367959,-0.150980369627519,NA,NA,NA,NA,NA,-0.692312497348392,0.481111568078256,-0.0816817358544186,NA,NA,NA,-0.128942774041515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","brownfield",-0.565960599915255,-0.198333485316077,-0.127804329083022,-0.148195913272033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354347487904707,NA,NA,-0.191467680932284,NA,0.99407184912072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670690275757895,NA,NA,NA,0.94328063785846
"16","buses",-0.202330736405353,-0.395529744794258,-0.145671593398502,-0.0503153912494922,NA,NA,NA,NA,0.122075281164648,0.210553244356277,NA,NA,NA,NA,NA,-0.389234293406889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213646339288748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195182365770344,0.24239251675811,NA,NA,NA,NA,NA,NA,NA,NA,-0.0743107236342391,NA,NA,NA
"17","capital_investment",0.690743190453484,-0.82816971137873,-0.914922899690759,-0.384405519018324,-0.243078355676312,NA,NA,NA,-0.721876788629073,0.744141845411824,NA,NA,NA,NA,NA,-0.627256351067467,NA,0.886920545876586,NA,NA,NA,-0.753154451370842,NA,1.27191011919177,NA,0.73390210348658,NA,0.938204052110019,NA,NA,-0.511239646104033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02043931880563,1.05075770520678,NA,NA,NA,NA,NA,NA,NA,NA,-0.663165289181088,NA,NA,NA
"18","carbon_capture_dem",1.2642529509708,0.252308742077746,-0.895957337751621,-0.980292052831452,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.944519379983994,NA,NA,NA,NA,NA,-0.980037024718522,NA,0.593547875403306,-0.9195194942207,NA,NA,NA,0.14460812780055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09964493522868,NA,0.211284281570324,0.134180797466729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","cdbg_entitlement",-0.0560962870082043,-0.102753214003354,-0.0824481741517633,0.212629266311994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0206695203770486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133392160452073,0.0823031602801605,-0.0900296064993076,NA,NA,NA,0.338248779060392,0.10871006052818,0.0910706595433108,NA,0.0671506339915506,NA,0.368900666329238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.107223814603933,NA
"20","charge_fuel_infra",1.52442980575444,0.4412697329065,-0.115103136571916,-0.225459350644064,-0.09932896939836,NA,NA,NA,-0.760366547683895,0.777771037326759,NA,NA,NA,NA,NA,-0.228546661413053,NA,NA,NA,-0.294094350650388,NA,NA,-0.270434585415739,NA,NA,NA,0.371515318057856,NA,NA,NA,-0.593532000359331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88860564408807,NA,-0.0480484151001204,0.422047609297166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.273114090189648,-0.00276438973517057,NA,NA
"21","clean_hydrogen",0.00340789328977231,-0.14209504581276,-0.218492132546907,-0.412481872743352,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151443853652968,NA,NA,NA,NA,NA,-0.297101383710855,NA,0.203204915548024,0.279482195433492,NA,NA,NA,-0.135821487429898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0695384540799404,NA,-0.127719921337135,-0.0506173894360219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","clean_school_bus",-0.502493301055409,-0.0891699945362937,-0.0327407362369821,0.0659279316939352,NA,NA,-0.158822615340923,NA,0.0161615601048128,NA,NA,NA,NA,-0.0843577797372456,NA,-0.0985821384277116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249356405292946,NA,NA,NA
"23","climate_coasts",0.0846129279009238,-0.00667873291113852,0.554638226208322,-0.0491547934752108,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.869351766673519,NA,NA,0.0536996451295817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","coc",0.1795296034323,-0.375779431652811,-0.322568667810702,0.246049498720115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.150253569355654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63777541479684,0.385099000406517,0.125705341011241,NA,NA,NA,NA,NA,NA,NA,0.29985864989594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.285216607341128,NA
"25","crisi",-0.087570882307366,0.219357055050691,0.265977327906668,-0.129115102803565,0.0432686192767597,NA,NA,NA,0.50365944998292,-0.091604876734005,NA,NA,NA,NA,NA,-0.646218445771327,NA,0.324008230016599,NA,NA,NA,NA,NA,NA,0.319645390732824,0.437059382141844,NA,0.215428894959934,NA,NA,0.987759621517255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222468443975398,0.474344548068918,0.712373067917439,0.209623463080915,0.190724554639208,NA,NA,NA,0.348537047193311,0.00197157246341217,NA,NA
"26","culvert_restore",-0.426025615852085,-1,-0.991487492034199,-0.960286088113906,NA,NA,NA,NA,NA,NA,-0.875032500934379,-0.261351153286818,NA,NA,NA,NA,-0.985604983901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","cwsrf_emerging_combined",-0.302801510246423,-0.25854860802817,-0.0760123387002642,0.277486399672631,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311356207533815,NA,NA,NA,NA,0.301127816849796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194426391932128,0.18146320186146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311276703243877,NA,NA,NA,0.0439841900003508
"28","cwsrf_general_combined",-0.302009390921664,-0.257727268521461,-0.0762217255521336,0.278102380719434,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311040043922522,NA,NA,NA,NA,0.300909170125732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194160728210336,0.181201601597503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310991318835358,NA,NA,NA,0.0437763603582495
"29","dac_hubs",-1,2.98143735505384,2.52939036940323,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,-1,NA,2.84293585266688,-1,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","dhs_flood",0.474324132890603,1.09119598652034,0.243238877608773,-0.483658384644121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675130171256129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","doe_battery",-0.622958161201962,1.02379288364526,1.11655971882673,-0.829556976240461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.113970976469392,-0.37323411387123,NA,1.65012723738797,-0.361373300518801,NA,NA,NA,-0.445760964445264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.796524672720605,NA,-0.341315276804699,-0.608710508092192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","doe_bead_initial",-0.399670491537199,0.0719254417452644,0.0859662675086867,-0.177972820342346,NA,NA,NA,NA,NA,NA,NA,NA,0.572294600094823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484307034200078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","doe_carbon_storage",-0.110661348141903,0.653249242881485,0.561015099081359,-0.344931302057656,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.156691936569406,NA,NA,NA,NA,NA,-0.31455368092544,NA,1.14181572628458,0.379313691487531,NA,NA,NA,-0.795183681498509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.245069135844005,NA,0.593918881146278,-0.923633267721817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","doe_grid_innovation",-0.978793969880997,-0.398318895511934,-0.671147548687567,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.701655603065517,NA,NA,1.57504807951178,NA,NA,NA,-0.978560174187087,NA,-0.310628969495665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-0.707183497813261,-0.978755490069109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","doe_grid_resilience",0.0250701874241344,-0.258006715599781,-0.169993243856156,-0.114518033033904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.335648021128451,NA,NA,0.328579871071967,NA,NA,NA,-0.347666776262596,NA,-0.38098822325806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.506688975188965,NA,-0.889531717619965,-0.210973408434256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","doe_hydrogen_electro",-0.0699047148296911,0.0019827040733047,-0.31046778516317,0.563377265872971,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260636206771548,NA,NA,NA,NA,NA,-0.127260722380873,NA,-0.426167949601778,0.0871620518334506,NA,NA,NA,0.509494673072527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.147634153479293,NA,-0.262716569077943,0.659624675646989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","doe_rural_energy",-0.464543627727444,-0.297626673141674,-0.17070252899025,-0.932732184791192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.587644425840455,NA,NA,0.748788080395755,NA,NA,NA,-0.595202051436924,NA,-0.250473036868778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.377129793601601,NA,-0.731562039169557,-0.59888974316792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","doe_weatherization",-0.647194858138518,-0.342423895686711,-0.129223876085313,-0.00697126829247963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034211943411208,NA,NA,NA,NA,NA,NA,NA,0.538536713990971,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.477105204256787,-0.604278699500236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","doi_aging_infra",0.748439485334231,-0.897669684140053,-0.84201759755525,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591826257584535
"40","doi_drought",1.07764325386392,-0.995011245105489,-0.995577661555405,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832457666085463
"41","doi_rural_water",0.371667292190397,0.399540987675846,1.40152226922063,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,2.81249247716778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67868254972604,NA,NA,NA,1.9487114274279
"42","doi_water_recycle",2.60429530774765,-0.724757033495541,-0.996872629242664,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.988433991193397,NA,NA,NA,NA,-0.940318011459977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.886679622369013,NA,NA,NA,-0.695711358943311
"43","doi_water_storage",1.01574728601253,-1,-0.970750908540857,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,0.716674789442951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.891250878812555,NA,NA,NA,-0.83670745868439
"44","dot_tc",-0.459140878613117,0.130616031027767,0.148149655198349,-0.529906906067077,-0.102099330121416,NA,NA,NA,0.731328620423334,-0.432465438466114,0.320741673455024,0.142680282730098,NA,NA,NA,-0.477071006881902,NA,-0.45626399165728,NA,-0.110498381300976,NA,0.900914577205102,NA,-0.23558259145198,0.329808644584406,-0.407261683432942,-0.487750474236702,-0.107011801862717,NA,NA,0.61958005875199,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67199589013522,NA,-0.491762193112808,NA,-0.360366579863427,NA,-0.263785457346158,-0.15400538952768,-0.251612076969749,1.05673610924354,0.235484758452615,0.0763671267683721,1.01688924824163,-0.396031693244418,-0.497746436409336,NA,0.659240070791406,-0.479382851516762,NA,NA
"45","dwsrf_emerging_combined",-0.0434216538676768,0.0533542485621026,-0.0334439053343666,-0.135664795233618,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00670712850260924,NA,NA,NA,NA,0.353924348034886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0718600089512371,0.135855436680623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161888699894893,NA,NA,NA,0.220188611820859
"46","dwsrf_general_combined",-0.024647202545355,0.0541260278811375,-0.047312551815486,-0.126758680946044,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0140350838727491,NA,NA,NA,NA,0.349395568154024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625626668237853,0.125099073564716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160827390413887,NA,NA,NA,0.221318669443715
"47","dwsrf_lead_combined",-0.254228441961774,-0.00421834787788911,0.108537983553908,-0.0314559087468849,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122475576071645,NA,NA,NA,NA,0.333784694112062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180455033997209,0.233557596164913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222261433801674,NA,NA,NA,0.239752062224051
"48","elderly",-0.132815325783263,-0.449847612483832,-0.170666554444563,0.627755867562807,NA,-0.038061390223603,NA,NA,NA,NA,NA,NA,NA,NA,-0.213568291071652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527150105063149,0.43441742892273,-0.109191881514393,0.755932083653221,NA,NA,NA,-0.170607808286717,-0.185687664124097,NA,0.271516067979147,NA,0.73548278684423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.273583405948613,NA
"49","epa_great_lakes",-1,-1,-0.923221151717537,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.860883906386014,NA,NA,-1,NA,2.7295549863138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338368607231599
"50","ferry_rural_comms",-0.765431449451866,-0.93684839415026,-0.957701487546209,-0.641599308702236,NA,NA,NA,NA,NA,1.80917337867213,NA,NA,NA,NA,NA,-0.829841311691294,-0.941376601841223,NA,NA,NA,2.08253604239776,2.06609031317995,NA,NA,NA,NA,NA,1.41424579608135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.525265977446884,-0.676633342691789,NA,NA,NA,NA,NA,NA,NA,NA,-0.673086055371809,NA,NA,NA
"51","fhwa_app",-0.823698856310559,1.61663333815872,1.62900973498096,-0.549331576247656,NA,NA,NA,NA,1.79408318013974,-1,NA,NA,NA,NA,NA,-0.271666255766998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34016863566591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
