state,year,GISJOIN,FIPS,total_state_pop,ag_reconnect,airport_infrastructure,airport_terminal,asap,bridge,buses,capital_investment,clean_school_bus,doe_nuclear,doi_aging_infra,doi_rural_water,doi_water_recycle,doi_water_storage,ferry_rural_comms,fra_rail_cross,fs_wildfire,fta_rail_vehicle,indian_water,infra,low_no_emission,natural_gas,ntia_middle_mile,ports,raise,reconnect_community,rural_surface,safe_streets,tribal_broadband,usace,cdbg_entitlement,coc,home,public_hsg,public_hsg_cap,elderly,hcv,s8_project,fy_2022_ttp,fta_5307_5340,fta_5310,fta_5339,fta_5329_e,fhwa_nhpp,fhwa_stp,fhwa_safety,fhwa_railway,fhwa_cmaq,fhwa_metro_plan,fhwa_highway_freight,fhwa_carbon,fhwa_protect,fhwa_bridge,fhwa_ev,fhwa_app,doe_bead_initial,doe_weatherization,nhtsa,fmcsa_21,fta_5305_combined,fta_5311_combined,fta_5337_combined,dwsrf_lead_combined,cwsrf_general_combined,dwsrf_general_combined,dwsrf_emerging_combined,cwsrf_emerging_combined
IL,2022,G170,17,12716164,0.68627451,0,0.392156863,1,0.960784314,0.725490196,0.882352941,0.725490196,0,0,0,0,0,0,0.784313725,0,1,0,0.745098039,0.549019608,0,0.470588235,0.588235294,0.450980392,0.411764706,0,0.215686275,0,0.941176471,0.823529412,0.784313725,0.725490196,0.862745098,0.803921569,0.960784314,0.784313725,0.62745098,0,0.823529412,0.784313725,0.31372549,0.901960784,0.235294118,0.235294118,0.215686275,0.490196078,0.68627451,0.784313725,0.235294118,0.235294118,0.235294118,0.588235294,0.235294118,0,0.098039216,0.647058824,0.196078431,0.254901961,0.725490196,0.117647059,0.901960784,0.37254902,0.529411765,0.37254902,0.37254902,0.549019608
IN,2022,G180,18,6696893,0,0,0.529411765,0,0,0.764705882,0.941176471,0.117647059,0,0,0,0,0,0,0.862745098,0,0,0,0,0.274509804,0.764705882,0.529411765,0,0.058823529,0.666666667,0,0.137254902,0,0,0.666666667,0.31372549,0.470588235,0.294117647,0.392156863,0.568627451,0.137254902,0.509803922,0.31372549,0.450980392,0.607843137,0.215686275,0,0.588235294,0.588235294,0.588235294,0.725490196,0.470588235,0.254901961,0.588235294,0.588235294,0.588235294,0.176470588,0.588235294,0,0.31372549,0.588235294,0.411764706,0.529411765,0.31372549,0.333333333,0.68627451,0.137254902,0.549019608,0.137254902,0.137254902,0.568627451
IA,2022,G190,19,3150011,0.568627451,0,0.882352941,0,0.68627451,0.921568627,0,0.647058824,0,0,0.921568627,0,0,0,0.823529412,0,0,0,0,0.450980392,0,0.921568627,0,0.509803922,0.784313725,0,0.843137255,0.588235294,0,0.784313725,0.215686275,0.411764706,0.098039216,0.137254902,0.039215686,0.117647059,0.274509804,0.392156863,0.333333333,0.156862745,0.509803922,0,0.68627451,0.68627451,0.62745098,0.862745098,0.156862745,0.137254902,0.705882353,0.68627451,0.68627451,0.68627451,0.705882353,0,0.607843137,0.803921569,0.529411765,0.823529412,0.039215686,0.549019608,0.176470588,0.705882353,0.607843137,0.705882353,0.705882353,0.62745098
KS,2022,G200,20,2912619,0.509803922,0,0.490196078,0,0,0,0,0.431372549,0,0.941176471,0,0,0,0,0.921568627,0,0,0,0,0.588235294,0.705882353,0.882352941,0,0.764705882,0.705882353,0,0.607843137,0.666666667,0,0.470588235,0.137254902,0.31372549,0.470588235,0.568627451,0.117647059,0,0.31372549,0.549019608,0.254901961,0.333333333,0.549019608,0,0.490196078,0.490196078,0.31372549,0.960784314,0.137254902,0.176470588,0.490196078,0.490196078,0.490196078,0.450980392,0.490196078,0,0.68627451,0.470588235,0.607843137,0.803921569,0.196078431,0.490196078,0.235294118,0.62745098,0.470588235,0.62745098,0.62745098,0.470588235
KY,2022,G210,21,4461952,0.705882353,0,0.196078431,0,1,0.666666667,0,0.843137255,0,0,0,0,0,0,0,0.588235294,0,0,0.705882353,0.509803922,0,0,0.607843137,0.215686275,0.392156863,0,0.882352941,0,0.960784314,0.647058824,0.568627451,0.745098039,0.745098039,0.862745098,0.450980392,0.470588235,0.529411765,0,0.196078431,0.274509804,0.274509804,0,0.62745098,0.62745098,0.647058824,0.450980392,0.117647059,0.039215686,0.607843137,0.62745098,0.62745098,0.549019608,0.607843137,0.941176471,0.490196078,0.607843137,0.31372549,0.568627451,0.058823529,0.960784314,0.156862745,0.588235294,0.411764706,0.588235294,0.588235294,0.411764706
LA,2022,G220,22,4664616,0,0.823529412,0.431372549,0,0.529411765,0,0,0.921568627,0,0,0,0,0,0,0,0,0,0,0.862745098,0.411764706,1,0.392156863,0.745098039,0.705882353,0.490196078,0.901960784,0.509803922,0,0.803921569,0.725490196,0.941176471,0.607843137,0.725490196,0.843137255,0.352941176,0.764705882,0.37254902,0.62745098,0.392156863,0.529411765,0.37254902,0.607843137,0.647058824,0.647058824,0.666666667,0.549019608,0.058823529,0.431372549,0.647058824,0.647058824,0.647058824,0.823529412,0.647058824,0,0.470588235,0.117647059,0.470588235,0.352941176,0.215686275,0.352941176,0.431372549,0.490196078,0.31372549,0.490196078,0.490196078,0.31372549
ME,2022,G230,23,1340825,0,0,0.960784314,0,0,0,0,0.941176471,0,0,0,0,0,0.980392157,0,0,0,0,0.980392157,0.431372549,0,0.941176471,0,0.941176471,0,0,0.294117647,0.607843137,0,0.882352941,0.921568627,0.666666667,0.666666667,0.647058824,0.803921569,0.725490196,0.941176471,0.803921569,0.470588235,0.117647059,0.784313725,0,0.549019608,0.549019608,0.529411765,0.568627451,0.607843137,0.803921569,0.549019608,0.549019608,0.549019608,0.725490196,0.549019608,0,0.823529412,0.941176471,0.803921569,0.607843137,0.62745098,0.68627451,0.705882353,0.823529412,0.862745098,0.823529412,0.843137255,0.862745098
MD,2022,G240,24,6037624,0,0.68627451,0,0.862745098,0.666666667,0.745098039,0.823529412,0.31372549,0,0,0,0,0,0,0.470588235,0,0,0,0,0.647058824,0,0.62745098,0,0.176470588,0.68627451,0,0.960784314,0,0.62745098,0.411764706,0.725490196,0.019607843,0.764705882,0.352941176,0.901960784,0.862745098,0.843137255,0,0.901960784,0.862745098,0.62745098,0.803921569,0.137254902,0.137254902,0.137254902,0.078431373,0.705882353,0.647058824,0.137254902,0.137254902,0.137254902,0.37254902,0.137254902,0.882352941,0.352941176,0.215686275,0.058823529,0.117647059,0.705882353,0.803921569,0.941176471,0.411764706,0.568627451,0.411764706,0.411764706,0.588235294
MA,2022,G250,25,6873003,0,0,0.901960784,0.960784314,0.823529412,0.862745098,0.803921569,0.764705882,0,0,0,0,0,0,0,0,0,0,0,0.980392157,0.921568627,0,0.882352941,0.37254902,0.764705882,0,0.823529412,0.68627451,0,0.901960784,0.960784314,0.882352941,0.882352941,0.901960784,0.941176471,0.980392157,0.980392157,0.431372549,0.941176471,0.921568627,0.470588235,0.941176471,0.039215686,0.039215686,0.039215686,0.039215686,0.725490196,0.764705882,0.039215686,0.039215686,0.039215686,0.764705882,0.039215686,0,0.274509804,0.529411765,0.019607843,0.098039216,0.784313725,0.078431373,0.921568627,0.509803922,0.764705882,0.509803922,0.509803922,0.764705882
MI,2022,G260,26,9973907,0.764705882,0.843137255,0.823529412,0,0,0.62745098,0,0.823529412,0,0,0,0,0,0.960784314,0.803921569,0,0,0,0.823529412,0.215686275,0,0.784313725,0.823529412,0.294117647,1,0,0.705882353,0,0.862745098,0.803921569,0.666666667,0.588235294,0.352941176,0.411764706,0.235294118,0.294117647,0.666666667,0.666666667,0.509803922,0.745098039,0.196078431,0.450980392,0.196078431,0.196078431,0.176470588,0.392156863,0.549019608,0.607843137,0.196078431,0.196078431,0.196078431,0.254901961,0.196078431,0,0.176470588,0.823529412,0.274509804,0.37254902,0.431372549,0.294117647,0.31372549,0.176470588,0.62745098,0.176470588,0.176470588,0.647058824
MN,2022,G270,27,5600166,0.803921569,0.666666667,0.705882353,0,0.588235294,0.470588235,1,0.019607843,0,0,0.901960784,0,0,0,0.705882353,0.745098039,0,0,0.784313725,0.568627451,0,0,0,0.803921569,0.745098039,0.882352941,0.254901961,0.823529412,0.411764706,0.549019608,0.509803922,0.078431373,0.37254902,0.62745098,0.705882353,0.529411765,0.823529412,0.705882353,0.568627451,0.470588235,0.450980392,0.62745098,0.31372549,0.31372549,0.254901961,0.68627451,0.392156863,0.31372549,0.294117647,0.31372549,0.31372549,0.215686275,0.294117647,0,0.411764706,0.843137255,0.666666667,0.647058824,0.37254902,0.37254902,0.588235294,0.254901961,0.490196078,0.254901961,0.254901961,0.490196078
MS,2022,G280,28,2981835,0.862745098,0.941176471,0.666666667,0,0,0,0,0.980392157,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.803921569,0.431372549,0.705882353,0.274509804,0,0,0.156862745,0,0.705882353,0.588235294,0.058823529,0.549019608,0.490196078,0.607843137,0.470588235,0.62745098,0.470588235,0.647058824,0,0.176470588,0.333333333,0,0.764705882,0.764705882,0.764705882,0.745098039,0.176470588,0.058823529,0.745098039,0.764705882,0.764705882,0.431372549,0.745098039,0.960784314,0.666666667,0.274509804,0.725490196,0.725490196,0.019607843,0.882352941,0.215686275,0.568627451,0.431372549,0.568627451,0.568627451,0.431372549
MO,2022,G290,29,6124160,0.784313725,0.862745098,0.333333333,0,0,0,0.784313725,0.666666667,0,0,0,0,0,0,0.529411765,0,0.960784314,0,0,0.37254902,0.823529412,0.745098039,0.647058824,0.470588235,0.549019608,0,0.37254902,0,0.509803922,0.705882353,0.588235294,0.490196078,0.411764706,0.490196078,0.62745098,0.352941176,0.431372549,0,0.37254902,0.509803922,0.137254902,0.823529412,0.666666667,0.666666667,0.68627451,0.588235294,0.196078431,0.333333333,0.666666667,0.666666667,0.666666667,0.470588235,0.666666667,0,0.333333333,0.568627451,0.568627451,0.588235294,0.352941176,0.392156863,0.490196078,0.31372549,0.647058824,0.31372549,0.31372549,0.666666667
MT,2022,G300,30,1061705,0.941176471,0,1,0,0.784313725,0.607843137,0,0.68627451,0,0.882352941,1,0,0.960784314,0,0.588235294,1,0,1,0,0.941176471,0,0.823529412,0,0.960784314,0,0.980392157,0.980392157,0.980392157,0.529411765,0.333333333,0.294117647,0.431372549,0.215686275,0.235294118,0.882352941,0.156862745,0.352941176,0.980392157,0.156862745,0,0.843137255,0,0.960784314,0.960784314,0.960784314,0.882352941,0.921568627,0.843137255,0.960784314,0.960784314,0.960784314,0.784313725,0.960784314,0,0.843137255,0.960784314,0.843137255,0.980392157,0.803921569,0.705882353,0,0.843137255,0.68627451,0.843137255,0.862745098,0.705882353
NE,2022,G310,31,1923826,0.470588235,0,0.921568627,0,0.803921569,0,0,0.235294118,0,0.803921569,0,0,0,0,0,0.68627451,0,0,0,0,0.980392157,0.803921569,0,0.823529412,0,0,0.588235294,0.941176471,0,0.509803922,0.490196078,0.450980392,0.450980392,0.666666667,0.196078431,0.333333333,0.058823529,0.764705882,0.235294118,0.450980392,0.705882353,0,0.607843137,0.607843137,0.549019608,0.921568627,0.333333333,0.352941176,0.62745098,0.607843137,0.607843137,0.607843137,0.62745098,0,0.725490196,0.764705882,0.705882353,0.882352941,0.235294118,0.529411765,0,0.725490196,0.352941176,0.725490196,0.725490196,0.352941176
NV,2022,G320,32,3030281,0.725490196,0,0,0,0,0.431372549,0,0.588235294,0,0.921568627,0,0,0,0,0,0.882352941,0,0,0.960784314,0.529411765,0,0.901960784,0,0.745098039,0.901960784,0,0.549019608,0.725490196,0,0.215686275,0.450980392,0.333333333,0.196078431,0.117647059,0.215686275,0.549019608,0,0.68627451,0.68627451,0.882352941,0.745098039,0,0.294117647,0.294117647,0.37254902,0.117647059,0.784313725,0.62745098,0.37254902,0.294117647,0.294117647,0.411764706,0.37254902,0,0.62745098,0.156862745,0.490196078,0.274509804,0.68627451,0.176470588,0.411764706,0.607843137,0.098039216,0.607843137,0.607843137,0.098039216
NH,2022,G330,33,1355244,0,0,0.568627451,0,0,0.823529412,0,0.411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725490196,0,0,0.274509804,0,0,0.568627451,0.549019608,0.274509804,0.509803922,0.529411765,0.490196078,0.705882353,0.745098039,0,0.215686275,0.254901961,0.823529412,0,0.37254902,0.37254902,0.352941176,0.509803922,0.588235294,0.666666667,0.392156863,0.37254902,0.37254902,0.705882353,0.392156863,0,0.803921569,0.705882353,0.62745098,0.392156863,0.607843137,0.62745098,0.725490196,0.803921569,0.921568627,0.803921569,0.823529412,0.921568627
NJ,2022,G340,34,8885418,0,0,0,0.901960784,0.764705882,0.784313725,0.862745098,0,0,0,0,0,0,0,0,0,0,0,0.62745098,0,0,0.647058824,0.843137255,0.019607843,0.960784314,0,0.666666667,0,0.745098039,0.62745098,0.431372549,0.568627451,0.803921569,0.784313725,0.725490196,0.823529412,0.862745098,0,1,1,0.803921569,0.764705882,0.215686275,0.215686275,0.235294118,0.137254902,0.803921569,0.823529412,0.254901961,0.215686275,0.215686275,0.666666667,0.254901961,0,0.196078431,0.294117647,0.254901961,0.176470588,0.823529412,0.039215686,0.960784314,0.039215686,0.666666667,0.039215686,0.039215686,0.68627451
NM,2022,G350,35,2097021,0.980392157,0,0.607843137,0,0,0.68627451,0,0.392156863,0,0,0.980392157,0,0,0,0.960784314,0.960784314,0,0.980392157,0.921568627,0.764705882,0.960784314,0.843137255,0,0.392156863,0,0,0.764705882,0.862745098,0.784313725,0.431372549,0.529411765,0.37254902,0.333333333,0.333333333,0.274509804,0.254901961,0.156862745,0.921568627,0.588235294,0.411764706,0.725490196,0,0.823529412,0.823529412,0.823529412,0.470588235,0.352941176,0.235294118,0.823529412,0.823529412,0.823529412,0.568627451,0.823529412,0,0.705882353,0.509803922,0.823529412,0.901960784,0.176470588,0.509803922,0.62745098,0.666666667,0.294117647,0.666666667,0.666666667,0.294117647
NY,2022,G360,36,19514849,0,0.705882353,0.37254902,0.980392157,0.647058824,0.549019608,0.764705882,0.62745098,0,0,0,0,0,0,0.607843137,0,0,0,0.764705882,0.862745098,0,0.411764706,0.803921569,0.078431373,0.980392157,0.784313725,0.62745098,0.62745098,0.431372549,0.960784314,0.901960784,0.960784314,0.960784314,0.980392157,0.980392157,0.960784314,0.921568627,0.450980392,0.980392157,0.705882353,0.254901961,0.862745098,0.019607843,0.019607843,0.019607843,0.019607843,0.745098039,0.725490196,0.019607843,0.019607843,0.019607843,0.529411765,0.019607843,0,0.058823529,0.62745098,0.098039216,0.078431373,0.745098039,0.254901961,1,0.058823529,0.843137255,0.058823529,0.058823529,0.843137255
NC,2022,G370,37,10386227,0.62745098,0,0.411764706,0,0,0.588235294,0.705882353,0.215686275,0,0,0,0,0,0.941176471,0.411764706,0.725490196,0,0,0.803921569,0.294117647,0,0.450980392,0,0.352941176,0.470588235,0.823529412,0.392156863,0,0.37254902,0.235294118,0.196078431,0.235294118,0.607843137,0.588235294,0.392156863,0.31372549,0.196078431,0.509803922,0.31372549,0.392156863,0,0.490196078,0.176470588,0.176470588,0.156862745,0.294117647,0.31372549,0.019607843,0.156862745,0.176470588,0.176470588,0.156862745,0.156862745,0.843137255,0.156862745,0.196078431,0.117647059,0.294117647,0.137254902,0.901960784,0.294117647,0.352941176,0.137254902,0.352941176,0.352941176,0.137254902
ND,2022,G380,38,760394,0.960784314,0,0.274509804,0,0,0.980392157,0,0.529411765,0,0,0.960784314,0,0,0,1,0.823529412,0,0,0,0,0,0.960784314,0,0.901960784,0,0,0.941176471,0.882352941,0.980392157,0.156862745,0.098039216,0.62745098,0.31372549,0.37254902,0,0.647058824,0.333333333,0.862745098,0.294117647,0,0.941176471,0,0.941176471,0.941176471,0.901960784,1,0.882352941,0.921568627,0.941176471,0.941176471,0.941176471,0.901960784,0.941176471,0,0.921568627,1,0.941176471,1,0.921568627,0.725490196,0,0.941176471,0.901960784,0.941176471,0.941176471,0.901960784
OH,2022,G390,39,11675275,0,0,0.215686275,0.843137255,0,0,0.666666667,0.058823529,0,0,0,0,0,0,0.647058824,0,0.941176471,0,0.843137255,0.62745098,0.68627451,0.607843137,0.764705882,0.196078431,0.450980392,0,0.568627451,0,0.450980392,0.862745098,0.803921569,0.862745098,0.784313725,0.745098039,0.784313725,0.490196078,0.803921569,0,0.431372549,0.764705882,0.078431373,0.549019608,0.274509804,0.274509804,0.274509804,0.37254902,0.666666667,0.549019608,0.274509804,0.274509804,0.274509804,0.117647059,0.274509804,0.862745098,0.117647059,0.745098039,0.235294118,0.235294118,0.411764706,0.784313725,0.549019608,0.078431373,0.745098039,0.078431373,0.078431373,0.745098039
OK,2022,G400,40,3949342,0.921568627,0,0.235294118,0,0.862745098,0,0,0.882352941,0,0,0,0,0,0,0,0.62745098,0,0,0,0.823529412,0,0.549019608,0.921568627,0.666666667,0.803921569,0,0.921568627,0.960784314,0,0.098039216,0.117647059,0.392156863,0.588235294,0.549019608,0.098039216,0.215686275,0.254901961,0.941176471,0.098039216,0.37254902,0.235294118,0.588235294,0.745098039,0.745098039,0.725490196,0.803921569,0.098039216,0.156862745,0.725490196,0.745098039,0.745098039,0.352941176,0.725490196,0,0.529411765,0.392156863,0.431372549,0.784313725,0.078431373,0.470588235,0.254901961,0.549019608,0.196078431,0.549019608,0.549019608,0.196078431
OR,2022,G410,41,4176346,0.823529412,0.882352941,0.745098039,0,0.843137255,0.705882353,0,0.254901961,0,0.784313725,0,0,0,0,0.549019608,0.980392157,0,0,0,0.333333333,0,0.568627451,0.901960784,0.254901961,0.568627451,0,0.901960784,0.784313725,0,0.352941176,0.823529412,0.68627451,0.137254902,0.098039216,0.529411765,0.745098039,0.235294118,0.784313725,0.62745098,0.549019608,0.568627451,0.980392157,0.392156863,0.392156863,0.392156863,0.333333333,0.254901961,0.37254902,0.352941176,0.392156863,0.392156863,0.294117647,0.352941176,0,0.509803922,0.431372549,0.588235294,0.431372549,0.333333333,0.31372549,0.647058824,0.450980392,0.37254902,0.450980392,0.450980392,0.37254902
