"","state","county","GEOID","year","total_county_pop","acp_outreach","ag_rcpp","ag_reap","ag_reconnect","ag_urban_forest","airport_infrastructure_comp","airport_infrastructure_formula","airport_terminal","asap","bric","bridge","brownfield","buses","capital_investment","carbon_capture_dem","cdbg_entitlement","charge_fuel_infra","clean_hydrogen","clean_school_bus","climate_coasts","coc","crisi","culvert_restore","dac_hubs","dhs_flood","doe_battery","doe_carbon_storage","doe_grid_innovation","doe_grid_resilience","doe_hydrogen_electro","doe_rural_energy","doi_aging_infra","doi_drought","doi_rural_water","doi_water_recycle","doi_water_storage","dot_tc","elderly","epa_great_lakes","ferry_rural_comms","fhwa_carbon","fhwa_protect_comp","fhwa_stp","fhwa_tap","fra_intercity_rail","fra_rail_cross","fs_wildfire","fta_5307_5340","fta_5310","fta_5337_combined","fta_5339","fta_rail_vehicle","grrp_comp","grrp_elements","grrp_leading","hcv","home","hud_disability","hud_esg","hud_hopwa","indian_health","indian_water","infra","land_port","low_no_emission","mega","motor_carrier_safety","national_lab","natural_gas","ntia_middle_mile","ports","public_hsg","public_hsg_cap","raise","reconnect_community","rural_surface","s8_project","safe_streets","smart_grid","tribal_broadband","ttp"
"11","AK","Haines Borough","02100","2022-2023",2547,0,0,0,11005879,0,0,0,0,0,0,0,0,0,0,0,0,1403838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198768,0,0,2194766
"12","AK","Hoonah-Angoon Census Area","02105","2022-2023",2135,0,0,0,45910879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26920000,0,0,0,0,0,133333,0,0,12305896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,897770
"13","AK","Juneau City and Borough","02110","2022-2023",32099,433507,0,0,0,0,0,2789063,0,0,0,0,0,2264000,0,0,0,0,0,0,0,260232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656250,437497,0,12305896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241370,0,1092700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16454000,653520,0,2939062,366000,0,49899104,280854
"14","AK","Kenai Peninsula Borough","02122","2022-2023",58809,0,0,0,12620357,0,0,45947438,0,0,0,0,2000000,0,0,0,0,0,0,0,5000000,67313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3209253,0,0,0,0,0,0,2630474,0,0,0,0,0,0,0,0,0,0,276699,0,0,1477938,0,0,0,0,0,0,0,0,17779299,0,0,0,0,0,0,0,960000,0,7991974,3123935
"15","AK","Ketchikan Gateway Borough","02130","2022-2023",13833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3209253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108298,0,0,0,0,0,0,4285436,0,0,0,0,0,0,0,0,0,0,0,0,299624,0,0,1327210
"16","AK","Kodiak Island Borough","02150","2022-2023",13383,0,0,0,0,0,0,0,0,0,0,1288000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,0,3209253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8912308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,2375282
"17","AK","Kusilvak Census Area","02158","2022-2023",8298,0,0,0,17500000,0,0,16000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133333,0,0,0,0,20272000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13663240,0,0,0,0,0,0,0,0,17779299,0,0,0,0,0,0,0,0,0,2250000,12069185
"18","AK","Lake and Peninsula Borough","02164","2022-2023",1156,0,0,0,11628473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380000,0,0,0,0,0,0,0,0,0,0,7270000,0,0,0,0,0,133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14347428,0,0,0,0,0,0,0,0,17779299,0,0,0,0,0,0,0,0,0,8000000,5290423
"19","AK","Matanuska-Susitna Borough","02170","2022-2023",107360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64628,0,21697510,0,0,0,8880349,0,0,0,0,0,0,0,0,0,0,210719,0,0,0,0,0,0,8200558,0,0,0,0,0,0,0,0,0,0,0,0,141093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248850,479600,0,500000,2660993
"20","AK","Nome Census Area","02180","2022-2023",10009,0,0,0,69982995,0,0,8208000,0,0,0,0,0,0,0,0,0,0,0,0,0,59144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22248040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107191843,0,0,0,0,0,0,0,0,17779299,0,0,0,0,0,10000000,0,0,0,1000000,18172743
"21","AK","North Slope Borough","02185","2022-2023",9375,0,0,0,55970030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562192
"22","AK","Northwest Arctic Borough","02188","2022-2023",7709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54810000,0,0,0,0,0,0,88033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44015758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68479799,4089797
"23","AK","Petersburg Borough","02195","2022-2023",3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133333,0,0,3209253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,611424,0,0,0,1442598
"24","AK","Prince of Wales-Hyder Census Area","02198","2022-2023",6338,0,0,0,29344717,0,0,0,0,0,0,0,2000000,402257,0,0,0,0,0,0,0,0,0,6258795,0,0,0,0,0,0,0,0,0,0,0,0,0,133333,0,0,3209253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99624,0,10471447,10715864
"25","AK","Sitka City and Borough","02220","2022-2023",8569,0,0,0,0,0,0,17000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842488,0,0,0,550000,0,0,460979
"26","AK","Skagway Municipality","02230","2022-2023",1300,0,0,0,11005879,0,0,0,0,0,19903888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9096643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73081
"27","AK","Southeast Fairbanks Census Area","02240","2022-2023",6911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133333,0,0,0,0,0,0,0,0,0,629000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27575774,1220318
"28","AK","Wrangell City and Borough","02275","2022-2023",2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473333,0,0,3209253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262571
"29","AK","Yakutat City and Borough","02282","2022-2023",597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4631705,0,0,0,0,0,0,0,0,0,0,0,0,0,133333,0,0,3209253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371727
"30","AK","Yukon-Koyukuk Census Area","02290","2022-2023",5305,0,0,0,80295852,0,0,557215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26070000,0,0,0,0,0,133333,0,0,0,0,0,0,0,0,0,249863,0,0,0,0,0,0,0,0,0,0,0,0,0,9739455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28575771,8127262
"31","AL","Autauga County","01001","2022-2023",55639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237472,1983870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227453,0,1891020,226047,0,0,0,897898,92289,0,72106,0,0,0,0,604894,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,939283,577495,0,0,0,618804,0,0,0,0
"32","AL","Baldwin County","01003","2022-2023",218289,0,0,0,0,0,0,913444,2000000,0,0,0,0,0,0,0,0,0,0,0,6547000,2359582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333967,0,0,431208,0,352932,42188,0,0,0,2176618,37739,0,26384,0,0,0,0,5334797,0,123559,0,0,0,0,0,0,0,0,0,0,0,939284,0,1038020,799564,0,0,0,3724486,268500,0,0,0
"33","AL","Barbour County","01005","2022-2023",25026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500236,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,2809833,2906564,0,0,0,2207101,0,0,0,0
"34","AL","Bibb County","01007","2022-2023",22374,0,0,0,0,0,0,223000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342206,0,437192,439436,0,0,0,380228,51667,0,0,0
"35","AL","Blount County","01009","2022-2023",57755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756,0,31229,3733,0,0,0,14859,1557,0,1214,0,0,0,0,528200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764454,1383389,0,0,0,272473,51667,0,0,0
"36","AL","Bullock County","01011","2022-2023",10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,0,0,0,0,0,0,0,0,0,0
"37","AL","Butler County","01013","2022-2023",19726,0,0,0,987950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751151,0,0,0,0
"38","AL","Calhoun County","01015","2022-2023",114324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069779,0,0,9085000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227932,0,0,486478,0,0,0,0,0,0,2322483,0,0,0,0,0,0,0,7653288,746609,0,0,1805570,0,0,0,0,0,0,0,0,0,342206,0,9174117,6345354,0,0,0,5312411,0,0,0,0
"39","AL","Chambers County","01017","2022-2023",33427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4303235,939284,0,2994688,2638063,0,0,0,751016,640000,0,0,0
"40","AL","Cherokee County","01019","2022-2023",26035,0,0,0,0,0,0,246691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034457,926803,0,0,0,652189,0,0,0,0
"41","AL","Chilton County","01021","2022-2023",44147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5871092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,1249298,1125522,0,0,0,94109,51667,0,0,0
"42","AL","Choctaw County","01023","2022-2023",12755,0,0,0,8288596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,0,0,0,0,0,0,0,0,0,0
"43","AL","Clarke County","01025","2022-2023",23866,0,0,0,8288596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,939284,0,0,0,0,0,0,0,0,0,0,0
"44","AL","Clay County","01027","2022-2023",13285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891849,1323531,0,0,0,1202747,0,0,0,0
"45","AL","Cleburne County","01029","2022-2023",14952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342206,0,296670,192613,0,0,0,973265,0,0,0,0
"46","AL","Coffee County","01031","2022-2023",52238,0,0,0,0,0,0,277445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2237126,2133242,0,0,0,1525372,180000,0,0,0
"47","AL","Colbert County","01033","2022-2023",54957,0,0,0,0,0,0,335673,0,0,0,0,0,0,0,0,0,0,0,395000,0,69626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217593,0,0,0,0,0,0,1137467,0,0,0,0,0,0,0,3689653,0,168973,0,0,0,0,0,0,0,0,0,0,0,0,0,5251809,3719812,2000000,0,0,2255598,0,0,0,0
"48","AL","Conecuh County","01035","2022-2023",12219,0,0,0,0,0,0,223000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879235,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,789467,585563,0,0,0,1220722,0,0,0,0
"49","AL","Coosa County","01037","2022-2023",10696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,0,0,0,0,0,0,0,0,0,0
"50","AL","Covington County","01039","2022-2023",37096,0,0,0,0,0,0,109951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980325,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,2213373,2655983,0,0,0,2047096,0,0,0,0
"51","AL","Crenshaw County","01041","2022-2023",13826,0,0,0,987950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413891,1392713,0,0,0,0,0,0,0,0
"52","AL","Cullman County","01043","2022-2023",83345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376776,0,12051,0,0,0,0,0,0,0,0,0,0,0,0,0,2765266,2502544,0,0,0,1113968,0,0,0,0
"53","AL","Dale County","01045","2022-2023",49293,0,0,0,0,0,0,846443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20650,0,0,0,0,0,0,107928,0,0,0,0,0,0,0,6007109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4537951,3155435,0,0,0,2651838,0,0,0,0
"54","AL","Dallas County","01047","2022-2023",38184,0,0,0,8288596,0,0,0,0,0,0,0,681750,0,0,0,0,0,0,0,0,0,1983870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656250,186226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280000,9107599,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,5065025,3630320,0,0,0,5449607,0,0,0,0
"55","AL","DeKalb County","01049","2022-2023",71430,0,0,0,0,0,0,451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791008,2797135,0,0,0,2367537,80000,0,0,0
"56","AL","Elmore County","01051","2022-2023",81526,0,0,0,0,0,0,159000,0,0,0,0,0,0,0,0,0,0,0,0,0,237472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300631,0,2499415,298773,0,0,0,1184015,121693,0,95083,0,0,0,0,242465,0,0,0,0,0,0,0,0,0,0,0,0,4874500,939284,0,965420,516411,0,0,0,479450,0,0,0,203849
"57","AL","Escambia County","01053","2022-2023",36775,0,0,0,0,0,0,255000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965339,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,1119091,860418,0,0,0,768836,0,0,0,2039515
"58","AL","Etowah County","01055","2022-2023",102721,0,0,0,0,0,0,303880,0,0,0,0,0,0,0,0,1982125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002594,0,0,434436,0,0,0,0,0,0,2069471,0,0,0,0,0,0,0,1025180,0,22268,0,0,0,0,0,0,0,0,0,0,0,0,0,10874780,7352593,0,0,0,2275581,325724,0,0,0
"59","AL","Fayette County","01057","2022-2023",16406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113457,0,0,0,0,0,0,0,0,0,0,0,0,0,1519573,1186902,0,0,0,949172,0,0,0,0
"60","AL","Franklin County","01059","2022-2023",31587,0,0,0,0,0,0,147300,0,0,0,0,0,0,0,0,0,0,0,0,0,69626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243177,2559974,0,0,0,2665561,0,0,0,0
"61","AL","Geneva County","01061","2022-2023",26383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,3692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004289,1456213,0,0,0,0,0,0,0,0
"62","AL","Greene County","01063","2022-2023",8221,0,0,0,0,0,0,0,0,0,0,0,333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281490,0,2595525,3981317,0,0,0,0,0,0,0,0
"63","AL","Hale County","01065","2022-2023",14754,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281490,0,390136,422724,0,0,0,752976,0,0,0,0
"64","AL","Henry County","01067","2022-2023",17123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939284,0,720769,650176,0,0,0,0,0,0,0,0
