"","quantile","quantile_range_min","quantile_range_max","indicator","program","data_level","funding_average_per_1k"
"8933","40%",0.141035423843818,0.188696157167755,"vacancy_rate","public_hsg_cap","county",23098.3548240778
"8934","60%",0.188696157167755,0.261475471495352,"vacancy_rate","public_hsg_cap","county",25353.8380406437
"8935","80%",0.261475471495352,NA,"vacancy_rate","public_hsg_cap","county",25391.935761652
"8936","0%",0,0.000479044072699297,"homelessness","public_hsg_cap","county",21879.479869306
"8937","20%",0.000479044072699297,0.000928072251611573,"homelessness","public_hsg_cap","county",21281.9244545191
"8938","40%",0.000928072251611573,0.00162056412154294,"homelessness","public_hsg_cap","county",26012.0021931265
"8939","60%",0.00162056412154294,0.0031855107785133,"homelessness","public_hsg_cap","county",18301.840264257
"8940","80%",0.0031855107785133,NA,"homelessness","public_hsg_cap","county",17907.5743685423
"8941","0%",0,0.013435576606201,"incomplete_plumbing","public_hsg_cap","county",12730.6943186589
"8942","20%",0.013435576606201,0.0265927559620599,"incomplete_plumbing","public_hsg_cap","county",16415.9701737792
"8943","40%",0.0265927559620599,0.0449383734670277,"incomplete_plumbing","public_hsg_cap","county",20972.2578257514
"8944","60%",0.0449383734670277,0.0733963862318315,"incomplete_plumbing","public_hsg_cap","county",22671.4862882276
"8945","80%",0.0733963862318315,NA,"incomplete_plumbing","public_hsg_cap","county",33208.8584740285
"8946","0%",0,0.0197343754889378,"incomplete_kitchen","public_hsg_cap","county",11622.0667440192
"8947","20%",0.0197343754889378,0.0321802298850575,"incomplete_kitchen","public_hsg_cap","county",16739.7008028887
"8948","40%",0.0321802298850575,0.0478573752226022,"incomplete_kitchen","public_hsg_cap","county",17157.387405493
"8949","60%",0.0478573752226022,0.073857089465766,"incomplete_kitchen","public_hsg_cap","county",25571.9480101371
"8950","80%",0.073857089465766,NA,"incomplete_kitchen","public_hsg_cap","county",34907.2483379552
"8951","0%",0,0.000514130114365737,"permits","public_hsg_cap","county",36237.6577320971
"8952","20%",0.000514130114365737,0.00123277595189064,"permits","public_hsg_cap","county",26961.2368963056
"8953","40%",0.00123277595189064,0.0020466978973316,"permits","public_hsg_cap","county",21069.2392286141
"8954","60%",0.0020466978973316,0.00355707445114466,"permits","public_hsg_cap","county",14401.3224631333
"8955","80%",0.00355707445114466,NA,"permits","public_hsg_cap","county",9459.74228125436
"8956","0%",0,0.417976547090067,"housing_units","public_hsg_cap","county",10978.7731370025
"8957","20%",0.417976547090067,0.451736385284891,"housing_units","public_hsg_cap","county",18172.3679748284
"8958","40%",0.451736385284891,0.486327038364146,"housing_units","public_hsg_cap","county",23201.0008669818
"8959","60%",0.486327038364146,0.54594973727145,"housing_units","public_hsg_cap","county",25654.4835292875
"8960","80%",0.54594973727145,NA,"housing_units","public_hsg_cap","county",28003.4448872033
"8961","0%",0,0.000751603261468845,"capacity_housing","public_hsg_cap","county",10694.422862736
"8962","20%",0.000751603261468845,0.00100422056514032,"capacity_housing","public_hsg_cap","county",13391.7813116562
"8963","40%",0.00100422056514032,0.00131298610171887,"capacity_housing","public_hsg_cap","county",18176.2641415355
"8964","60%",0.00131298610171887,0.00189382135783653,"capacity_housing","public_hsg_cap","county",25812.405366964
"8965","80%",0.00189382135783653,NA,"capacity_housing","public_hsg_cap","county",37878.7469618964
"8966","0%",0,0,"hud_ph","public_hsg_cap","county",758.901228932145
"8967","40%",0,0.00275385752993028,"hud_ph","public_hsg_cap","county",8016.69565263696
"8968","60%",0.00275385752993028,0.00654650148009364,"hud_ph","public_hsg_cap","county",23683.6948571756
"8969","80%",0.00654650148009364,NA,"hud_ph","public_hsg_cap","county",73255.892904926
"8970","0%",0,0.0696730704366123,"percent_poc","raise","county",11790.8618279595
"8971","20%",0.0696730704366123,0.130387304175809,"percent_poc","raise","county",18897.8921074001
"8972","40%",0.130387304175809,0.243703397540775,"percent_poc","raise","county",22891.3670853012
"8973","60%",0.243703397540775,0.430763417540039,"percent_poc","raise","county",25032.7527136823
"8974","80%",0.430763417540039,NA,"percent_poc","raise","county",69169.5588916706
"8975","0%",0,0.0958970199213964,"poverty_rate","raise","county",53286.8352598723
"8976","20%",0.0958970199213964,0.123979461307532,"poverty_rate","raise","county",11851.9197879936
"8977","40%",0.123979461307532,0.153757678193382,"poverty_rate","raise","county",17842.6243737672
"8978","60%",0.153757678193382,0.196456484710325,"poverty_rate","raise","county",19344.3370345575
"8979","80%",0.196456484710325,NA,"poverty_rate","raise","county",45429.1454245361
"8980","0%",0,12.282838226055,"pop_density","raise","county",80245.742966921
"8981","20%",12.282838226055,32.6829269568335,"pop_density","raise","county",34985.5300652247
"8982","40%",32.6829269568335,66.708567044792,"pop_density","raise","county",10106.6522908122
"8983","60%",66.708567044792,189.795253166894,"pop_density","raise","county",9356.69056181982
"8984","80%",189.795253166894,NA,"pop_density","raise","county",13068.6335800135
"8985","0%",0,42894,"med_hh_income","raise","county",40758.4354724093
"8986","20%",42894,50031,"med_hh_income","raise","county",15513.9266326427
"8987","40%",50031,55523,"med_hh_income","raise","county",16301.6198923474
"8988","60%",55523,63877,"med_hh_income","raise","county",21108.1762540661
"8989","80%",63877,NA,"med_hh_income","raise","county",54162.6998174786
"8990","0%",0,23,"transport_costs","raise","county",52691.4973020257
"8991","20%",23,26,"transport_costs","raise","county",19569.8176394571
"8992","40%",26,29,"transport_costs","raise","county",17712.9022709751
"8993","60%",29,32,"transport_costs","raise","county",16123.7856940306
"8994","80%",32,NA,"transport_costs","raise","county",45793.2123189569
"8995","0%",0,19870.4,"annual_vehicle_mi_per_hh","raise","county",32975.1071384784
"8996","20%",19870.4,21283.8,"annual_vehicle_mi_per_hh","raise","county",18695.6845962515
"8997","40%",21283.8,22234.2,"annual_vehicle_mi_per_hh","raise","county",16991.2196120711
"8998","60%",22234.2,23392.2,"annual_vehicle_mi_per_hh","raise","county",15980.3408889148
"8999","80%",23392.2,NA,"annual_vehicle_mi_per_hh","raise","county",66711.9940870847
"9000","0%",0,1178,"employment_access_index","raise","county",78221.6739209874
"9001","20%",1178,1923.2,"employment_access_index","raise","county",28996.4184857021
"9002","40%",1923.2,3092.8,"employment_access_index","raise","county",17083.345460855
"9003","60%",3092.8,6587.8,"employment_access_index","raise","county",10989.5713108483
"9004","80%",6587.8,NA,"employment_access_index","raise","county",15957.1083121987
"9005","0%",0,0.10614635593391,"commute_time","raise","county",77083.9462448719
"9006","20%",0.10614635593391,0.151567497975429,"commute_time","raise","county",16557.6433048886
"9007","40%",0.151567497975429,0.198356167030402,"commute_time","raise","county",24226.0836094868
"9008","60%",0.198356167030402,0.265812795296741,"commute_time","raise","county",15952.4723464303
"9009","80%",0.265812795296741,NA,"commute_time","raise","county",13946.6502015058
"9010","0%",0,0.0000684267848294864,"freq_fatal_accidents","raise","county",59087.018087739
"9011","20%",0.0000684267848294864,0.000121936349225704,"freq_fatal_accidents","raise","county",20847.2829859603
"9012","40%",0.000121936349225704,0.000178689614811237,"freq_fatal_accidents","raise","county",13294.3116329355
"9013","60%",0.000178689614811237,0.000283336032647708,"freq_fatal_accidents","raise","county",13412.0384911069
"9014","80%",0.000283336032647708,NA,"freq_fatal_accidents","raise","county",41100.1979396683
"9015","0%",0,0.00011550841856357,"pub_transit_commute","raise","county",24099.2287662451
"9016","20%",0.00011550841856357,0.00187169765182298,"pub_transit_commute","raise","county",22549.1514778288
"9017","40%",0.00187169765182298,0.00410293157350315,"pub_transit_commute","raise","county",47899.7592510781
"9018","60%",0.00410293157350315,0.0092628538317927,"pub_transit_commute","raise","county",24805.3143900367
"9019","80%",0.0092628538317927,NA,"pub_transit_commute","raise","county",28473.0596915421
"9020","0%",0,0.016141623028331,"green_commute","raise","county",9125.17625525332
"9021","20%",0.016141623028331,0.0251409902621746,"green_commute","raise","county",11735.322052598
"9022","40%",0.0251409902621746,0.0369373252303038,"green_commute","raise","county",20992.1986629968
"9023","60%",0.0369373252303038,0.0567815219213727,"green_commute","raise","county",24159.1010683584
"9024","80%",0.0567815219213727,NA,"green_commute","raise","county",81755.2308811909
"9025","0%",0,0,"pub_transit_stops","raise","county",32624.6831990468
"9026","80%",0,NA,"pub_transit_stops","raise","county",16967.7272697508
"9027","0%",0,7.35114285714286,"avg_hh_person_trips","raise","county",23697.9071065524
"9028","20%",7.35114285714286,7.63166666666667,"avg_hh_person_trips","raise","county",10227.7930270401
"9029","40%",7.63166666666667,7.85957142857143,"avg_hh_person_trips","raise","county",19706.2494870146
"9030","60%",7.85957142857143,8.2308,"avg_hh_person_trips","raise","county",41411.5982782955
"9031","80%",8.2308,NA,"avg_hh_person_trips","raise","county",56511.6850119514
"9032","0%",0,0.00000219470593158821,"highway_miles","raise","county",25079.9320571382
"9033","20%",0.00000219470593158821,0.00000461523664477129,"highway_miles","raise","county",25861.5173752361
"9034","40%",0.00000461523664477129,0.00000825382415428998,"highway_miles","raise","county",21402.3540563519
"9035","60%",0.00000825382415428998,0.0000156716208555444,"highway_miles","raise","county",20534.2112924151
"9036","80%",0.0000156716208555444,NA,"highway_miles","raise","county",58455.2287253973
"9037","0%",0,0.00185293940876971,"capacity_environment","raise","county",26644.3785051642
"9038","20%",0.00185293940876971,0.00248046482303201,"capacity_environment","raise","county",25249.5730648176
"9039","40%",0.00248046482303201,0.0032181789446472,"capacity_environment","raise","county",14572.8853198086
"9040","60%",0.0032181789446472,0.0044988004744316,"capacity_environment","raise","county",27224.2803905122
"9041","80%",0.0044988004744316,NA,"capacity_environment","raise","county",57888.1168632391
"9042","0%",0,0.00151950237588354,"capacity_transport","raise","county",20217.6284422783
"9043","20%",0.00151950237588354,0.00208243218638196,"capacity_transport","raise","county",17995.3061744619
"9044","40%",0.00208243218638196,0.00283736821511839,"capacity_transport","raise","county",21224.9574133037
"9045","60%",0.00283736821511839,0.00433021203740841,"capacity_transport","raise","county",25284.8616624409
"9046","80%",0.00433021203740841,NA,"capacity_transport","raise","county",66841.8408242759
"9047","0%",0,0.0696730704366123,"percent_poc","reconnect_community","county",4.78774382788881
"9048","20%",0.0696730704366123,0.130387304175809,"percent_poc","reconnect_community","county",619.669285462644
"9049","40%",0.130387304175809,0.243703397540775,"percent_poc","reconnect_community","county",2909.69656105381
"9050","60%",0.243703397540775,0.430763417540039,"percent_poc","reconnect_community","county",7679.23242859749
"9051","80%",0.430763417540039,NA,"percent_poc","reconnect_community","county",3459.32329029081
"9052","0%",0,0.0958970199213964,"poverty_rate","reconnect_community","county",800.863071056886
"9053","20%",0.0958970199213964,0.123979461307532,"poverty_rate","reconnect_community","county",1488.1335805308
"9054","40%",0.123979461307532,0.153757678193382,"poverty_rate","reconnect_community","county",4401.89167488084
"9055","60%",0.153757678193382,0.196456484710325,"poverty_rate","reconnect_community","county",5596.84101251003
"9056","80%",0.196456484710325,NA,"poverty_rate","reconnect_community","county",2385.41139349875
"9057","0%",0,12.282838226055,"pop_density","reconnect_community","county",43.580184206584
"9058","20%",12.282838226055,32.6829269568335,"pop_density","reconnect_community","county",3951.12243564422
"9059","40%",32.6829269568335,66.708567044792,"pop_density","reconnect_community","county",2107.56207397827
"9060","60%",66.708567044792,189.795253166894,"pop_density","reconnect_community","county",1516.68544189169
"9061","80%",189.795253166894,NA,"pop_density","reconnect_community","county",7048.12626138226
"9062","0%",0,42894,"med_hh_income","reconnect_community","county",1724.95604643007
"9063","20%",42894,50031,"med_hh_income","reconnect_community","county",907.656166818503
"9064","40%",50031,55523,"med_hh_income","reconnect_community","county",5098.90827746772
"9065","60%",55523,63877,"med_hh_income","reconnect_community","county",3479.61283014615
"9066","80%",63877,NA,"med_hh_income","reconnect_community","county",3464.27653959332
"9067","0%",0,1178,"employment_access_index","reconnect_community","county",3911.55909554686
"9068","20%",1178,1923.2,"employment_access_index","reconnect_community","county",1634.58766629
"9069","40%",1923.2,3092.8,"employment_access_index","reconnect_community","county",362.984680577054
"9070","60%",3092.8,6587.8,"employment_access_index","reconnect_community","county",664.41619929539
"9071","80%",6587.8,NA,"employment_access_index","reconnect_community","county",8451.53172145645
"9072","0%",0,0.00011550841856357,"pub_transit_commute","reconnect_community","county",0
"9073","20%",0.00011550841856357,0.00187169765182298,"pub_transit_commute","reconnect_community","county",688.278040605572
"9074","40%",0.00187169765182298,0.00410293157350315,"pub_transit_commute","reconnect_community","county",6241.6620389025
"9075","60%",0.00410293157350315,0.0092628538317927,"pub_transit_commute","reconnect_community","county",1395.39563384396
"9076","80%",0.0092628538317927,NA,"pub_transit_commute","reconnect_community","county",6342.90342136625
"9077","0%",0,0.016141623028331,"green_commute","reconnect_community","county",472.798505506932
"9078","20%",0.016141623028331,0.0251409902621746,"green_commute","reconnect_community","county",1352.0882673284
"9079","40%",0.0251409902621746,0.0369373252303038,"green_commute","reconnect_community","county",2779.82261044383
"9080","60%",0.0369373252303038,0.0567815219213727,"green_commute","reconnect_community","county",1419.43364539551
"9081","80%",0.0567815219213727,NA,"green_commute","reconnect_community","county",8639.79534450844
"9082","0%",0,0,"pub_transit_stops","reconnect_community","county",1906.42396594448
"9083","80%",0,NA,"pub_transit_stops","reconnect_community","county",7160.69521659025
"9084","0%",0,7.35114285714286,"avg_hh_person_trips","reconnect_community","county",884.179724506875
"9085","20%",7.35114285714286,7.63166666666667,"avg_hh_person_trips","reconnect_community","county",3613.93392212393
"9086","40%",7.63166666666667,7.85957142857143,"avg_hh_person_trips","reconnect_community","county",1711.19877726551
"9087","60%",7.85957142857143,8.2308,"avg_hh_person_trips","reconnect_community","county",2738.12684521379
"9088","80%",8.2308,NA,"avg_hh_person_trips","reconnect_community","county",6101.58329623238
"9089","0%",0,0.00000219470593158821,"highway_miles","reconnect_community","county",7191.63173922331
"9090","20%",0.00000219470593158821,0.00000461523664477129,"highway_miles","reconnect_community","county",5284.80545829987
"9091","40%",0.00000461523664477129,0.00000825382415428998,"highway_miles","reconnect_community","county",2333.4282597839
"9092","60%",0.00000825382415428998,0.0000156716208555444,"highway_miles","reconnect_community","county",165.008072018197
"9093","80%",0.0000156716208555444,NA,"highway_miles","reconnect_community","county",56.9584809127574
"9094","0%",0,0.00151950237588354,"capacity_transport","reconnect_community","county",6976.87693224855
"9095","20%",0.00151950237588354,0.00208243218638196,"capacity_transport","reconnect_community","county",2421.94862168199
"9096","40%",0.00208243218638196,0.00283736821511839,"capacity_transport","reconnect_community","county",1860.99313808237
"9097","60%",0.00283736821511839,0.00433021203740841,"capacity_transport","reconnect_community","county",1879.56049344565
"9098","80%",0.00433021203740841,NA,"capacity_transport","reconnect_community","county",1833.30339219092
"9099","0%",0,0.0696730704366123,"percent_poc","rural_surface","county",6184.10731968222
"9100","20%",0.0696730704366123,0.130387304175809,"percent_poc","rural_surface","county",6953.31613717737
"9101","40%",0.130387304175809,0.243703397540775,"percent_poc","rural_surface","county",12580.7965366103
"9102","60%",0.243703397540775,0.430763417540039,"percent_poc","rural_surface","county",941.173307426582
"9103","80%",0.430763417540039,NA,"percent_poc","rural_surface","county",10662.1890459653
"9104","0%",0,0.0958970199213964,"poverty_rate","rural_surface","county",7327.34228216581
"9105","20%",0.0958970199213964,0.123979461307532,"poverty_rate","rural_surface","county",10684.3156388932
"9106","40%",0.123979461307532,0.153757678193382,"poverty_rate","rural_surface","county",3180.50395623645
"9107","60%",0.153757678193382,0.196456484710325,"poverty_rate","rural_surface","county",3871.53735157681
"9108","80%",0.196456484710325,NA,"poverty_rate","rural_surface","county",12253.6367163856
"9109","0%",0,12.282838226055,"pop_density","rural_surface","county",17602.7187744912
"9110","20%",12.282838226055,32.6829269568335,"pop_density","rural_surface","county",8045.96312774117
"9111","40%",32.6829269568335,66.708567044792,"pop_density","rural_surface","county",4930.63770506126
"9112","60%",66.708567044792,189.795253166894,"pop_density","rural_surface","county",5612.84509050096
"9113","80%",189.795253166894,NA,"pop_density","rural_surface","county",1126.49386603154
"9114","0%",0,42894,"med_hh_income","rural_surface","county",8449.9495764419
"9115","20%",42894,50031,"med_hh_income","rural_surface","county",3749.89844616205
"9116","40%",50031,55523,"med_hh_income","rural_surface","county",2121.45027488035
"9117","60%",55523,63877,"med_hh_income","rural_surface","county",9478.85875694472
"9118","80%",63877,NA,"med_hh_income","rural_surface","county",13534.463098006
"9119","0%",0,19870.4,"annual_vehicle_mi_per_hh","rural_surface","county",2998.60117788574
"9120","20%",19870.4,21283.8,"annual_vehicle_mi_per_hh","rural_surface","county",4961.2711835377
"9121","40%",21283.8,22234.2,"annual_vehicle_mi_per_hh","rural_surface","county",9785.43458205398
"9122","60%",22234.2,23392.2,"annual_vehicle_mi_per_hh","rural_surface","county",6972.7335012935
"9123","80%",23392.2,NA,"annual_vehicle_mi_per_hh","rural_surface","county",13539.3193842107
"9124","0%",0,0.0000684267848294864,"freq_fatal_accidents","rural_surface","county",6331.65620684419
"9125","20%",0.0000684267848294864,0.000121936349225704,"freq_fatal_accidents","rural_surface","county",7823.04334403231
"9126","40%",0.000121936349225704,0.000178689614811237,"freq_fatal_accidents","rural_surface","county",7937.87341647654
"9127","60%",0.000178689614811237,0.000283336032647708,"freq_fatal_accidents","rural_surface","county",8592.04500481407
"9128","80%",0.000283336032647708,NA,"freq_fatal_accidents","rural_surface","county",6643.15430625512
"9129","0%",0,0.00011550841856357,"pub_transit_commute","rural_surface","county",7662.23718820295
"9130","20%",0.00011550841856357,0.00187169765182298,"pub_transit_commute","rural_surface","county",9591.32072176442
"9131","40%",0.00187169765182298,0.00410293157350315,"pub_transit_commute","rural_surface","county",9078.93703194159
"9132","60%",0.00410293157350315,0.0092628538317927,"pub_transit_commute","rural_surface","county",2504.19413472683
"9133","80%",0.0092628538317927,NA,"pub_transit_commute","rural_surface","county",8485.97724837662
"9134","0%",0,0.016141623028331,"green_commute","rural_surface","county",3785.70971376782
"9135","20%",0.016141623028331,0.0251409902621746,"green_commute","rural_surface","county",7723.2437866066
"9136","40%",0.0251409902621746,0.0369373252303038,"green_commute","rural_surface","county",7606.91062228669
"9137","60%",0.0369373252303038,0.0567815219213727,"green_commute","rural_surface","county",8968.2598125334
"9138","80%",0.0567815219213727,NA,"green_commute","rural_surface","county",9243.38574227215
"9139","0%",0,0,"pub_transit_stops","rural_surface","county",8706.7671156231
"9140","80%",0,NA,"pub_transit_stops","rural_surface","county",2355.56343499921
"9141","0%",0,7.35114285714286,"avg_hh_person_trips","rural_surface","county",3836.22107186576
"9142","20%",7.35114285714286,7.63166666666667,"avg_hh_person_trips","rural_surface","county",2010.78664911912
"9143","40%",7.63166666666667,7.85957142857143,"avg_hh_person_trips","rural_surface","county",6261.68687475647
"9144","60%",7.85957142857143,8.2308,"avg_hh_person_trips","rural_surface","county",8341.00307978894
"9145","80%",8.2308,NA,"avg_hh_person_trips","rural_surface","county",17856.3472734669
"9146","0%",0,0.00000219470593158821,"highway_miles","rural_surface","county",8133.23425754803
"9147","20%",0.00000219470593158821,0.00000461523664477129,"highway_miles","rural_surface","county",4418.09735701045
"9148","40%",0.00000461523664477129,0.00000825382415428998,"highway_miles","rural_surface","county",16435.6507313899
"9149","60%",0.00000825382415428998,0.0000156716208555444,"highway_miles","rural_surface","county",5293.97761050075
"9150","80%",0.0000156716208555444,NA,"highway_miles","rural_surface","county",3983.55670249519
"9151","0%",0,0.00151950237588354,"capacity_transport","rural_surface","county",7880.56285437462
"9152","20%",0.00151950237588354,0.00208243218638196,"capacity_transport","rural_surface","county",1929.99881452219
"9153","40%",0.00208243218638196,0.00283736821511839,"capacity_transport","rural_surface","county",12930.8847983492
"9154","60%",0.00283736821511839,0.00433021203740841,"capacity_transport","rural_surface","county",3583.64690578179
"9155","80%",0.00433021203740841,NA,"capacity_transport","rural_surface","county",11982.9623172028
"9156","0%",0,0.0696730704366123,"percent_poc","s8_project","county",30541.8790985744
"9157","20%",0.0696730704366123,0.130387304175809,"percent_poc","s8_project","county",37279.3972105122
"9158","40%",0.130387304175809,0.243703397540775,"percent_poc","s8_project","county",34768.2460117695
"9159","60%",0.243703397540775,0.430763417540039,"percent_poc","s8_project","county",38363.214559445
"9160","80%",0.430763417540039,NA,"percent_poc","s8_project","county",57073.0058460372
"9161","0%",0,0.0958970199213964,"poverty_rate","s8_project","county",34874.8144300351
"9162","20%",0.0958970199213964,0.123979461307532,"poverty_rate","s8_project","county",32913.8204337093
"9163","40%",0.123979461307532,0.153757678193382,"poverty_rate","s8_project","county",36640.1687053274
"9164","60%",0.153757678193382,0.196456484710325,"poverty_rate","s8_project","county",44551.3494052062
"9165","80%",0.196456484710325,NA,"poverty_rate","s8_project","county",49051.3176292114
"9166","0%",0,12.282838226055,"pop_density","s8_project","county",18909.1309299976
"9167","20%",12.282838226055,32.6829269568335,"pop_density","s8_project","county",31622.00884547
"9168","40%",32.6829269568335,66.708567044792,"pop_density","s8_project","county",37653.388659868
"9169","60%",66.708567044792,189.795253166894,"pop_density","s8_project","county",37675.1334422878
"9170","80%",189.795253166894,NA,"pop_density","s8_project","county",72160.7160009101
"9171","0%",0,42894,"med_hh_income","s8_project","county",45965.7233589794
"9172","20%",42894,50031,"med_hh_income","s8_project","county",35167.5911710082
"9173","40%",50031,55523,"med_hh_income","s8_project","county",34406.0374210519
"9174","60%",55523,63877,"med_hh_income","s8_project","county",35200.2120991217
"9175","80%",63877,NA,"med_hh_income","s8_project","county",47350.8512873348
"9176","0%",0,0.358364779874214,"housing_cost_burden","s8_project","county",20658.0109847807
"9177","20%",0.358364779874214,0.419438136081418,"housing_cost_burden","s8_project","county",34126.537931097
"9178","40%",0.419438136081418,0.463664132146617,"housing_cost_burden","s8_project","county",42333.847954557
"9179","60%",0.463664132146617,0.506713321187615,"housing_cost_burden","s8_project","county",54843.3611675757
"9180","80%",0.506713321187615,NA,"housing_cost_burden","s8_project","county",46096.3767647177
"9181","0%",0,0,"overcrowded_housing","s8_project","county",30301.1024571813
"9182","20%",0,0.000114980802491505,"overcrowded_housing","s8_project","county",36099.1157962689
"9183","40%",0.000114980802491505,0.000975935782991335,"overcrowded_housing","s8_project","county",47559.0059686455
"9184","60%",0.000975935782991335,0.00231897983604508,"overcrowded_housing","s8_project","county",46481.8030652329
"9185","80%",0.00231897983604508,NA,"overcrowded_housing","s8_project","county",43071.7280961796
"9186","0%",0,0.0957591106910417,"vacancy_rate","s8_project","county",52912.2737109885
"9187","20%",0.0957591106910417,0.141035423843818,"vacancy_rate","s8_project","county",39114.9284485988
"9188","40%",0.141035423843818,0.188696157167755,"vacancy_rate","s8_project","county",44784.5033690333
"9189","60%",0.188696157167755,0.261475471495352,"vacancy_rate","s8_project","county",35999.5344034995
"9190","80%",0.261475471495352,NA,"vacancy_rate","s8_project","county",25229.2130398606
"9191","0%",0,0.000479044072699297,"homelessness","s8_project","county",51470.2507085006
"9192","20%",0.000479044072699297,0.000928072251611573,"homelessness","s8_project","county",42133.1768721804
"9193","40%",0.000928072251611573,0.00162056412154294,"homelessness","s8_project","county",40922.5412397999
"9194","60%",0.00162056412154294,0.0031855107785133,"homelessness","s8_project","county",33087.3282317539
"9195","80%",0.0031855107785133,NA,"homelessness","s8_project","county",30152.6983256598
"9196","0%",0,0.013435576606201,"incomplete_plumbing","s8_project","county",54157.7187400025
"9197","20%",0.013435576606201,0.0265927559620599,"incomplete_plumbing","s8_project","county",41079.8196057165
"9198","40%",0.0265927559620599,0.0449383734670277,"incomplete_plumbing","s8_project","county",36362.2980960573
"9199","60%",0.0449383734670277,0.0733963862318315,"incomplete_plumbing","s8_project","county",36658.383885337
"9200","80%",0.0733963862318315,NA,"incomplete_plumbing","s8_project","county",29773.2427772178
"9201","0%",0,0.0197343754889378,"incomplete_kitchen","s8_project","county",52071.9144606231
"9202","20%",0.0197343754889378,0.0321802298850575,"incomplete_kitchen","s8_project","county",41073.586652581
"9203","40%",0.0321802298850575,0.0478573752226022,"incomplete_kitchen","s8_project","county",35793.3654044682
"9204","60%",0.0478573752226022,0.073857089465766,"incomplete_kitchen","s8_project","county",34514.5445226774
"9205","80%",0.073857089465766,NA,"incomplete_kitchen","s8_project","county",34573.8365523419
"9206","0%",0,0.000514130114365737,"permits","s8_project","county",34346.8458166096
"9207","20%",0.000514130114365737,0.00123277595189064,"permits","s8_project","county",42686.1074179435
"9208","40%",0.00123277595189064,0.0020466978973316,"permits","s8_project","county",43724.7203091105
"9209","60%",0.0020466978973316,0.00355707445114466,"permits","s8_project","county",40987.4129578893
"9210","80%",0.00355707445114466,NA,"permits","s8_project","county",37696.6383454513
"9211","0%",0,0.417976547090067,"housing_units","s8_project","county",34515.3038548291
"9212","20%",0.417976547090067,0.451736385284891,"housing_units","s8_project","county",44453.4461471004
"9213","40%",0.451736385284891,0.486327038364146,"housing_units","s8_project","county",48609.8796532687
"9214","60%",0.486327038364146,0.54594973727145,"housing_units","s8_project","county",42382.8793406066
"9215","80%",0.54594973727145,NA,"housing_units","s8_project","county",28103.0482225632
"9216","0%",0,0.000751603261468845,"capacity_housing","s8_project","county",37189.0412515152
"9217","20%",0.000751603261468845,0.00100422056514032,"capacity_housing","s8_project","county",42306.3806987266
"9218","40%",0.00100422056514032,0.00131298610171887,"capacity_housing","s8_project","county",42075.1207932201
"9219","60%",0.00131298610171887,0.00189382135783653,"capacity_housing","s8_project","county",42429.216223674
"9220","80%",0.00189382135783653,NA,"capacity_housing","s8_project","county",32647.6501388487
"9221","0%",0,0,"hud_pbs8","s8_project","county",3623.17809920493
"9222","20%",0,0.00178515921154886,"hud_pbs8","s8_project","county",13673.1425921817
"9223","40%",0.00178515921154886,0.0036563071297989,"hud_pbs8","s8_project","county",31142.6510284804
"9224","60%",0.0036563071297989,0.00627002380186552,"hud_pbs8","s8_project","county",48609.8795409227
"9225","80%",0.00627002380186552,NA,"hud_pbs8","s8_project","county",104732.741832525
"9226","0%",0,0.0696730704366123,"percent_poc","safe_streets","county",2126.55385985875
"9227","20%",0.0696730704366123,0.130387304175809,"percent_poc","safe_streets","county",2411.13454379611
"9228","40%",0.130387304175809,0.243703397540775,"percent_poc","safe_streets","county",6411.82495474589
"9229","60%",0.243703397540775,0.430763417540039,"percent_poc","safe_streets","county",3125.07166425431
"9230","80%",0.430763417540039,NA,"percent_poc","safe_streets","county",3448.57101433202
"9231","0%",0,0.0958970199213964,"poverty_rate","safe_streets","county",3834.20111324105
"9232","20%",0.0958970199213964,0.123979461307532,"poverty_rate","safe_streets","county",3272.26983272991
"9233","40%",0.123979461307532,0.153757678193382,"poverty_rate","safe_streets","county",3140.10816116695
"9234","60%",0.153757678193382,0.196456484710325,"poverty_rate","safe_streets","county",5432.26552740446
"9235","80%",0.196456484710325,NA,"poverty_rate","safe_streets","county",1844.15111152765
"9236","0%",0,12.282838226055,"pop_density","safe_streets","county",7491.19921502302
"9237","20%",12.282838226055,32.6829269568335,"pop_density","safe_streets","county",2803.50543314692
"9238","40%",32.6829269568335,66.708567044792,"pop_density","safe_streets","county",2005.57256820009
"9239","60%",66.708567044792,189.795253166894,"pop_density","safe_streets","county",1653.70889366551
"9240","80%",189.795253166894,NA,"pop_density","safe_streets","county",3560.6656722728
"9241","0%",0,42894,"med_hh_income","safe_streets","county",1984.49798275797
"9242","20%",42894,50031,"med_hh_income","safe_streets","county",3183.75196482934
"9243","40%",50031,55523,"med_hh_income","safe_streets","county",4998.75505113008
"9244","60%",55523,63877,"med_hh_income","safe_streets","county",3070.67708401265
"9245","80%",63877,NA,"med_hh_income","safe_streets","county",4291.04946185243
"9246","0%",0,19870.4,"annual_vehicle_mi_per_hh","safe_streets","county",4705.58332453448
"9247","20%",19870.4,21283.8,"annual_vehicle_mi_per_hh","safe_streets","county",2067.98873569753
"9248","40%",21283.8,22234.2,"annual_vehicle_mi_per_hh","safe_streets","county",1646.30365298334
"9249","60%",22234.2,23392.2,"annual_vehicle_mi_per_hh","safe_streets","county",5188.81088115412
"9250","80%",23392.2,NA,"annual_vehicle_mi_per_hh","safe_streets","county",4336.92136921871
