"","county","state","year","GISJOIN","GEO_ID","FIPS","total_county_pop","state_pop_shr","county_area","state_area_shr","ag_reconnect","airport_infrastructure","airport_terminal","asap","bridge","buses","capital_investment","clean_school_bus","doe_nuclear","doi_aging_infra","doi_rural_water","doi_water_recycle","doi_water_storage","ferry_rural_comms","fra_rail_cross","fs_wildfire","fta_rail_vehicle","indian_water","infra","low_no_emission","natural_gas","ntia_middle_mile","ports","raise","reconnect_community","rural_surface","safe_streets","tribal_broadband","cdbg_entitlement","coc","home","public_hsg","public_hsg_cap","elderly","hcv","s8_project","fy_2022_ttp","fta_5307_5340","fta_5310","fta_5339","fta_5337_combined"
"1","Autauga County","AL",2022,"G0100010","0500000US01001",1001,55639,0.011653219,1565308871,0.011701807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916459627329193,0,0,0,0,0,0,0,0,0,0.642857142857143,0.578260869565217,0.00031055900621118,0.585403726708075,0.391614906832298,0,0.756211180124224,0.873913043478261,0.858074534161491,0
"2","Baldwin County","AL",2022,"G0100030","0500000US01003",1003,218289,0.045447333,4248013315,0.031756948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892236024844721,0,0,0,0,0.80527950310559,0,0,0,0,0.505900621118012,0.512422360248447,0.804347826086957,0.619254658385093,0.420807453416149,0,0.733229813664596,0.816770186335404,0.813664596273292,0
"3","Barbour County","AL",2022,"G0100050","0500000US01005",1005,25026,0.00505415,2342683685,0.017513242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93695652173913,0,0,0,0,0,0,0,0,0,0.965527950310559,0.982608695652174,0.00031055900621118,0.865527950310559,0.864285714285714,0,0,0,0,0
"4","Bibb County","AL",2022,"G0100070","0500000US01007",1007,22374,0.004484485,1621761322,0.01212383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91304347826087,0,0,0,0,0.90776397515528,0,0,0,0,0.664906832298137,0.68167701863354,0.00031055900621118,0,0.453726708074534,0,0,0,0,0
"5","Blount County","AL",2022,"G0100090","0500000US01009",1009,57755,0.011782279,1685119485,0.012597478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838509316770186,0,0,0,0,0.66583850931677,0.634472049689441,0.00031055900621118,0.579813664596273,0.334472049689441,0,0.696583850931677,0.804037267080745,0.803105590062112,0
"6","Bullock County","AL",2022,"G0100110","0500000US01011",1011,10173,0.002078166,1619114267,0.012104041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964596273291925,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"7","Butler County","AL",2022,"G0100130","0500000US01013",1013,19726,0.003837985,2014703708,0.015061356,0.932608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0.768633540372671,0.849068322981366,0,0,0,0,0
"8","Calhoun County","AL",2022,"G0100150","0500000US01015",1015,114324,0.023295833,1585782312,0.011854861,0,0,0,0,0,0,0,0.974844720496894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888819875776398,0,0,0,0,0,0,0.867391304347826,0,0.936335403726708,0.933229813664596,0.897826086956522,0.93695652173913,0.742236024844721,0.703726708074534,0,0.775465838509317,0,0,0
"9","Chambers County","AL",2022,"G0100170","0500000US01017",1017,33427,0.006970041,1562057271,0.011677499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999068322981366,0.928571428571429,0,0,0,0,0,0,0,0,0,0.950310559006211,0.953105590062112,0.00031055900621118,0,0.510869565217391,0,0,0,0,0
"10","Cherokee County","AL",2022,"G0100190","0500000US01019",1019,26035,0.004997324,1553931706,0.011616755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808074534161491,0.813975155279503,0.00031055900621118,0,0.51832298136646,0,0,0,0,0
"11","Chilton County","AL",2022,"G0100210","0500000US01021",1021,44147,0.008975574,1815031226,0.013568661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997204968944099,0,0,0,0,0,0,0.920496894409938,0,0,0,0,0.860869565217391,0,0,0,0,0.740062111801242,0.733850931677019,0.00031055900621118,0,0.317391304347826,0,0,0,0,0
"12","Choctaw County","AL",2022,"G0100230","0500000US01023",1023,12755,0.00255959,2385014263,0.017829693,0.982608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957142857142857,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"13","Clarke County","AL",2022,"G0100250","0500000US01025",1025,23866,0.004671372,3244152269,0.024252367,0.970186335403727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938509316770186,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.440372670807453,0,0,0,0,0
"14","Clay County","AL",2022,"G0100270","0500000US01027",1027,13285,0.00283812,1569536987,0.011733415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936335403726708,0,0.00031055900621118,0.603416149068323,0.9,0,0,0,0,0
"15","Cleburne County","AL",2022,"G0100290","0500000US01029",1029,14952,0.0030106,1453018566,0.010862357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923291925465838,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.787888198757764,0,0,0,0,0
"16","Coffee County","AL",2022,"G0100310","0500000US01031",1031,52238,0.010613535,1762473068,0.013175751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930745341614907,0,0,0.829813664596273,0,0.827018633540373,0.819875776397516,0.00031055900621118,0.933229813664596,0.581987577639752,0,0,0,0,0
"17","Colbert County","AL",2022,"G0100330","0500000US01033",1033,54957,0.011363084,1614902936,0.012072558,0,0,0,0,0,0,0,0.909937888198758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966149068322981,0,0,0,0,0,0,0,0.953726708074534,0.931366459627329,0.00031055900621118,0.787267080745342,0.672981366459627,0,0.777950310559006,0,0,0
"18","Conecuh County","AL",2022,"G0100350","0500000US01035",1035,12219,0.002356696,2208640248,0.016511171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959006211180124,0,0,0,0,0,0,0,0,0,0.908385093167702,0.847515527950311,0.00031055900621118,0.901863354037267,0.734782608695652,0,0,0,0,0
"19","Coosa County","AL",2022,"G0100370","0500000US01037",1037,10696,0.002089372,1725838312,0.01290188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962732919254658,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"20","Covington County","AL",2022,"G0100390","0500000US01039",1039,37096,0.007501488,2703360025,0.020209556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926086956521739,0,0,0,0,0,0,0,0,0,0.924223602484472,0.872049689440994,0.00031055900621118,0.625776397515528,0.579192546583851,0,0,0,0,0
"21","Crenshaw County","AL",2022,"G0100410","0500000US01041",1041,13826,0.002661237,1582341492,0.011829138,0.938198757763975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961180124223602,0.968633540372671,0.00031055900621118,0,0,0,0,0,0,0
"22","Cullman County","AL",2022,"G0100430","0500000US01043",1043,83345,0.017433907,1955495744,0.014618734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773291925465838,0.771428571428571,0.782919254658385,0.600621118012422,0.409937888198758,0,0,0,0,0
"23","Dale County","AL",2022,"G0100450","0500000US01045",1045,49293,0.0098932,1457327337,0.010894568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948447204968944,0.92111801242236,0.00031055900621118,0.83167701863354,0.594409937888199,0,0.710248447204969,0,0,0
"24","Dallas County","AL",2022,"G0100470","0500000US01047",1047,38184,0.007836044,2574044963,0.019242833,0.95776397515528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925155279503106,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.93944099378882,0,0,0,0,0
"25","DeKalb County","AL",2022,"G0100490","0500000US01049",1049,71430,0.014317458,2016727181,0.015076483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856832298136646,0,0,0,0,0.870186335403727,0.833229813664596,0.00031055900621118,0.598757763975155,0.608695652173913,0,0,0,0,0
"26","Elmore County","AL",2022,"G0100510","0500000US01051",1051,81526,0.017437308,1701726590,0.012721628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995962732919255,0.909937888198758,0,0,0,0,0,0,0,0,0,0.591925465838509,0.532298136645963,0.00031055900621118,0.573291925465839,0.341925465838509,0.882919254658385,0.75,0.866149068322981,0.851863354037267,0
"27","Escambia County","AL",2022,"G0100530","0500000US01053",1053,36775,0.007379231,2468619931,0.018454706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926708074534161,0,0,0,0,0,0,0,0,0,0.758385093167702,0.717080745341615,0.00031055900621118,0.627639751552795,0.484782608695652,0.944099378881988,0,0,0,0
"28","Etowah County","AL",2022,"G0100550","0500000US01055",1055,102721,0.020703227,1420940061,0.010622547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952484472049689,0,0,0.963975155279503,0.940372670807453,0.899689440993789,0.588198757763975,0.511801242236025,0,0.774223602484472,0,0,0
"29","Fayette County","AL",2022,"G0100570","0500000US01057",1057,16406,0.003274523,1630023747,0.012185597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947204968944099,0.941304347826087,0.00031055900621118,0,0.767391304347826,0,0,0,0,0
"30","Franklin County","AL",2022,"G0100590","0500000US01059",1059,31587,0.006409781,1674485556,0.012517981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958385093167702,0.954658385093168,0.00031055900621118,0.648136645962733,0.859006211180124,0,0,0,0,0
"31","Geneva County","AL",2022,"G0100610","0500000US01061",1061,26383,0.005323275,1499475829,0.011209658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927639751552795,0.896583850931677,0.00031055900621118,0,0,0,0.693167701863354,0,0,0
"32","Greene County","AL",2022,"G0100630","0500000US01063",1063,8221,0.00157093,1709198198,0.012777483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975465838509317,0,0,0,0,0,0,0,0,0,0.997826086956522,0.995652173913044,0.00031055900621118,0,0,0,0,0,0,0
"33","Hale County","AL",2022,"G0100650","0500000US01065",1065,14754,0.002965179,1700330603,0.012711192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962422360248447,0,0,0,0,0,0,0,0,0,0.92639751552795,0.759627329192547,0.00031055900621118,0.590993788819876,0.87639751552795,0,0,0,0,0
"34","Henry County","AL",2022,"G0100670","0500000US01067",1067,17123,0.003434597,1471913569,0.01100361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948136645962733,0,0,0,0,0,0,0,0,0,0.77111801242236,0.795962732919255,0.00031055900621118,0,0,0,0,0,0,0
"35","Houston County","AL",2022,"G0100690","0500000US01069",1069,105319,0.021280896,1506537729,0.011262451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903105590062112,0,0,0,0,0.906211180124224,0,0.867080745341615,0,0,0.653416149068323,0.620496894409938,0.920496894409938,0.921739130434783,0.753105590062112,0,0.790993788819876,0,0,0
"36","Jackson County","AL",2022,"G0100710","0500000US01071",1071,51765,0.010514489,2918379520,0.021816981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92639751552795,0,0,0,0,0.730434782608696,0.666149068322981,0.00031055900621118,0.646273291925466,0.823291925465839,0,0,0,0,0
"37","Jefferson County","AL",2022,"G0100730","0500000US01073",1073,658615,0.134572576,2911534052,0.021765807,0,0,0,0,0,0,0,0.904658385093168,0,0,0,0,0,0,0,0,0,0,0,0.981366459627329,0.991304347826087,0.878571428571429,0,0,0.991614906832298,0,0.769565217391304,0,0.975155279503106,0.964906832298137,0.949689440993789,0.969254658385093,0.927018633540373,0.867701863354037,0.943167701863354,0.997204968944099,0,0.797204968944099,0.941925465838509,0.891925465838509,0
"38","Lamar County","AL",2022,"G0100750","0500000US01075",1075,13854,0.002787096,1568145514,0.011723013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985093167701863,0.984782608695652,0.00031055900621118,0,0.527639751552795,0,0,0,0,0
"39","Lauderdale County","AL",2022,"G0100770","0500000US01077",1077,92870,0.018677085,1863755165,0.013932907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837577639751553,0.87360248447205,0,0,0,0.00031055900621118,0.764285714285714,0.804347826086957,0,0.761490683229814,0,0,0
"40","Lawrence County","AL",2022,"G0100790","0500000US01079",1079,32969,0.006620879,1857546882,0.013886496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577018633540373,0.564596273291926,0.00031055900621118,0,0.549689440993789,0,0.694099378881988,0,0,0
"41","Lee County","AL",2022,"G0100810","0500000US01081",1081,163461,0.034460624,1595043983,0.011924099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897826086956522,0,0,0,0,0,0,0.892546583850932,0,0,0,0,0.79223602484472,0.828260869565217,0.913664596273292,0,0.798757763975155,0.84223602484472,0.832298136645963,0
"42","Limestone County","AL",2022,"G0100830","0500000US01083",1083,96921,0.020252818,1572607535,0.01175637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834782608695652,0,0,0,0,0,0,0.00031055900621118,0,0.704347826086957,0,0.718012422360248,0.82888198757764,0.821428571428571,0
"43","Lowndes County","AL",2022,"G0100850","0500000US01085",1085,9936,0.002067762,1877923750,0.014038828,0.994099378881988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"44","Macon County","AL",2022,"G0100870","0500000US01087",1087,18437,0.003899813,1588201223,0.011872944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945031055900621,0,0,0,0,0,0,0,0,0,0,0.609627329192547,0.00031055900621118,0.827639751552795,0.983850931677019,0,0,0,0,0
"45","Madison County","AL",2022,"G0100890","0500000US01089",1089,367686,0.076465356,2104922571,0.015735807,0,0,0.990993788819876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972360248447205,0,0,0.777639751552795,0,0.83944099378882,0.812422360248447,0.89472049689441,0.817080745341615,0.77888198757764,0.830434782608696,0.78695652173913,0.459937888198758,0,0.758074534161491,0.901863354037267,0.859316770186335,0
"46","Marengo County","AL",2022,"G0100910","0500000US01091",1091,19138,0.003881205,2545107217,0.019026503,0.975776397515528,0,0.99472049689441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944409937888199,0,0,0,0,0,0,0,0,0,0.960869565217391,0.926086956521739,0.00031055900621118,0,0.675776397515528,0,0,0,0,0
"47","Marion County","AL",2022,"G0100930","0500000US01093",1093,29818,0.005881135,1925840592,0.014397041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994099378881988,0.995341614906832,0.00031055900621118,0.611490683229814,0.529503105590062,0,0,0,0,0
"48","Marshall County","AL",2022,"G0100950","0500000US01095",1095,96137,0.019444842,1614029565,0.012066029,0,0,0,0,0,0,0,0.974223602484472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835093167701863,0,0,0,0,0.947515527950311,0.961801242236025,0.00031055900621118,0.809006211180124,0.539130434782609,0,0,0,0,0
"49","Mobile County","AL",2022,"G0100970","0500000US01097",1097,413977,0.082962578,3259712874,0.024368693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953416149068323,0.93944099378882,0.947826086956522,0.819875776397516,0.865527950310559,0.961490683229814,0.953726708074534,0.819875776397516,0,0.772981366459627,0.922049689440994,0.871739130434783,0
"50","Monroe County","AL",2022,"G0100990","0500000US01099",1099,21006,0.004024872,2679079154,0.020028039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940683229813665,0,0,0,0,0,0,0,0,0,0.925465838509317,0.890372670807453,0.00031055900621118,0,0.895341614906832,0,0,0,0,0
"51","Montgomery County","AL",2022,"G0101010","0500000US01101",1101,226451,0.045835714,2071763041,0.015487916,0.925155279503106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891614906832298,0,0,0,0,0,0,0.92639751552795,0.886024844720497,0.962422360248447,0.849378881987578,0.807453416149068,0.854658385093168,0.940372670807453,0.900621118012422,0.862732919254658,0.788819875776398,0.928260869565217,0.883850931677019,0
"52","Morgan County","AL",2022,"G0101030","0500000US01103",1103,119352,0.024533008,1551532053,0.011598816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837267080745342,0,0,0.890683229813665,0.882298136645963,0.770186335403727,0.795962732919255,0.579813664596273,0,0.776708074534161,0,0,0
"53","Perry County","AL",2022,"G0101050","0500000US01105",1105,9104,0.00174121,1874838396,0.014015763,0.987577639751553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967701863354037,0,0,0,0,0,0,0,0,0,0.999378881987578,0.998757763975155,0.00031055900621118,0.995962732919255,0.693167701863354,0,0,0,0,0
"54","Pickens County","AL",2022,"G0101070","0500000US01107",1107,20049,0.00384979,2305456065,0.017234939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954658385093168,0.965527950310559,0.00031055900621118,0.731366459627329,0,0,0,0,0,0
"55","Pike County","AL",2022,"G0101090","0500000US01109",1109,33274,0.006638287,1742984540,0.01303006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554037267080745,0.542857142857143,0.00031055900621118,0.954968944099379,0.948447204968944,0,0,0,0,0
"56","Randolph County","AL",2022,"G0101110","0500000US01111",1111,22732,0.004398845,1512901256,0.011310023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851863354037267,0.932608695652174,0.00031055900621118,0.577018633540373,0.715527950310559,0,0,0,0,0
"57","Russell County","AL",2022,"G0101130","0500000US01113",1113,57938,0.011744461,1676216915,0.012530924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966770186335404,0.950621118012422,0.00031055900621118,0.92888198757764,0.474844720496894,0,0.742236024844721,0.904658385093168,0.867391304347826,0
"58","St. Clair County","AL",2022,"G0101150","0500000US01115",1115,88929,0.018090812,1692191781,0.012650348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891304347826087,0,0,0,0,0.813354037267081,0,0,0,0,0.618012422360248,0.560248447204969,0.00031055900621118,0,0.336645962732919,0,0.713975155279503,0.822670807453416,0.819565217391304,0
"59","Shelby County","AL",2022,"G0101170","0500000US01117",1117,216350,0.044176542,2096567887,0.01567335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998447204968944,0,0,0,0,0,0,0.898136645962733,0,0,0,0,0.779503105590062,0,0,0,0,0.590993788819876,0.525465838509317,0.00031055900621118,0.589751552795031,0.364596273291925,0,0.787888198757764,0.930434782608696,0.885403726708075,0
"60","Sumter County","AL",2022,"G0101190","0500000US01119",1119,12595,0.002497561,2365534330,0.017684067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979192546583851,0.962111801242236,0.00031055900621118,0.777018633540373,0.982608695652174,0,0,0,0,0
"61","Talladega County","AL",2022,"G0101210","0500000US01121",1121,80244,0.016377616,1969221288,0.014721342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891925465838509,0,0,0,0,0.931366459627329,0,0,0,0,0.925155279503106,0.892857142857143,0.770496894409938,0.802795031055901,0.690993788819876,0,0.714906832298137,0,0,0
"62","Tallapoosa County","AL",2022,"G0101230","0500000US01123",1123,40450,0.008260641,1984589002,0.014836227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998447204968944,0.92360248447205,0,0,0,0,0,0,0,0,0,0.965217391304348,0.97360248447205,0.00031055900621118,0.750621118012422,0.735093167701863,0,0,0,0,0
"63","Tuscaloosa County","AL",2022,"G0101250","0500000US01125",1125,208854,0.044809837,3499683924,0.026162649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992546583850932,0,0.882608695652174,0,0,0,0,0.840372670807453,0,0.840683229813665,0.789751552795031,0.899068322981366,0.874223602484472,0.845962732919255,0.00031055900621118,0.867391304347826,0.837267080745342,0,0.818012422360248,0,0,0
"64","Walker County","AL",2022,"G0101270","0500000US01127",1127,63802,0.013044866,2085441184,0.01559017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995031055900621,0,0,0.977329192546584,0,0,0,0,0,0,0,0.928571428571429,0.895031055900621,0.758695652173913,0.73944099378882,0.578260869565217,0,0,0,0,0
"65","Washington County","AL",2022,"G0101290","0500000US01129",1129,16336,0.003116249,2819373050,0.021076837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950931677018634,0,0,0,0,0,0,0,0,0,0.798757763975155,0.748136645962733,0.00031055900621118,0.667080745341615,0,0,0,0,0,0
"66","Wilcox County","AL",2022,"G0101310","0500000US01131",1131,10552,0.002138194,2350132739,0.017568929,0.985403726708075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963354037267081,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.972049689440994,0,0,0,0,0
"67","Winston County","AL",2022,"G0101330","0500000US01133",1133,23712,0.0047322,1636531344,0.012234246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922981366459627,0.933229813664596,0.00031055900621118,0,0.319254658385093,0,0,0,0,0
"68","Aleutians East Borough","AK",2022,"G0200130","0500000US02013",2013,3389,0.004632102,18213394664,0.012073808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999068322981366,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0.981055900621118,0,0,0,0
"69","Aleutians West Census Area","AK",2022,"G0200160","0500000US02016",2016,5708,0.007134986,11408044519,0.007562486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999378881987578,0.999378881987578,0,0,0.994099378881988,0,0,0,0,0,0,0.00031055900621118,0,0,0.977950310559006,0,0,0,0
"70","Anchorage Municipality","AK",2022,"G0200200","0500000US02020",2020,292090,0.397506084,4483661050,0.002972256,0,0,0.980745341614907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996273291925466,0,0.993788819875776,0,0,0,0.909006211180124,0.957142857142857,0.904658385093168,0.911801242236025,0.722981366459627,0.931055900621118,0.97639751552795,0.643788819875776,0.864596273291925,0.996273291925466,0.886645962732919,0.969875776397516,0.998136645962733
"71","Bethel Census Area","AK",2022,"G0200500","0500000US02050",2050,18263,0.025156566,1.08e+11,0.071675318,0.992236024844721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98944099378882,0,0,0,0,0,0,0,0,0,0,0.788509316770186,0.999378881987578,0,0.897826086956522,0,0,0,0.00031055900621118,0.766149068322981,0.55,0.995962732919255,0,0,0,0
"72","Bristol Bay Borough","AK",2022,"G0200600","0500000US02060",2060,739,0.001153609,1317267248,0.000873227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0.998447204968944,0,0,0,0
"73","Chugach Census Area","AK",2022,"G0200630","0500000US02063",2063,6495,0.009531885,25224578770,0.01672158,0.995341614906832,0,0,0,0,0.998757763975155,0,0,0,0,0,0,0,0.999068322981366,0,0,0,0,0,0,0,0,0.999689440993789,0,0,0,0,0.97360248447205,0,0,0,0,0,0.00031055900621118,0,0,0.973913043478261,0,0,0,0
"74","Copper River Census Area","AK",2022,"G0200660","0500000US02066",2066,2894,0.003580401,65170097472,0.043201791,0,0,0,0,0,0.999689440993789,0,0,0,0,0,0,0,0.999378881987578,0,0,0,0,0,0,0,0,1,0,0,0,0,0.977639751552795,0,0,0,0,0,0.00031055900621118,0,0,0.98944099378882,0,0,0,0
"75","Denali Borough","AK",2022,"G0200680","0500000US02068",2068,2502,0.002971665,32806115917,0.021747443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97888198757764,0,0,0,0,0,0.00031055900621118,0,0,0.917080745341615,0,0,0,0
"76","Dillingham Census Area","AK",2022,"G0200700","0500000US02070",2070,4934,0.006656693,48988552685,0.032474913,0.993788819875776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999689440993789,0,0,0,0,0,0.992857142857143,0,0,0.989751552795031,0,0,0,0
"77","Fairbanks North Star Borough","AK",2022,"G0200900","0500000US02090",2090,98455,0.132004712,19256425531,0.012765242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984782608695652,0,0,0,0,0,0,0,0,0,0.837577639751553,0,0,0,0.00031055900621118,0,0.63695652173913,0,0.91583850931677,0,0,0.933540372670807
"78","Haines Borough","AK",2022,"G0201000","0500000US02100",2100,2547,0.002850733,6172768063,0.004091979,0.997515527950311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996894409937888,0,0,0.997204968944099,0,0,0,0
"79","Hoonah-Angoon Census Area","AK",2022,"G0201050","0500000US02105",2105,2135,0.003161895,17048278837,0.011301444,0.998136645962733,0,0,0,0,0,0,0,0,0,0,0,0,0.999689440993789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0.990683229813665,0,0,0,0
