"","county","state","year","GISJOIN","GEO_ID","FIPS","total_county_pop","state_pop_shr","county_area","state_area_shr","ag_reconnect","airport_infrastructure","airport_terminal","asap","bridge","buses","capital_investment","clean_school_bus","doe_nuclear","doi_aging_infra","doi_rural_water","doi_water_recycle","doi_water_storage","ferry_rural_comms","fra_rail_cross","fs_wildfire","fta_rail_vehicle","indian_water","infra","low_no_emission","natural_gas","ntia_middle_mile","ports","raise","reconnect_community","rural_surface","safe_streets","tribal_broadband","cdbg_entitlement","coc","home","public_hsg","public_hsg_cap","elderly","hcv","s8_project","fy_2022_ttp","fta_5307_5340","fta_5310","fta_5339","fta_5337_combined"
"740","Knox County","IN",2022,"G1800830","0500000US18083",18083,36833,0.005385894,1356877726,0.014477166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913354037267081,0.920807453416149,0.00031055900621118,0.884782608695652,0.908385093167702,0,0,0,0,0
"741","Kosciusko County","IN",2022,"G1800850","0500000US18085",18085,79156,0.011871865,1435871159,0.015319984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880124223602484,0,0,0,0,0,0,0.00031055900621118,0.708695652173913,0.336024844720497,0,0,0,0,0
"742","LaGrange County","IN",2022,"G1800870","0500000US18087",18087,39537,0.00593734,1001554677,0.010686057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.401552795031056,0,0,0,0,0
"743","Lake County","IN",2022,"G1800890","0500000US18089",18089,485983,0.073455788,1305709794,0.013931231,0,0,0,0,0,0,0.999378881987578,0,0,0,0,0,0,0,0.994409937888199,0,0,0,0,0,0,0,0,0.965217391304348,0,0,0.844409937888199,0,0.987267080745342,0.776086956521739,0.968633540372671,0.785093167701863,0.856521739130435,0.95527950310559,0.844099378881988,0.792857142857143,0,0.971739130434783,0.984782608695652,0.992857142857143,0.996894409937888
"744","LaPorte County","IN",2022,"G1800910","0500000US18091",18091,110026,0.016616553,1563892518,0.016685904,0,0,0,0,0,0,0.998757763975155,0.890062111801242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956521739130435,0,0,0.578571428571429,0.558074534161491,0.00031055900621118,0.733540372670807,0.950310559006211,0,0.801552795031056,0,0,0
"745","Lawrence County","IN",2022,"G1800930","0500000US18093",18093,45552,0.006685043,1170490371,0.012488512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654037267080745,0.660869565217391,0.00031055900621118,0.669875776397515,0.720807453416149,0,0,0,0,0
"746","Madison County","IN",2022,"G1800950","0500000US18095",18095,129486,0.019260917,1173016928,0.012515469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921428571428571,0,0.91583850931677,0.566149068322981,0.515527950310559,0.863354037267081,0.909316770186335,0.668944099378882,0,0.813975155279503,0.812111801242236,0.811180124223603,0
"747","Marion County","IN",2022,"G1800970","0500000US18097",18097,957337,0.143607343,1043787848,0.011136663,0,0,0,0,0,0.991304347826087,0.988509316770186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990683229813665,0,0,0,0.99472049689441,0,0,0,0.950621118012422,0.954347826086957,0.974223602484472,0.493167701863354,0.494099378881988,0.89472049689441,0.939130434782609,0.984782608695652,0,0.8,0.899068322981366,0.880434782608696,0
"748","Marshall County","IN",2022,"G1800990","0500000US18099",18099,46336,0.006839383,1164828450,0.012428102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91832298136646,0,0,0,0,0,0,0.982608695652174,0,0.458695652173913,0,0,0,0,0
"749","Martin County","IN",2022,"G1801010","0500000US18101",18101,10169,0.001464154,881648955.3,0.009406727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"750","Miami County","IN",2022,"G1801030","0500000US18103",18103,35684,0.005347087,977431473.9,0.010428676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985403726708075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572670807453416,0.629813664596273,0.00031055900621118,0.692857142857143,0.570186335403727,0,0.701242236024845,0,0,0
"751","Monroe County","IN",2022,"G1801050","0500000US18105",18105,147318,0.020764619,1065317664,0.011366375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995031055900621,0,0,0,0,0,0,0,0,0.897826086956522,0.957453416149068,0.953105590062112,0.598447204968944,0.566459627329193,0.806211180124224,0.915527950310559,0.669254658385093,0,0.949068322981366,0,0,0
"752","Montgomery County","IN",2022,"G1801070","0500000US18107",18107,38295,0.005623624,1309098727,0.013967389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0.849068322981366,0.753416149068323,0,0,0,0,0
"753","Morgan County","IN",2022,"G1801090","0500000US18109",18109,70141,0.01057479,1060414806,0.011314064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882298136645963,0,0,0,0.00031055900621118,0,0.816770186335404,0,0.76832298136646,0.870496894409938,0.862422360248447,0
"754","Newton County","IN",2022,"G1801110","0500000US18111",18111,13981,0.002053666,1044889341,0.011148415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.314285714285714,0,0,0,0,0
"755","Noble County","IN",2022,"G1801130","0500000US18113",18113,47640,0.00700498,1081146022,0.011535255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597826086956522,0.656832298136646,0.00031055900621118,0,0.739130434782609,0,0,0,0,0
"756","Ohio County","IN",2022,"G1801150","0500000US18115",18115,5890,0.000878492,226496880.2,0.002416602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"757","Orange County","IN",2022,"G1801170","0500000US18117",18117,19552,0.002925641,1057212175,0.011279893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.813975155279503,0,0,0,0,0
"758","Owen County","IN",2022,"G1801190","0500000US18119",18119,20854,0.003151967,1004478044,0.010717248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.420496894409938,0,0,0,0,0
"759","Parke County","IN",2022,"G1801210","0500000US18121",18121,16912,0.002416705,1165477110,0.012435023,0,0,0,0,0,0,0,0.940062111801242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.580434782608696,0,0,0,0,0
"760","Perry County","IN",2022,"G1801230","0500000US18123",18123,19091,0.002836622,1000539619,0.010675227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754347826086956,0.878571428571429,0.00031055900621118,0.76832298136646,0.556832298136646,0,0,0,0,0
"761","Pike County","IN",2022,"G1801250","0500000US18125",18125,12364,0.001810011,883430271.4,0.009425733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.520807453416149,0,0,0,0,0
"762","Porter County","IN",2022,"G1801270","0500000US18127",18127,169482,0.02552871,1087975805,0.011608125,0,0,0,0,0,0,0,0.888509316770186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861180124223602,0,0,0,0.00031055900621118,0,0.620186335403727,0,0.975776397515528,0.988198757763975,0.99472049689441,0.997204968944099
"763","Posey County","IN",2022,"G1801290","0500000US18129",18129,25480,0.003747552,1086807496,0.01159566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556521739130435,0.596894409937888,0.00031055900621118,0.787577639751553,0.339130434782609,0,0.730434782608696,0.844099378881988,0.835093167701863,0
"764","Pulaski County","IN",2022,"G1801310","0500000US18131",18131,12482,0.001850892,1125437611,0.012007823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"765","Putnam County","IN",2022,"G1801330","0500000US18133",18133,37419,0.005456398,1250171717,0.013338669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0.720186335403727,0.625155279503106,0,0,0,0,0
"766","Randolph County","IN",2022,"G1801350","0500000US18135",18135,24694,0.003655719,1174077079,0.01252678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0.714596273291925,0.483850931677019,0,0.712422360248447,0,0,0
"767","Ripley County","IN",2022,"G1801370","0500000US18137",18137,28457,0.004288482,1160474649,0.012381649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.48416149068323,0,0,0,0,0
"768","Rush County","IN",2022,"G1801390","0500000US18139",18139,16632,0.002474472,1057907726,0.011287315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.79223602484472,0,0,0,0,0
"769","St. Joseph County","IN",2022,"G1801410","0500000US18141",18141,270881,0.040295556,1194982970,0.012749835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946894409937888,0,0,0.802484472049689,0,0.958385093167702,0.874534161490683,0.954347826086957,0.82888198757764,0.763664596273292,0.93167701863354,0.886024844720497,0.875465838509317,0.864285714285714,0.881055900621118,0.927639751552795,0.884472049689441,0.961490683229814
"770","Scott County","IN",2022,"G1801430","0500000US18143",18143,23785,0.003597804,499215261.1,0.005326362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990993788819876,0,0.779192546583851,0,0,0,0,0
"771","Shelby County","IN",2022,"G1801450","0500000US18145",18145,44559,0.006639423,1069034147,0.011406028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917701863354037,0,0,0,0,0,0,0.00031055900621118,0,0.643167701863354,0,0.702795031055901,0.810248447204969,0.80776397515528,0
"772","Spencer County","IN",2022,"G1801470","0500000US18147",18147,20364,0.002954821,1039903442,0.011095218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740683229813665,0.781987577639752,0.00031055900621118,0,0.324844720496894,0,0,0,0,0
"773","Starke County","IN",2022,"G1801490","0500000US18149",18149,22996,0.003447464,808608969.6,0.008627429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924534161490683,0,0,0,0,0,0,0
"774","Steuben County","IN",2022,"G1801510","0500000US18151",18151,34591,0.005092174,835184029.8,0.008910971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824223602484472,0.795341614906832,0.00031055900621118,0,0.473291925465839,0,0,0,0,0
"775","Sullivan County","IN",2022,"G1801530","0500000US18153",18153,20647,0.003082944,1176154652,0.012548947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927018633540373,0.931055900621118,0.00031055900621118,0,0,0,0,0,0,0
"776","Switzerland County","IN",2022,"G1801550","0500000US18155",18155,10727,0.001461932,579057556.5,0.006178237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"777","Tippecanoe County","IN",2022,"G1801570","0500000US18157",18157,193302,0.02754431,1303394241,0.013906526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88695652173913,0.873291925465839,0.97111801242236,0,0,0.799068322981366,0.81055900621118,0.886024844720497,0,0.961490683229814,0,0,0
"778","Tipton County","IN",2022,"G1801590","0500000US18159",18159,15154,0.002264736,674865681.4,0.007200459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0.701863354037267,0,0,0
"779","Union County","IN",2022,"G1801610","0500000US18161",18161,7140,0.001051347,427806957.3,0.004564473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"780","Vanderburgh County","IN",2022,"G1801630","0500000US18163",18163,181548,0.026616198,613462268.9,0.006545317,0,0,0.988509316770186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979503105590062,0.905590062111801,0.966770186335404,0,0,0.00031055900621118,0.917391304347826,0.853726708074534,0,0.820496894409938,0.962422360248447,0.907453416149068,0
"781","Vermillion County","IN",2022,"G1801650","0500000US18165",18165,15485,0.002292434,673170358.7,0.007182371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"782","Vigo County","IN",2022,"G1801670","0500000US18167",18167,107305,0.015778053,1063061536,0.011342303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976708074534162,0.783850931677019,0.96583850931677,0.914285714285714,0.86832298136646,0.926708074534161,0.798136645962733,0.741614906832298,0,0.856832298136646,0,0,0
"783","Wabash County","IN",2022,"G1801690","0500000US18169",18169,31198,0.004609455,1090322324,0.011633161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.761801242236025,0,0,0,0,0
"784","Warren County","IN",2022,"G1801710","0500000US18171",18171,8219,0.001248641,948986799.5,0.010125186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"785","Warrick County","IN",2022,"G1801730","0500000US18173",18173,62608,0.009416649,1012817862,0.01080623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0.757142857142857,0.877950310559006,0.861490683229814,0
"786","Washington County","IN",2022,"G1801750","0500000US18175",18175,27942,0.004151028,1337973222,0.014275465,0,0,0,0,0,0,0,0.923913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"787","Wayne County","IN",2022,"G1801770","0500000US18177",18177,66176,0.009862931,1047241502,0.011173512,0,0,0,0,0,0,0,0.952795031055901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807142857142857,0.774844720496894,0.904347826086957,0.678571428571429,0.935403726708074,0,0,0,0,0
"788","Wells County","IN",2022,"G1801790","0500000US18179",18179,28010,0.004162581,958937757.2,0.010231358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994099378881988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.665217391304348,0,0,0,0,0
"789","White County","IN",2022,"G1801810","0500000US18181",18181,24163,0.003642684,1317473177,0.01405674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.506521739130435,0,0,0,0,0
"790","Whitley County","IN",2022,"G1801830","0500000US18183",18183,33899,0.005043147,875194514.9,0.009337862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888509316770186,0,0,0,0,0,0,0.892857142857143,0,0.354347826086957,0,0.703105590062112,0.811490683229814,0.809627329192547,0
"791","Adair County","IA",2022,"G1900010","0500000US19001",19001,7048,0.002339978,1477002146,0.010134105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.554968944099379,0,0,0,0,0
"792","Adams County","IA",2022,"G1900030","0500000US19003",19003,3633,0.001162911,1102054103,0.007561487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988509316770186,0,0,0,0,0,0,0,0,0,0.869254658385093,0.872670807453416,0.00031055900621118,0,0,0,0,0,0,0
"793","Allamakee County","IA",2022,"G1900050","0500000US19005",19005,13761,0.004425166,1706209762,0.01170676,0.96583850931677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0.96583850931677,0.347515527950311,0,0,0,0,0
"794","Appanoose County","IA",2022,"G1900070","0500000US19007",19007,12462,0.003872177,1337091614,0.009174142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868012422360248,0.83416149068323,0.00031055900621118,0.647826086956522,0.537577639751553,0,0,0,0,0
"795","Audubon County","IA",2022,"G1900090","0500000US19009",19009,5528,0.00177944,1148416867,0.007879594,0,0,0,0,0,0,0,0.952173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"796","Benton County","IA",2022,"G1900110","0500000US19011",19011,25558,0.008069605,1860554314,0.012765759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.61055900621118,0,0,0,0,0
"797","Black Hawk County","IA",2022,"G1900130","0500000US19013",19013,131813,0.041331324,1483231987,0.01017685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983540372670807,0,0,0.791304347826087,0,0.963664596273292,0,0.961490683229814,0.480745341614907,0.490683229813665,0.00031055900621118,0.86832298136646,0.652173913043478,0,0.879192546583851,0,0,0
"798","Boone County","IA",2022,"G1900150","0500000US19015",19015,26381,0.008405235,1485695200,0.01019375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0.722670807453416,0,0,0
"799","Bremer County","IA",2022,"G1900170","0500000US19017",19017,25032,0.007820791,1138052110,0.007808479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996894409937888,0,0,0,0.00031055900621118,0.769565217391304,0.459006211180124,0,0,0,0,0
"800","Buchanan County","IA",2022,"G1900190","0500000US19019",19019,21141,0.006479213,1484309730,0.010184244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.672360248447205,0,0,0,0,0
"801","Buena Vista County","IA",2022,"G1900210","0500000US19021",19021,19950,0.006518532,1502779914,0.010310973,0,0,0,0,0,0,0,0.935403726708074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951863354037267,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.469875776397516,0,0,0,0,0
"802","Butler County","IA",2022,"G1900230","0500000US19023",19023,14508,0.004536204,1506745800,0.010338184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"803","Calhoun County","IA",2022,"G1900250","0500000US19025",19025,9656,0.003133601,1481768572,0.010166809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972049689440994,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.566459627329193,0,0,0,0,0
"804","Carroll County","IA",2022,"G1900270","0500000US19027",19027,20150,0.006528912,1477022477,0.010134245,0,0,0,0,0,0,0,0.945652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951242236024845,0,0,0,0,0,0,0,0,0,0.529192546583851,0.517080745341615,0.77111801242236,0.972670807453416,0.352173913043478,0,0,0,0,0
"805","Cass County","IA",2022,"G1900290","0500000US19029",19029,12990,0.00413892,1463209494,0.01003947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963664596273292,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.388819875776398,0,0,0,0,0
"806","Cedar County","IA",2022,"G1900310","0500000US19031",19031,18475,0.005817388,1507184460,0.010341194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943167701863354,0,0,0,0,0,0,0.00031055900621118,0,0.330434782608696,0,0,0,0,0
"807","Cerro Gordo County","IA",2022,"G1900330","0500000US19033",19033,42672,0.013584076,1489549901,0.010220199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683229813664596,0.630434782608696,0.00031055900621118,0.920807453416149,0.681055900621118,0,0,0,0,0
"808","Cherokee County","IA",2022,"G1900350","0500000US19035",19035,11281,0.00365073,1494604549,0.01025488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96832298136646,0,0,0,0,0.822360248447205,0,0,0,0,0,0,0.00031055900621118,0,0.709006211180124,0,0,0,0,0
"809","Chickasaw County","IA",2022,"G1900370","0500000US19037",19037,11970,0.003781271,1309648275,0.008985846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"810","Clarke County","IA",2022,"G1900390","0500000US19039",19039,9383,0.003062512,1118098410,0.007671571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991304347826087,0,0,0,0,0,0,0
"811","Clay County","IA",2022,"G1900410","0500000US19041",19041,16138,0.005161854,1483006046,0.010175299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918012422360248,0,0,0,0.00031055900621118,0.986024844720497,0.907142857142857,0,0,0,0,0
"812","Clayton County","IA",2022,"G1900430","0500000US19043",19043,17527,0.00540186,2052991755,0.014086123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.33167701863354,0,0,0,0,0
"813","Clinton County","IA",2022,"G1900450","0500000US19045",19045,46734,0.014654823,1839345610,0.01262024,0,0,0,0,0,0,0,0.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88416149068323,0,0,0.873913043478261,0,0.599068322981366,0,0.00031055900621118,0.818944099378882,0.731055900621118,0,0,0,0,0
"814","Crawford County","IA",2022,"G1900470","0500000US19047",19047,16998,0.005207465,1851937629,0.012706637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95527950310559,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0.654658385093168,0,0,0,0,0
"815","Dallas County","IA",2022,"G1900490","0500000US19049",19049,90418,0.030387312,1532247989,0.010513162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822360248447205,0,0,0,0.00031055900621118,0,0.311490683229814,0,0.754968944099379,0.848136645962733,0.861801242236025,0
"816","Davis County","IA",2022,"G1900510","0500000US19051",19051,8977,0.002851759,1307565901,0.008971558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"817","Decatur County","IA",2022,"G1900530","0500000US19053",19053,7908,0.002427739,1381708060,0.009480267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690683229813665,0.704968944099379,0.00031055900621118,0,0.503105590062112,0,0,0,0,0
"818","Delaware County","IA",2022,"G1900550","0500000US19055",19055,17107,0.005507236,1499378951,0.010287638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947826086956522,0,0,0,0,0,0,0.00031055900621118,0,0.33695652173913,0,0,0,0,0
"819","Des Moines County","IA",2022,"G1900570","0500000US19057",19057,39227,0.012289366,1113111144,0.007637352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990062111801242,0,0,0,0,0.620807453416149,0.728260869565217,0.00031055900621118,0.843788819875776,0.827950310559006,0,0,0,0,0
"820","Dickinson County","IA",2022,"G1900590","0500000US19059",19059,17260,0.005516044,1046255487,0.007178638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0.748136645962733,0,0,0,0,0,0
"821","Dubuque County","IA",2022,"G1900610","0500000US19061",19061,97193,0.031042531,1596627000,0.010954883,0,0,0.987267080745342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959006211180124,0,0,0.833540372670807,0,0.96055900621118,0.860869565217391,0,0.569565217391304,0.53944099378882,0.00031055900621118,0.959006211180124,0.8,0,0.895962732919255,0,0,0
"822","Emmet County","IA",2022,"G1900630","0500000US19063",19063,9322,0.002967201,1042524547,0.007153039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"823","Fayette County","IA",2022,"G1900650","0500000US19065",19065,19604,0.006159624,1894161606,0.012996347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999689440993789,0,0,0,0,0,0,0.00031055900621118,0,0,0,0,0,0,0
"824","Floyd County","IA",2022,"G1900670","0500000US19067",19067,15713,0.004929713,1298496018,0.008909327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754968944099379,0.847826086956522,0.00031055900621118,0.868012422360248,0.313975155279503,0,0,0,0,0
