"","program","percent_poc_concentration","poverty_rate_concentration","med_hh_income_concentration","pop_density_concentration","access_to_car_concentration","age_over_64_concentration","age_under_18_concentration","airports_primary_concentration","annual_vehicle_mi_per_hh_concentration","avg_hh_person_trips_concentration","bridges_concentration","bridges_poor_condition_concentration","broadband_speed_concentration","capacity_environment_concentration","capacity_housing_concentration","capacity_transport_concentration","cnw_500_concentration","commute_time_concentration","contaminated_sites_concentration","diesel_pm_concentration","docks_concentration","employment_access_index_concentration","energy_cost_hh_concentration","freq_fatal_accidents_concentration","ghg_per_acre_concentration","green_commute_concentration","hh_int_access_concentration","highway_miles_concentration","homelessness_concentration","housing_cost_burden_concentration","housing_units_concentration","hud_202_concentration","hud_hcv_concentration","hud_pbs8_concentration","hud_ph_concentration","incomplete_kitchen_concentration","incomplete_plumbing_concentration","intercity_km_concentration","overcrowded_housing_concentration","ozone_concentration","permits_concentration","pm25_concentration","pub_transit_commute_concentration","pub_transit_stops_concentration","rail_transit_km_concentration","rr_freight_route_miles_concentration","rr_incident_killed_concentration","rr_incident_number_concentration","rr_pax_route_miles_concentration","stations_elevated_concentration","stations_subway_concentration","superfund_site_concentration","transport_costs_concentration","transport_trade_jobs_concentration","vacancy_rate_concentration","water_system_violations_concentration"
"13","buses",-0.0597780654265235,0.0597392628571829,-0.314251285851618,-0.0602678385355101,NA,NA,NA,NA,-0.37672161518875,-0.1158154096827,NA,NA,NA,NA,NA,-0.401362074831404,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351303601388992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114582024657839,0.634281051462519,NA,NA,NA,NA,NA,NA,NA,NA,-0.263116540440401,NA,NA,NA
"14","capital_investment",0.701343503581765,-0.840947000413244,-0.932627970551649,0.862097879721843,-0.0257646532638481,NA,NA,NA,-0.820921298654352,0.878018662691687,NA,NA,NA,NA,NA,-0.333819835958321,NA,1.57074567946217,NA,NA,NA,-0.917350469568823,NA,NA,NA,1.44842093504842,NA,-0.829345264014506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63567460970243,0.538398179834776,NA,NA,NA,NA,NA,NA,NA,NA,-0.937750584898816,NA,NA,NA
"15","carbon_capture_dem",0.12769346017245,0.260578316816538,-0.848356132596271,0.0672093219932228,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30110432051233,NA,NA,NA,NA,NA,-0.97264066013728,NA,0.299830112605128,0.249597778287949,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0143906840362786,NA,0.190609452471457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","cdbg_entitlement",0.0517416732147133,-0.160202882901954,-0.298830202756327,0.43019004551531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00694168538528039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277188494825771,0.218894620718115,0.00898703756857944,NA,NA,NA,0.228319360569156,-0.0972712377189322,-0.142689580515244,NA,0.255474262588893,NA,0.156616558621299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.322594947722903,NA
"17","charge_fuel_infra",1.4389003968821,0.581799838324042,0.497545370350182,-0.349937035816537,-0.349171522496342,NA,NA,NA,0.621137035779794,1.24971382467461,NA,NA,NA,NA,NA,0.346406882483893,NA,NA,NA,-0.196635644092477,NA,NA,0.111631594391344,NA,0.217900568976038,NA,NA,-0.8938374075603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12201023259912,NA,-0.671419109560374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727725043639362,-0.337552514810554,NA,NA
"18","clean_hydrogen",-1,1.31580778543008,1.26093947397612,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.159439629614239,NA,NA,NA,NA,NA,-1,NA,2.50181888917062,1.15254226920112,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-0.15393174781872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","clean_school_bus",-0.480525218555194,0.176478262791393,0.15814883582376,0.161851876216078,NA,NA,-0.192278235291278,NA,-0.136719808914236,NA,NA,NA,NA,-0.153608976990012,NA,0.0182816778669503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0996913881345531,NA,NA,NA
"20","climate_coasts",-0.322367187334044,0.369798508019721,0.360755103134304,-0.792325483973682,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683548098578334,NA,NA,-0.0576036809869274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","coc",0.211550311610892,-0.353007460457797,-0.514388973877067,0.563244333153765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.110383712204906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68971732558881,0.215963642724692,0.225760904858901,NA,NA,NA,NA,NA,NA,NA,0.339904951695142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.458775595955435,NA
"22","crisi",0.857535669698698,0.676144003363895,0.968685349892496,-0.0228262955705978,0.300598653225616,NA,NA,NA,0.911789408149534,0.537685157033778,NA,NA,NA,NA,NA,0.392151105780031,NA,0.0582449591075425,NA,NA,NA,NA,NA,0.926087426399513,NA,0.156885239288463,NA,0.482406290594219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218418319097628,1.07676119221146,0.0532285279641407,-0.153876712425032,-0.369944211611962,NA,NA,NA,1.06745673201684,-0.800266407326653,NA,NA
"23","culvert_restore",-0.969853017212527,0.289320098227117,0.363507035331807,-0.930911651841252,NA,NA,NA,NA,NA,NA,0.351344033681985,-0.502252473867709,NA,NA,NA,NA,-0.643782763908004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","dac_hubs",-1,2.83840930740855,2.96121717828802,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,-1,NA,2.97754461265316,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","dhs_flood",-0.194835968996638,0.848594207486506,0.407730046956658,-0.210170342145364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01593100743587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","doe_battery",-0.423848600139476,1.70093680944554,1.54919325509514,-0.926281911851771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493941733648528,-0.690170897377362,NA,1.95826764931407,1.33332591126641,NA,-0.759672449204096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-0.594871618260347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","doe_carbon_storage",-0.264250982089807,1.02307231466674,0.986369045847208,0.215004095664831,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.457416285430058,NA,NA,NA,NA,NA,-0.0422046999623439,NA,1.23925791213394,0.0783202176852351,NA,0.0180329599778846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.621566510978376,NA,0.46186829161506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","doe_grid_innovation",-0.679471505477159,-1,-0.674576473703697,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57438997790363,NA,NA,-1,NA,0.641936097711234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","doe_grid_resilience",0.155114438670287,0.402711648118346,0.533948033847264,0.174410588584508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320188526562239,NA,NA,-0.0977469229717136,NA,-0.757056601796847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.133523798773615,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","doe_hydrogen_electro",-0.366597706383774,-0.227283441394229,-0.385542587685007,0.123864933221014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00148303663355,NA,NA,NA,NA,NA,-0.670503879079099,NA,-0.757286984001204,-0.0796874007359886,NA,-0.123490702074678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.315632619823375,NA,0.0186809177356095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","doe_rural_energy",0.494167305238607,1.1532421274293,1.82662808200219,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0.191275205530067,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.733439486948068,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","doi_aging_infra",0.647870632431378,0.276080780052555,0.301272326579349,-0.831273757602576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.913934701697447
"33","doi_drought",1.22696544984998,0.525186575940016,0.595453369009851,-0.461449932343652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.999698841397439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.397117475368185
"34","doi_rural_water",-0.289557183602826,-0.298413460481634,0.405328793582979,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876690929800322,NA,NA,NA,NA,1.87186041316813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.638512202898177,NA,NA,NA,-0.283883557924555
"35","doi_water_recycle",1.67650254991675,-0.669270708692383,-0.690995826496993,-0.426076938918753,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.701665078182753,NA,NA,NA,NA,-0.71360344375318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.554330576639611,NA,NA,NA,-0.586130990820334
"36","doi_water_storage",1.35241274315724,0.251127088470639,0.215943252109413,0.606385273840116,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.952939276721951,NA,NA,NA,NA,-0.000647384220626268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.499312688158044,NA,NA,NA,-0.823322411915979
"37","dot_tc",-0.0644947273077668,0.776676219671344,0.913234688913307,-0.699365856762677,-0.205880805406726,NA,NA,NA,0.786619737208155,-0.449820557738516,0.968995546814098,-0.00513259485761275,NA,NA,NA,-0.520745414761854,NA,-0.564314974696839,NA,-0.19555057027898,NA,1.2694853154399,NA,0.483495690066471,-0.266254963106023,0.0622796593581996,NA,0.288836368960506,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341307953636817,NA,-0.503412351449734,NA,-0.276858248769251,-0.231500666707087,0.379185722562663,-0.314729762568466,0.899782115480697,0.233197792535181,0.383822454359692,0.536135887571809,-0.755638682930634,-0.515214357117646,NA,0.914492276660048,-0.626081024465566,NA,NA
"38","elderly",-0.0998622182531188,-0.284617657340588,-0.317960213307684,0.736337952666583,NA,-0.128505611864651,NA,NA,NA,NA,NA,NA,NA,NA,-0.164183436298753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529929482732979,0.335726757899902,-0.190219980160022,1.04681431937489,NA,NA,NA,-0.240860390217647,-0.257219722173075,NA,0.318830839928278,NA,0.0584320162228555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.256484928490541,NA
"39","epa_great_lakes",-1,-0.466201788740246,-0.965085186107582,0.0329733974929494,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.462256463419596,NA,NA,-0.950805655557426,NA,2.8715257285477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144640469522646
"40","ferry_rural_comms",-0.0814005432350802,-0.675417437884398,-0.665032590885126,1.37842244256631,NA,NA,NA,NA,NA,0.647752673459357,NA,NA,NA,NA,NA,-0.139189167005641,0.314959238564264,NA,NA,NA,1.65227369861393,0.189554455603719,NA,NA,NA,2.00156447679205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75676479605369,-0.0147333354832063,NA,NA,NA,NA,NA,NA,NA,NA,-0.848835778530792,NA,NA,NA
"41","fhwa_carbon",0.062096059389477,-0.170953772580915,-0.240309372882329,0.120148096566836,NA,NA,NA,NA,NA,0.074146558038386,NA,NA,NA,0.0189094394861258,NA,-0.0148576508303887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14756246332615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","fhwa_protect_comp",-0.488432785854384,-0.303424450466314,-0.717758479322779,-0.0775722659498485,NA,NA,NA,NA,NA,0.0449599497637092,NA,-0.156964847645481,NA,-0.123036175770231,NA,-0.059942228049687,NA,NA,NA,NA,0.193323563873933,NA,NA,NA,NA,NA,NA,-0.023654566403254,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38816526507494,NA,NA,NA,NA,0.139079032920101,NA,0.340613665633178,-0.171637707507201,NA,NA,-0.116533057475288,NA,NA,NA,NA,0.115688953977543,NA,NA
"43","fhwa_stp",0.164067344264187,-0.321081361547026,-0.435772787764408,0.302071586490952,0.151957025731127,NA,NA,NA,-0.490386468787517,0.156066657535177,NA,NA,NA,NA,NA,-0.0372791743267662,NA,0.164577242696492,NA,NA,NA,NA,NA,-0.379230936041623,NA,0.173126273390191,NA,-0.36666102288619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239897317573209,0.194765933110904,NA,NA,NA,NA,NA,NA,NA,NA,-0.500786859732087,NA,NA,NA
"44","fhwa_tap",0.177078634299854,-0.286344574528456,-0.420960117413593,0.251365544154804,0.0562654634658277,NA,NA,NA,-0.500144854650764,0.106333296021337,-0.464430670340642,-0.113607802670314,NA,NA,NA,-0.051086832777604,NA,0.154266552311721,-0.133465506009275,0.28607921068816,NA,NA,NA,-0.342566547843,0.171589247808791,0.101139357118045,NA,-0.386557938709331,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0973437360939853,NA,0.237620612063318,NA,0.352743983633553,0.16005097598444,0.168451453400698,0.163478952262798,NA,NA,NA,NA,0.279155383204234,0.222595453543303,NA,NA,NA,NA,NA
"45","fra_intercity_rail",0.087507085756098,-0.514759961054042,-0.66615664217016,1.30653068024809,1.49441029556857,NA,NA,NA,-0.248868315524354,0.761442568008998,NA,NA,NA,NA,NA,1.3318993380297,NA,1.51606768499072,NA,NA,NA,NA,NA,-0.255924539714959,NA,1.33989148341797,NA,-0.881414424413319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73847251221986,-0.662815093584134,-0.652283797655458,-0.653095457870585,-0.392638407052893,NA,NA,NA,-0.264406690167356,-0.741088471228606,NA,NA
"46","fra_rail_cross",0.246249995252891,-0.168285709450843,-0.121024148740822,-0.0212773497713797,NA,NA,NA,NA,NA,0.273179144115548,NA,NA,NA,NA,NA,-0.26941480311557,NA,NA,NA,NA,NA,NA,NA,0.149595380283344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.387908596208182,1.12237794429087,0.867482559193367,1.3902268339504,0.168572672827761,NA,NA,NA,NA,NA,NA,NA
"47","fs_wildfire",-0.408309792771525,1.43965799948356,1.68590835266992,-0.991506880483104,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.426678188439482,NA,NA,NA,NA,NA,-0.864331330202262,NA,NA,NA,NA,-0.872591684224205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.866393588128142,NA,-0.918872733406814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","fta_5307_5340",0.00326405459152057,-0.496963637577989,-0.590609751221854,0.937921244227121,1.00811758895773,NA,NA,NA,-0.598097128417275,0.495589937295232,NA,NA,NA,NA,NA,-0.22881168312118,NA,0.983081681371337,NA,NA,NA,-0.634389500802356,NA,NA,NA,1.01748432239294,NA,-0.404024533317275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13146881414866,0.330504656021417,NA,NA,NA,NA,NA,NA,NA,NA,-0.618594736744449,NA,NA,NA
"49","fta_5310",0.131368318186308,-0.255105584287645,-0.375543165130533,0.310808815477708,NA,-0.168162753489828,NA,NA,-0.55452933958085,0.124357463578227,NA,NA,NA,NA,NA,-0.0518427410889167,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244633362726273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317353438811012,0.175445723747852,NA,NA,NA,NA,NA,NA,NA,NA,-0.512221605980957,NA,NA,NA
"50","fta_5337_combined",0.0260715302565537,-0.857634593688531,-0.920841146416341,1.78532634026476,1.86161164834844,NA,NA,NA,-0.871687380831003,0.812903587401755,NA,NA,NA,NA,NA,-0.534337584159279,NA,1.90144629916695,NA,NA,NA,-0.966564725416431,NA,NA,NA,1.92813278354211,NA,-0.628479176568808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15569335044366,0.516456115495764,2.16338265275573,NA,NA,NA,NA,NA,NA,NA,-0.956223013756008,NA,NA,NA
"51","fta_5339",0.351054322084192,-0.413160248290939,-0.576459656105945,0.57606685627646,NA,NA,NA,NA,-0.63525550939168,0.380357858382209,NA,NA,NA,NA,NA,-0.137860459603314,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603839290576293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.695112222776506,0.292782600035114,NA,NA,NA,NA,NA,NA,NA,NA,-0.64031006348853,NA,NA,NA
"52","fta_rail_vehicle",-0.791081595075889,-0.419615821607487,-0.613961704888144,1.29108938521178,NA,NA,NA,NA,NA,-0.849201717692124,NA,NA,NA,NA,NA,-0.257329069013212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43865978916275,1.57400947506986,-0.285567563397332,NA,NA,0.649261008716898,NA,NA,NA,NA,NA,NA,NA
"53","grrp_comp",-0.828489250140095,0.95625493659432,0.844052563968608,0.178788904620434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.118695373960265,NA,NA,NA,NA,-0.509552969779841,NA,NA,-0.658074498256822,NA,-0.448801333702464,NA,NA,NA,NA,-1,-0.824167417650901,1.3844751660157,1.00801954316448,1.47508044005826,0.143531579815801,NA,NA,NA,NA,-0.229882630840765,NA,-0.821664371680383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
