"","GEOID","NAME","county","state","percent_rank_percent_poc","percent_rank_poverty_rate","percent_rank_pop_density","percent_rank_med_hh_income","percent_rank_broadband_speed","percent_rank_hh_int_access","percent_rank_transport_costs","percent_rank_annual_vehicle_mi_per_hh","percent_rank_employment_access_index","percent_rank_commute_time","percent_rank_freq_fatal_accidents","percent_rank_pub_transit_commute","percent_rank_green_commute","percent_rank_pub_transit_stops","percent_rank_avg_hh_person_trips","percent_rank_access_to_car","percent_rank_highway_miles","percent_rank_ghg_per_acre","percent_rank_ozone","percent_rank_pm25","percent_rank_diesel_pm","percent_rank_contaminated_sites","percent_rank_superfund_site","percent_rank_water_system_violations","percent_rank_energy_cost_hh","percent_rank_housing_cost_burden","percent_rank_overcrowded_housing","percent_rank_vacancy_rate","percent_rank_homelessness","percent_rank_incomplete_plumbing","percent_rank_incomplete_kitchen","percent_rank_housing_units","percent_rank_permits","percent_rank_transport_trade_jobs","percent_rank_capacity_housing","percent_rank_capacity_environment","percent_rank_capacity_transport","percent_rank_airports_primary","percent_rank_bridges","percent_rank_bridges_poor_condition","percent_rank_docks","percent_rank_rr_freight_route_miles","percent_rank_rr_pax_route_miles","percent_rank_rr_incident_number","percent_rank_rr_incident_killed","percent_rank_hud_pbs8","percent_rank_hud_hcv","percent_rank_hud_202","percent_rank_hud_ph","percent_rank_stations_elevated","percent_rank_stations_subway","percent_rank_intercity_km","percent_rank_rail_transit_km","percent_rank_cnw_500","percent_rank_age_under_18","percent_rank_age_over_64"
"1","01001","Autauga County, Alabama","Autauga County","Alabama",0.619062402980441,0.586463831108351,0.68425954672462,0.329503105590062,0.125116423470972,0.336851909344924,0.347867600254615,0.361871419478039,0.312122176264715,0.440546414157094,0.412604781123875,0.625271654765601,0.174790437752251,0,0.801210576616757,0.472834523439925,0.293668469615018,0.714649681528662,0.655727155727156,0.974259974259974,0.818266542404473,0.23533064265756,0,0.130708661417323,0.360136603539274,0.305805650419124,0.777708786091276,0.173238124805961,0.51201771030993,0.473765911207699,0.410742005588327,0.757839180378764,0.196001311045559,0.246184472461845,0.668791839336946,0.35384124960153,0.758049091488683,0,0.243716194718422,0.31296,0,0.51543111676742,0,0.660197263760738,0,0.31884507916796,0.374417882645141,0,0.544240918969264,0,0,0,0,0.902825209562248,0.716858118596709,0.178826451412605
"2","01003","Baldwin County, Alabama","Baldwin County","Alabama",0.489599503259857,0.169823036324123,0.754113629307668,0.238819875776398,0.362620304253337,0.204594846321018,0.225015913430936,0.508911521323997,0.34043907095132,0.649177274138466,0.42409189692642,0.228500465693884,0.164855634895995,0,0.365721567378146,0.130394287488358,0.0722239898186446,0.582484076433121,0.557271557271557,0.756435006435006,0.693072382727555,0.466935734244024,0,0.166929133858268,0.0918969264203663,0.580254579323192,0.712822104936355,0.834212977336231,0.558507273877293,0.160509158646383,0.169512573734865,0.227879540515368,0.0180268764339561,0.419376244193762,0.460312400382531,0.192221868026777,0.406120497290405,0,0.194082087177856,0.19328,0.883550747693287,0.200127266942412,0,0.388164174355711,0.680878141902641,0.345544861844148,0.317913691400186,0.802545793231916,0.440856876746352,0,0,0,0,0.837007140639553,0.435579012728966,0.65010866190624
"3","01005","Barbour County, Alabama","Barbour County","Alabama",0.874883576529028,0.945979509469109,0.361067991307047,0.933540372670807,0.564420987271034,0.931698230363241,0.924252068746022,0.267027371101209,0.645879732739421,0.682396771189072,0.727413846631481,0.260478112387457,0.396150263893201,0,0.112456196240841,0.927972679292145,0.525930639516386,0.365286624203822,0.526383526383526,0.882882882882883,0.309412861136999,0,0,0.191181102362205,0.816516609748525,0.715305805650419,0.705991927972679,0.724930145917417,0.142314990512334,0.567215150574356,0.396150263893201,0.422850046569388,0.828908554572271,0.520570670205707,0.112209116990756,0.221549250876634,0.453299330570609,0,0.658288259624562,0.28288,0,0.409799554565702,0,0.384664333439389,0,0.803787643588947,0.910586774293698,0,0.971747904377522,0,0,0,0,0.771499534306116,0.346476249611922,0.519093449239367
"4","01007","Bibb County, Alabama","Bibb County","Alabama",0.614095001552313,0.743557901272897,0.423470971747904,0.533850931677019,0.9009624340267,0.681465383421298,0.283259070655633,0.712921705919796,0.615335666560611,0.968022353306427,0.695436199937908,0,0.0142812791058677,0,0.434533290856961,0.651350512263272,0.654788418708241,0.212420382165605,0.922779922779923,0.951093951093951,0.50201926063995,0,0,0.0604724409448819,0.792300527786402,0.853151195280969,0.684880471903136,0.687985097795716,0.160974067046173,0.876746352064576,0.7708786091276,0.823346786712201,0.750901343821698,0.410749834107498,0.826585910105196,0.917118265859101,0.814791201785145,0,0.549156856506522,0,0,0.570155902004454,0.86032453070315,0.526248806872415,0,0.454206768084446,0,0,0.624961192176343,0,0,0.865569698851288,0,0,0.308289351133188,0.264514126047811
"5","01009","Blount County, Alabama","Blount County","Alabama",0.406395529338715,0.495187829866501,0.674324743868364,0.637577639751553,0.611300838248991,0.495808755045017,0.283259070655633,0.626352641629535,0.565065224307986,0.984166407947842,0.764979819931698,0.308289351133188,0.0288730208009935,0,0.589359668684294,0.422229121390872,0.351574928412345,0.235668789808917,0.867438867438867,0.907335907335907,0.614787200994098,0.232846941943496,0,0.171338582677165,0.656007451102142,0.627755355479665,0.550760633343682,0.35299596398634,0.0316255534471853,0.491151816206147,0.701645451723067,0.776777398323502,0.872828580793183,0.195753151957532,0.682817978960791,0.784826267134205,0.740516416958878,0,0.357620108176901,0.6608,0,0.24880687241489,0,0,0,0.368208630859981,0.290282520956225,0,0.730208009934803,0,0,0,0,0,0.658491151816206,0.405774604160199
"6","01011","Bullock County, Alabama","Bullock County","Alabama",0.957466625271655,0.950636448307979,0.240918969264204,0.941304347826087,0.959018938217945,0.950946910897237,0.974856779121579,0.86569064290261,0.724148902322622,0.938528407326917,0.970506054020491,0,0.782055262340888,0,0.0426887543803759,0.942874883576529,0.85141584473433,0.154458598726115,0.481660231660232,0.906048906048906,0.253494874184529,0,0,0.0948031496062992,0.864948773672772,0.967090965538653,0,0.78174479975163,0.919671094244149,0.610058987891959,0.534616578702266,0.602918348339025,0.973779088823337,0.0378234903782349,0.773669110615237,0.995855913292955,0.570608861970035,0,0.827235125676106,0.15488,0,0,0,0,0,0,0.999068612232226,0,0,0,0,0,0,0,0.556969885128842,0.238124805960882
"7","01013","Butler County, Alabama","Butler County","Alabama",0.847873331263583,0.79726792921453,0.336230984166408,0.753105590062112,0.765911207699472,0.747593914933251,0.836728198599618,0.922978994271165,0.71174037543748,0.644209872710338,0.923626203042533,0.42098727103384,0.0316671841043154,0,0.188276521185091,0.470971747904378,0.639834552974865,0.330573248407643,0.413127413127413,0.831402831402831,0.479962721342032,0.796647004036014,0,0.0548031496062992,0.717168581185967,0.710338404222291,0.838248990996585,0.909034461347408,0.187223276407337,0.986960571251164,0.989444271965228,0.289351133188451,0.871845296624058,0.601194426011944,0.424928275422378,0.743385400063755,0.266177876952502,0,0.732739420935412,0.4464,0,0.745466115176583,0,0.837734648425072,0.929685014317531,0.955914312325365,0.788885439304564,0,0.739211425023285,0,0,0,0,0,0.542067680844458,0.67960260788575
"8","01015","Calhoun County, Alabama","Calhoun County","Alabama",0.642657559764048,0.627444892890407,0.798199316982304,0.596273291925466,0.287488357652903,0.499223843526855,0.507638446849141,0.293443666454488,0.276169265033408,0.428127910586774,0.612232226016765,0.709717479043775,0.257683949084135,0,0.321758521822236,0.423160509158646,0.217944638880051,0.592993630573248,0.765122265122265,0.926640926640927,0.747747747747748,0.78019248680534,0.860602297423161,0.0875590551181102,0.595156783607575,0.366035392735175,0.451412604781124,0.523439925488979,0.00347881087919039,0.376901583359205,0.635827382800373,0.486805339956535,0.742051786299574,0.612806901128069,0.337902454574434,0.419827861013707,0.56646477526299,0,0.36684696150175,0.33184,0,0.402799872733058,0.864142538975501,0.575882914412981,0.854915685650652,0.638311083514437,0.649177274138466,0.895684570009314,0.872089413225706,0,0,0.868674324743868,0,0,0.45513815585222,0.374107420055883
"9","01017","Chambers County, Alabama","Chambers County","Alabama",0.822725861533685,0.601676497981993,0.556348959950326,0.778260869565217,0.0844458242781745,0.730208009934803,0.585932527052833,0.489178866963717,0.495068405981546,0.436199937907482,0.874883576529028,0.415398944427197,0.0850667494566905,0,0.0939789741956037,0.736417261719963,0.430798600063633,0.427388535031847,0.608108108108108,0.958815958815959,0.656104380242311,0.474697298975473,0,0.14488188976378,0.708475628686743,0.153058056504191,0.990375659733002,0.641726171996274,0.0885515496521189,0.649487736727724,0.615336851909345,0.306116113008382,0.834152736807604,0.397146648971467,0.715333120816066,0.422378068218043,0.349059611093401,0,0.541202672605791,0.55776,0,0.50206808781419,0,0.588291441298123,0,0.370071406395529,0.572493014591742,0,0.936044706612853,0,0,0,0,0,0.337162371934182,0.566904687985098
"10","01019","Cherokee County, Alabama","Cherokee County","Alabama",0.271965228190003,0.43806271344303,0.505122632722757,0.81055900621118,0.892890406705992,0.705681465383421,0.794080203691916,0.501591343093571,0.559338211899459,0.881403290903446,0.518782986650109,0.367587705681465,0.0450170754424092,0,0.433577572475311,0.133809375970196,0.54597518294623,0.19171974522293,0.764478764478765,0.904118404118404,0.576887232059646,0.303942874883577,0,0.140472440944882,0.68115492083204,0.31574045327538,0,0.916175100900341,NA,0.557901272896616,0.43340577460416,0.0819621235641105,0.787938380858735,0.322826808228268,0.47178833280204,0.739878865157794,0.379343321644884,0,0.601654470251352,0.18176,0,0,0,0,0,0.418193107730518,0.297423160509159,0,0.7864017385905,0,0,0,0,0,0.191555417572183,0.822104936355169
