"","county","state","year","GISJOIN","GEO_ID","FIPS","total_county_pop","state_pop_shr","county_area","state_area_shr","ag_reconnect","airport_infrastructure","airport_terminal","asap","bridge","buses","capital_investment","clean_school_bus","doe_nuclear","doi_aging_infra","doi_rural_water","doi_water_recycle","doi_water_storage","ferry_rural_comms","fra_rail_cross","fs_wildfire","fta_rail_vehicle","indian_water","infra","low_no_emission","natural_gas","ntia_middle_mile","ports","raise","reconnect_community","rural_surface","safe_streets","tribal_broadband","cdbg_entitlement","coc","home","public_hsg","public_hsg_cap","elderly","hcv","s8_project","fy_2022_ttp","fta_5307_5340","fta_5310","fta_5339","fta_5337_combined"
"11","Chilton County","AL",2022,"G0100210","0500000US01021",1021,44147,0.008975574,1815031226,0.013568661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881578947368421,NA,NA,NA,NA,NA,NA,0.348600508905852,NA,NA,NA,NA,0.399463806970509,NA,NA,NA,NA,0.518411967779056,0.502611723737667,NA,NA,0.0112460638776428,NA,NA,NA,NA,NA
"12","Choctaw County","AL",2022,"G0100230","0500000US01023",1023,12755,0.00255959,2385014263,0.017829693,0.772357723577236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648854961832061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Clarke County","AL",2022,"G0100250","0500000US01025",1025,23866,0.004671372,3244152269,0.024252367,0.609756097560976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49618320610687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189383715699505,NA,NA,NA,NA,NA
"14","Clay County","AL",2022,"G0100270","0500000US01027",1027,13285,0.00283812,1569536987,0.011733415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88204833141542,NA,NA,0.0732946298984035,0.85515069725596,NA,NA,NA,NA,NA
"15","Cleburne County","AL",2022,"G0100290","0500000US01029",1029,14952,0.0030106,1453018566,0.010862357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371501272264631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692757534862798,NA,NA,NA,NA,NA
"16","Coffee County","AL",2022,"G0100310","0500000US01031",1031,52238,0.010613535,1762473068,0.013175751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701072386058981,NA,NA,0.246217331499312,NA,0.6795166858458,0.663377829367382,NA,0.843976777939042,0.39451192082771,NA,NA,NA,NA,NA
"17","Colbert County","AL",2022,"G0100330","0500000US01033",1033,54957,0.011363084,1614902936,0.012072558,NA,NA,NA,NA,NA,NA,NA,0.201101928374656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485849056603774,NA,NA,NA,NA,NA,NA,NA,0.914269275028769,0.871735345327916,NA,0.502902757619739,0.526315789473684,NA,0.289264413518887,NA,NA,NA
"18","Conecuh County","AL",2022,"G0100350","0500000US01035",1035,12219,0.002356696,2208640248,0.016511171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66412213740458,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.830264672036824,0.715031921067905,NA,0.770682148040639,0.615834457939721,NA,NA,NA,NA,NA
"19","Coosa County","AL",2022,"G0100370","0500000US01037",1037,10696,0.002089372,1725838312,0.01290188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694656488549618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Covington County","AL",2022,"G0100390","0500000US01039",1039,37096,0.007501488,2703360025,0.020209556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39440203562341,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859608745684695,0.760882182240279,NA,0.125544267053701,0.390463337831759,NA,NA,NA,NA,NA
"21","Crenshaw County","AL",2022,"G0100410","0500000US01041",1041,13826,0.002661237,1582341492,0.011829138,0.191056910569106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928078250863061,0.941381311665699,NA,NA,NA,NA,NA,NA,NA,NA
"22","Cullman County","AL",2022,"G0100430","0500000US01043",1043,83345,0.017433907,1955495744,0.014618734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579976985040276,0.572838073128265,0.117424242424242,0.0667634252539913,0.145299145299145,NA,NA,NA,NA,NA
"23","Dale County","AL",2022,"G0100450","0500000US01045",1045,49293,0.0098932,1457327337,0.010894568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904487917146145,0.852582704585026,NA,0.606676342525399,0.412505623031939,NA,0.0725646123260437,NA,NA,NA
"24","Dallas County","AL",2022,"G0100470","0500000US01047",1047,38184,0.007836044,2574044963,0.019242833,0.447154471544715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38676844783715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912280701754386,NA,NA,NA,NA,NA
"25","DeKalb County","AL",2022,"G0100490","0500000US01049",1049,71430,0.014317458,2016727181,0.015076483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382037533512064,NA,NA,NA,NA,0.759493670886076,0.688334300638421,NA,0.0624092888243832,0.433198380566802,NA,NA,NA,NA,NA
"26","Elmore County","AL",2022,"G0100510","0500000US01051",1051,81526,0.017437308,1701726590,0.012721628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717391304347826,0.262086513994911,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243958573072497,0.125943122460824,NA,0.00290275761973875,0.0467836257309941,0.21294363256785,0.199801192842942,0.339969372128637,0.269525267993874,NA
"27","Escambia County","AL",2022,"G0100530","0500000US01053",1053,36775,0.007379231,2468619931,0.018454706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399491094147583,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552359033371692,0.471271038885665,NA,0.129898403483309,0.253711201079622,0.624217118997912,NA,NA,NA,NA
"28","Etowah County","AL",2022,"G0100550","0500000US01055",1055,102721,0.020703227,1420940061,0.010622547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.748768472906404,NA,NA,0.933256616800921,0.888566453859547,0.592171717171717,0.0377358490566038,0.292847503373819,NA,0.277335984095427,NA,NA,NA
"29","Fayette County","AL",2022,"G0100570","0500000US01057",1057,16406,0.003274523,1630023747,0.012185597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902186421173763,0.890307603017992,NA,NA,0.663067926225821,NA,NA,NA,NA,NA
"30","Franklin County","AL",2022,"G0100590","0500000US01059",1059,31587,0.006409781,1674485556,0.012517981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.922899884925201,0.915264074289031,NA,0.177793904208999,0.795771479982006,NA,NA,NA,NA,NA
"31","Geneva County","AL",2022,"G0100610","0500000US01061",1061,26383,0.005323275,1499475829,0.011209658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865937859608746,0.806732443412652,NA,NA,NA,NA,0.0178926441351889,NA,NA,NA
"32","Greene County","AL",2022,"G0100630","0500000US01063",1063,8221,0.00157093,1709198198,0.012777483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798982188295165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995972382048331,0.991874637260592,NA,NA,NA,NA,NA,NA,NA,NA
"33","Hale County","AL",2022,"G0100650","0500000US01065",1065,14754,0.002965179,1700330603,0.012711192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692111959287532,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863636363636364,0.5507835171213,NA,0.044267053701016,0.820962663067926,NA,NA,NA,NA,NA
"34","Henry County","AL",2022,"G0100670","0500000US01067",1067,17123,0.003434597,1471913569,0.01100361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575063613231552,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575949367088608,0.618688334300638,NA,NA,NA,NA,NA,NA,NA,NA
"35","Houston County","AL",2022,"G0100690","0500000US01069",1069,105319,0.021280896,1506537729,0.011262451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206106870229008,NA,NA,NA,NA,0.595174262734584,NA,0.297208538587849,NA,NA,0.357882623705409,0.290771909460244,0.676767676767677,0.817126269956459,0.642375168690958,NA,0.331013916500994,NA,NA,NA
"36","Jackson County","AL",2022,"G0100710","0500000US01071",1071,51765,0.010514489,2918379520,0.021816981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68230563002681,NA,NA,NA,NA,0.500575373993095,0.376088218224028,NA,0.17343976777939,0.744039586144849,NA,NA,NA,NA,NA
"37","Jefferson County","AL",2022,"G0100730","0500000US01073",1073,658615,0.134572576,2911534052,0.021765807,NA,NA,NA,NA,NA,NA,NA,0.154269972451791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607843137254902,0.391304347826087,0.00508905852417303,NA,NA,0.325,NA,0.00536193029490617,NA,0.86863711001642,0.844566712517194,0.610576923076923,0.943037974683544,0.863609982588508,0.462121212121212,0.867198838896952,0.995951417004049,NA,0.350894632206759,0.713629402756508,0.467075038284839,NA
"38","Lamar County","AL",2022,"G0100750","0500000US01075",1075,13854,0.002787096,1568145514,0.011723013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972382048331415,0.971561230412072,NA,NA,0.315789473684211,NA,NA,NA,NA,NA
"39","Lauderdale County","AL",2022,"G0100770","0500000US01077",1077,92870,0.018677085,1863755165,0.013932907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141215106732348,0.440165061898212,NA,NA,NA,NA,0.449201741654572,0.716599190283401,NA,0.236580516898608,NA,NA,NA
"40","Lawrence County","AL",2022,"G0100790","0500000US01079",1079,32969,0.006620879,1857546882,0.013886496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216340621403913,0.186302959953569,NA,NA,0.347728295096716,NA,0.0208747514910537,NA,NA,NA
"41","Lee County","AL",2022,"G0100810","0500000US01081",1081,163461,0.034460624,1595043983,0.011924099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162849872773537,NA,NA,NA,NA,NA,NA,0.431855500821018,NA,NA,NA,NA,0.15530303030303,0.598693759071118,0.874943769680612,NA,0.355864811133201,0.222052067381317,0.173047473200613,NA
"42","Limestone County","AL",2022,"G0100830","0500000US01083",1083,96921,0.020252818,1572607535,0.01175637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28686327077748,NA,NA,NA,NA,NA,NA,NA,NA,0.571749887539361,NA,0.0974155069582505,0.156202143950995,0.119448698315467,NA
"43","Lowndes County","AL",2022,"G0100850","0500000US01085",1085,9936,0.002067762,1877923750,0.014038828,0.922764227642276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Macon County","AL",2022,"G0100870","0500000US01087",1087,18437,0.003899813,1588201223,0.011872944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549618320610687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270458502611724,NA,0.597242380261248,0.976608187134503,NA,NA,NA,NA,NA
"45","Madison County","AL",2022,"G0100890","0500000US01089",1089,367686,0.076465356,2104922571,0.015735807,NA,NA,0.658823529411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580188679245283,NA,NA,0.0402144772117962,NA,0.151067323481117,0.169188445667125,0.185096153846154,0.661104718066743,0.586767266395821,0.310606060606061,0.502177068214804,0.217723796671165,NA,0.225646123260437,0.516079632465544,0.306278713629403,NA
"46","Marengo County","AL",2022,"G0100910","0500000US01091",1091,19138,0.003881205,2545107217,0.019026503,0.682926829268293,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544529262086514,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927502876869965,0.861868833430064,NA,NA,0.530364372469636,NA,NA,NA,NA,NA
"47","Marion County","AL",2022,"G0100930","0500000US01093",1093,29818,0.005881135,1925840592,0.014397041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989067894131185,0.991294254207777,NA,0.0921625544267054,0.318488529014845,NA,NA,NA,NA,NA
"48","Marshall County","AL",2022,"G0100950","0500000US01095",1095,96137,0.019444842,1614029565,0.012066029,NA,NA,NA,NA,NA,NA,NA,0.771349862258953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288203753351206,NA,NA,NA,NA,0.902761795166859,0.928612884503772,NA,0.553701015965167,0.332433648223122,NA,NA,NA,NA,NA
"49","Mobile County","AL",2022,"G0100970","0500000US01097",1097,413977,0.082962578,3259712874,0.024368693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753694581280788,0.731774415405777,0.596153846153846,0.666283084004603,0.748694138131167,0.843434343434343,0.891872278664732,0.739091318038686,NA,0.273359840954274,0.6156202143951,0.367534456355283,NA
"50","Monroe County","AL",2022,"G0100990","0500000US01099",1099,21006,0.004024872,2679079154,0.020028039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513994910941476,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.861910241657077,0.795124782356355,NA,NA,0.848403058929375,NA,NA,NA,NA,NA
"51","Montgomery County","AL",2022,"G0101010","0500000US01101",1101,226451,0.045835714,2071763041,0.015487916,0.0203252032520325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111959287531807,NA,NA,NA,NA,NA,NA,0.610837438423645,0.495185694635488,0.709134615384615,0.720943613348677,0.640162507254788,0.409090909090909,0.86066763425254,0.856050382366172,0.0772442588726514,0.324055666003976,0.64624808575804,0.427258805513017,NA
"52","Morgan County","AL",2022,"G0101030","0500000US01103",1103,119352,0.024533008,1551532053,0.011598816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139573070607553,NA,NA,0.79746835443038,0.780034822983169,0.0656565656565657,0.52322206095791,0.39136302294197,NA,0.285288270377734,NA,NA,NA
"53","Perry County","AL",2022,"G0101050","0500000US01105",1105,9104,0.00174121,1874838396,0.014015763,0.83739837398374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735368956743003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998849252013809,0.997678467788741,NA,0.990566037735849,0.555555555555556,NA,NA,NA,NA,NA
"54","Pickens County","AL",2022,"G0101070","0500000US01107",1107,20049,0.00384979,2305456065,0.017234939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915995397008055,0.935577481137551,NA,0.372278664731495,NA,NA,NA,NA,NA,NA
"55","Pike County","AL",2022,"G0101090","0500000US01109",1109,33274,0.006638287,1742984540,0.01303006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173762945914845,0.145676146256529,NA,0.89477503628447,0.925326135852452,NA,NA,NA,NA,NA
"56","Randolph County","AL",2022,"G0101110","0500000US01111",1111,22732,0.004398845,1512901256,0.011310023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725546605293441,0.874056877539176,NA,0.011611030478955,0.587944219523167,NA,NA,NA,NA,NA
"57","Russell County","AL",2022,"G0101130","0500000US01113",1113,57938,0.011744461,1676216915,0.012530924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93843498273878,0.907719094602438,NA,0.833817126269956,0.239316239316239,NA,0.174950298210736,0.529862174578867,0.346094946401225,NA
"58","St. Clair County","AL",2022,"G0101150","0500000US01115",1115,88929,0.018090812,1692191781,0.012650348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10941475826972,NA,NA,NA,NA,0.194369973190349,NA,NA,NA,NA,0.29228998849252,0.178177597214161,NA,NA,0.039136302294197,NA,0.084493041749503,0.125574272588055,0.110260336906585,NA
"59","Shelby County","AL",2022,"G0101170","0500000US01117",1117,216350,0.044176542,2096567887,0.01567335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.934210526315789,NA,NA,NA,NA,NA,NA,0.165394402035623,NA,NA,NA,NA,0.0482573726541555,NA,NA,NA,NA,0.242232451093211,0.113174695298897,NA,0.0413642960812772,0.0796221322537112,NA,0.321073558648111,0.656967840735069,0.434915773353752,NA
"60","Sumter County","AL",2022,"G0101190","0500000US01119",1119,12595,0.002497561,2365534330,0.017684067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961449942462601,0.929193267556587,NA,0.478955007256894,0.97480881691408,NA,NA,NA,NA,NA
"61","Talladega County","AL",2022,"G0101210","0500000US01121",1121,80244,0.016377616,1969221288,0.014721342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114503816793893,NA,NA,NA,NA,0.703753351206434,NA,NA,NA,NA,0.861334867663982,0.799767846778874,0.0669191919191919,0.539187227866473,0.552406657669816,NA,0.0874751491053678,NA,NA,NA
"62","Tallapoosa County","AL",2022,"G0101230","0500000US01123",1123,40450,0.008260641,1984589002,0.014836227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891304347826087,0.374045801526718,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.935558112773303,0.950667440510737,NA,0.417271407837446,0.616284300494827,NA,NA,NA,NA,NA
"63","Tuscaloosa County","AL",2022,"G0101250","0500000US01125",1125,208854,0.044809837,3499683924,0.026162649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843137254901961,NA,0.0381679389312977,NA,NA,NA,NA,0.310991957104558,NA,0.157635467980296,0.0687757909215956,0.21875,0.766973532796318,0.712130005803831,NA,0.690130624092888,0.764282501124606,NA,0.417495029821074,NA,NA,NA
"64","Walker County","AL",2022,"G0101270","0500000US01127",1127,63802,0.013044866,2085441184,0.01559017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652173913043478,NA,NA,0.655660377358491,NA,NA,NA,NA,NA,NA,NA,0.867663981588032,0.803830528148578,0.0189393939393939,0.391146589259797,0.389113810166442,NA,NA,NA,NA,NA
"65","Washington County","AL",2022,"G0101290","0500000US01129",1129,16336,0.003116249,2819373050,0.021076837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597964376590331,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627157652474108,0.52930934416715,NA,0.222060957910015,NA,NA,NA,NA,NA,NA
